T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
2.36000,1.00000,0.62530,0.46566,0.37521,0.31446,0.26946,0.23416,0.20543,0.18154,0.16126,0.14375,0.12859,0.11550,0.10416,0.09420,0.08537,0.07756,0.07065,0.06463,0.05917,0.05424,0.04964,0.04549,0.04190,0.03867,0.03570,0.03289,0.03006,0.02736,0.02484,0.02249,0.02023,0.01802,0.01593,0.01395,0.01204,0.01034,0.00889,0.00743,0.00615,0.00485,0.00347,0.00228,0.00109,-0.00004,-0.00096,-0.00188,-0.00281,-0.00370,-0.00435,-0.00483,-0.00517,-0.00545,-0.00546,-0.00527,-0.00486,-0.00440,-0.00382,-0.00329,-0.00266,-0.00216,-0.00180,-0.00151,-0.00136,-0.00140,-0.00148,-0.00165,-0.00191,-0.00225,-0.00263,-0.00305,-0.00349,-0.00380,-0.00423,-0.00445,-0.00450
1.72000,1.00000,0.94556,0.93807,0.93681,0.93655,0.93650,0.93649,0.93649,0.93648,0.93648,0.93649,0.93649,0.93650,0.93651,0.93651,0.93649,0.93649,0.93649,0.93649,0.93648,0.93649,0.93650,0.93651,0.93649,0.93649,0.93649,0.93649,0.93649,0.93649,0.93650,0.93648,0.93648,0.93649,0.93650,0.93649,0.93649,0.93648,0.93648,0.93649,0.93649,0.93649,0.93648,0.93649,0.93648,0.93649,0.93648,0.93648,0.93649,0.93648,0.93649,0.93650,0.93649,0.93648,0.93647,0.93648,0.93649,0.93649,0.93649,0.93650,0.93649,0.93649,0.93648,0.93648,0.93649,0.93649,0.93649,0.93649,0.93648,0.93648,0.93649,0.93649,0.93650,0.93650,0.93649,0.93648,0.93648
3.01000,1.00000,0.40612,0.19091,0.09798,0.05300,0.02943,0.01662,0.00949,0.00547,0.00313,0.00167,0.00096,0.00075,0.00055,0.00034,-0.00003,-0.00020,-0.00024,-0.00023,-0.00009,0.00009,0.00007,0.00013,0.00016,0.00008,-0.00010,-0.00027,-0.00042,-0.00064,-0.00061,-0.00061,-0.00047,-0.00033,-0.00024,-0.00016,-0.00007,-0.00002,-0.00014,-0.00019,-0.00029,-0.00043,-0.00028,-0.00019,-0.00013,-0.00010,-0.00015,-0.00020,-0.00006,-0.00004,-0.00006,0.00001,0.00007,0.00015,0.00004,0.00002,-0.00007,0.00005,0.00001,-0.00004,-0.00023,-0.00032,-0.00046,-0.00041,-0.00037,-0.00028,-0.00018,-0.00010,0.00003,0.00009,0.00018,0.00027,0.00015,0.00021,0.00037,0.00055,0.00056
1.09000,1.00000,0.99720,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712,0.99712
2.37000,1.00000,0.61736,0.45343,0.36013,0.29708,0.25005,0.21302,0.18287,0.15780,0.13669,0.11866,0.10295,0.08925,0.07722,0.06674,0.05770,0.04983,0.04309,0.03735,0.03232,0.02794,0.02416,0.02091,0.01804,0.01529,0.01276,0.01066,0.00876,0.00703,0.00540,0.00393,0.00245,0.00108,-0.00025,-0.00140,-0.00243,-0.00316,-0.00376,-0.00408,-0.00430,-0.00461,-0.00480,-0.00501,-0.00507,-0.00519,-0.00540,-0.00572,-0.00601,-0.00635,-0.00671,-0.00718,-0.00774,-0.00838,-0.00903,-0.00951,-0.00998,-0.01039,-0.01078,-0.01121,-0.01169,-0.01226,-0.01288,-0.01340,-0.01375,-0.01404,-0.01424,-0.01436,-0.01441,-0.01433,-0.01422,-0.01421,-0.01409,-0.01382,-0.01359,-0.01355,-0.01356
1.73000,1.00000,0.92097,0.89400,0.87537,0.85873,0.84279,0.82721,0.81187,0.79670,0.78168,0.76680,0.75204,0.73742,0.72293,0.70856,0.69436,0.68035,0.66651,0.65289,0.63950,0.62638,0.61358,0.60112,0.58903,0.57735,0.56615,0.55548,0.54536,0.53590,0.52710,0.51899,0.51158,0.50485,0.49874,0.49325,0.48834,0.48395,0.48007,0.47667,0.47372,0.47116,0.46893,0.46695,0.46522,0.46368,0.46226,0.46094,0.45973,0.45860,0.45758,0.45665,0.45579,0.45496,0.45418,0.45340,0.45267,0.45196,0.45128,0.45066,0.45007,0.44952,0.44899,0.44849,0.44803,0.44759,0.44718,0.44683,0.44648,0.44617,0.44589,0.44566,0.44548,0.44533,0.44521,0.44514,0.44512
3.02000,1.00000,0.40439,0.18922,0.09665,0.05191,0.02858,0.01600,0.00908,0.00507,0.00272,0.00149,0.00071,0.00031,-0.00009,-0.00032,-0.00017,0.00003,0.00030,0.00037,0.00041,0.00048,0.00043,0.00007,-0.00003,-0.00021,-0.00025,-0.00032,-0.00039,-0.00054,-0.00052,-0.00029,-0.00027,-0.00050,-0.00067,-0.00078,-0.00080,-0.00074,-0.00049,-0.00026,-0.00022,-0.00004,-0.00010,-0.00021,-0.00034,-0.00017,-0.00022,-0.00035,-0.00047,-0.00023,-0.00014,-0.00027,-0.00021,-0.00004,0.00006,-0.00001,-0.00014,-0.00027,-0.00040,-0.00020,-0.00014,-0.00016,-0.00007,0.00013,0.00033,0.00035,0.00041,0.00042,0.00048,0.00021,0.00009,-0.00012,-0.00018,-0.00027,-0.00031,-0.00038,-0.00050
1.10000,1.00000,0.99699,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690,0.99690
2.38000,1.00000,0.61293,0.44758,0.35402,0.29135,0.24510,0.20899,0.17981,0.15556,0.13522,0.11782,0.10279,0.08965,0.07821,0.06822,0.05957,0.05212,0.04565,0.04000,0.03503,0.03068,0.02689,0.02355,0.02060,0.01800,0.01570,0.01368,0.01175,0.01014,0.00876,0.00757,0.00650,0.00554,0.00471,0.00390,0.00312,0.00255,0.00204,0.00161,0.00137,0.00120,0.00099,0.00093,0.00098,0.00109,0.00121,0.00142,0.00154,0.00173,0.00206,0.00235,0.00261,0.00291,0.00297,0.00312,0.00319,0.00329,0.00335,0.00328,0.00318,0.00311,0.00300,0.00294,0.00300,0.00306,0.00315,0.00323,0.00336,0.00355,0.00363,0.00359,0.00340,0.00318,0.00296,0.00287,0.00289
1.74000,1.00000,0.94210,0.93383,0.93237,0.93207,0.93200,0.93197,0.93197,0.93197,0.93197,0.93197,0.93197,0.93197,0.93196,0.93196,0.93195,0.93196,0.93197,0.93197,0.93196,0.93196,0.93195,0.93196,0.93196,0.93196,0.93196,0.93197,0.93197,0.93198,0.93198,0.93195,0.93195,0.93196,0.93195,0.93196,0.93197,0.93196,0.93198,0.93197,0.93197,0.93198,0.93198,0.93198,0.93198,0.93197,0.93198,0.93197,0.93197,0.93197,0.93197,0.93198,0.93198,0.93196,0.93196,0.93197,0.93196,0.93196,0.93197,0.93196,0.93196,0.93196,0.93198,0.93198,0.93197,0.93196,0.93197,0.93196,0.93197,0.93197,0.93197,0.93197,0.93196,0.93196,0.93196,0.93197,0.93198
3.03000,1.00000,0.40296,0.18790,0.09574,0.05138,0.02849,0.01618,0.00919,0.00521,0.00300,0.00175,0.00085,0.00031,0.00025,0.00039,0.00033,0.00029,0.00016,0.00005,-0.00022,-0.00029,-0.00005,0.00013,0.00009,0.00008,0.00017,0.00011,0.00022,0.00018,0.00021,0.00011,-0.00016,-0.00028,-0.00034,-0.00042,-0.00061,-0.00064,-0.00053,-0.00033,-0.00018,-0.00023,-0.00028,-0.00035,-0.00034,-0.00025,-0.00013,0.00010,0.00029,0.00062,0.00072,0.00083,0.00059,0.00050,0.00056,0.00037,0.00029,0.00012,0.00003,0.00011,0.00018,0.00037,0.00041,0.00037,0.00013,-0.00009,-0.00031,-0.00043,-0.00027,-0.00023,-0.00015,-0.00001,0.00020,0.00033,0.00025,0.00017,0.00006
1.11000,1.00000,0.97903,0.96228,0.94632,0.93083,0.91565,0.90069,0.88591,0.87125,0.85671,0.84226,0.82787,0.81355,0.79928,0.78506,0.77089,0.75677,0.74269,0.72867,0.71469,0.70074,0.68682,0.67293,0.65906,0.64521,0.63138,0.61758,0.60380,0.59004,0.57629,0.56256,0.54885,0.53514,0.52146,0.50778,0.49413,0.48048,0.46685,0.45323,0.43963,0.42604,0.41246,0.39889,0.38533,0.37178,0.35823,0.34469,0.33117,0.31766,0.30417,0.29070,0.27724,0.26379,0.25035,0.23691,0.22349,0.21009,0.19674,0.18355,0.17067,0.15835,0.14679,0.13618,0.12666,0.11843,0.11169,0.10651,0.10270,0.10003,0.09826,0.09712,0.09644,0.09604,0.09585,0.09576,0.09573
2.39000,1.00000,0.60876,0.44217,0.34856,0.28616,0.24052,0.20498,0.17634,0.15257,0.13272,0.11575,0.10141,0.08914,0.07842,0.06903,0.06076,0.05351,0.04710,0.04162,0.03686,0.03264,0.02896,0.02586,0.02317,0.02088,0.01884,0.01691,0.01519,0.01346,0.01178,0.01003,0.00854,0.00725,0.00615,0.00524,0.00444,0.00360,0.00281,0.00205,0.00136,0.00071,0.00009,-0.00031,-0.00050,-0.00051,-0.00037,-0.00047,-0.00047,-0.00040,-0.00039,-0.00037,-0.00033,-0.00026,-0.00027,-0.00038,-0.00052,-0.00073,-0.00109,-0.00153,-0.00204,-0.00248,-0.00290,-0.00337,-0.00386,-0.00438,-0.00489,-0.00559,-0.00637,-0.00711,-0.00779,-0.00828,-0.00853,-0.00862,-0.00862,-0.00873,-0.00882
1.75000,1.00000,0.91783,0.89040,0.87195,0.85565,0.84014,0.82507,0.81030,0.79574,0.78140,0.76721,0.75313,0.73915,0.72530,0.71155,0.69789,0.68431,0.67081,0.65742,0.64409,0.63082,0.61763,0.60455,0.59148,0.57847,0.56556,0.55269,0.53987,0.52710,0.51437,0.50171,0.48911,0.47652,0.46398,0.45147,0.43898,0.42650,0.41404,0.40158,0.38918,0.37680,0.36447,0.35218,0.33996,0.32786,0.31593,0.30417,0.29266,0.28149,0.27073,0.26048,0.25089,0.24203,0.23397,0.22676,0.22040,0.21487,0.21017,0.20621,0.20287,0.20011,0.19787,0.19604,0.19460,0.19347,0.19261,0.19196,0.19148,0.19111,0.19085,0.19066,0.19054,0.19047,0.19042,0.19038,0.19038
3.04000,1.00000,0.40042,0.18558,0.09408,0.05028,0.02784,0.01567,0.00884,0.00515,0.00289,0.00164,0.00102,0.00059,0.00019,0.00005,-0.00018,-0.00042,-0.00030,-0.00002,0.00010,0.00013,0.00016,0.00021,0.00027,0.00031,0.00030,0.00021,0.00025,0.00015,-0.00006,-0.00019,-0.00015,-0.00021,-0.00007,0.00005,0.00013,0.00027,0.00028,0.00031,0.00032,0.00000,-0.00016,-0.00036,-0.00042,-0.00046,-0.00066,-0.00063,-0.00046,-0.00017,-0.00008,0.00002,0.00000,-0.00005,-0.00001,-0.00007,-0.00012,-0.00003,0.00006,0.00009,0.00016,0.00049,0.00061,0.00054,0.00044,0.00038,0.00023,0.00027,0.00019,0.00025,0.00016,0.00001,-0.00008,-0.00028,-0.00060,-0.00072,-0.00076
1.12000,1.00000,0.99654,0.99644,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643,0.99643
2.40000,1.00000,0.60309,0.43376,0.33875,0.27562,0.22968,0.19434,0.16633,0.14334,0.12430,0.10827,0.09459,0.08296,0.07306,0.06462,0.05749,0.05143,0.04620,0.04159,0.03739,0.03362,0.03025,0.02719,0.02438,0.02188,0.01969,0.01774,0.01587,0.01434,0.01313,0.01173,0.01024,0.00884,0.00744,0.00605,0.00479,0.00373,0.00268,0.00168,0.00084,0.00014,-0.00041,-0.00081,-0.00107,-0.00143,-0.00169,-0.00196,-0.00231,-0.00275,-0.00306,-0.00332,-0.00352,-0.00389,-0.00424,-0.00465,-0.00516,-0.00554,-0.00592,-0.00605,-0.00616,-0.00617,-0.00591,-0.00549,-0.00494,-0.00448,-0.00405,-0.00374,-0.00351,-0.00340,-0.00324,-0.00320,-0.00323,-0.00319,-0.00327,-0.00332,-0.00336
1.76000,1.00000,0.93806,0.92890,0.92725,0.92689,0.92679,0.92679,0.92676,0.92675,0.92676,0.92678,0.92677,0.92677,0.92676,0.92676,0.92676,0.92676,0.92677,0.92677,0.92677,0.92677,0.92675,0.92676,0.92675,0.92676,0.92677,0.92676,0.92677,0.92676,0.92676,0.92676,0.92676,0.92676,0.92676,0.92678,0.92679,0.92679,0.92678,0.92678,0.92678,0.92677,0.92677,0.92675,0.92677,0.92677,0.92679,0.92677,0.92677,0.92677,0.92678,0.92677,0.92678,0.92678,0.92678,0.92677,0.92677,0.92677,0.92677,0.92676,0.92676,0.92676,0.92677,0.92676,0.92677,0.92676,0.92677,0.92676,0.92676,0.92678,0.92677,0.92675,0.92675,0.92677,0.92677,0.92678,0.92678
3.05000,1.00000,0.39863,0.18371,0.09248,0.04899,0.02685,0.01515,0.00862,0.00515,0.00316,0.00193,0.00110,0.00046,0.00013,0.00016,0.00028,0.00032,0.00010,-0.00008,0.00002,-0.00001,-0.00012,-0.00015,-0.00025,-0.00026,-0.00030,-0.00015,-0.00015,-0.00009,-0.00011,-0.00033,-0.00048,-0.00045,-0.00025,0.00007,0.00027,0.00024,0.00009,0.00002,0.00007,0.00011,0.00011,0.00014,0.00007,0.00014,0.00010,-0.00001,-0.00025,-0.00025,-0.00031,-0.00036,-0.00044,-0.00040,-0.00023,-0.00010,0.00004,0.00020,0.00047,0.00080,0.00078,0.00054,0.00020,0.00007,0.00005,0.00013,0.00035,0.00019,0.00023,0.00015,0.00018,0.00018,0.00022,0.00019,0.00031,0.00018,0.00033
1.13000,1.00000,0.99628,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616,0.99616
2.41000,1.00000,0.59584,0.42276,0.32575,0.26165,0.21528,0.17972,0.15134,0.12809,0.10902,0.09316,0.07979,0.06849,0.05889,0.05056,0.04344,0.03725,0.03196,0.02728,0.02329,0.01987,0.01692,0.01424,0.01188,0.00982,0.00813,0.00662,0.00525,0.00410,0.00306,0.00208,0.00107,0.00018,-0.00078,-0.00175,-0.00256,-0.00329,-0.00378,-0.00413,-0.00438,-0.00480,-0.00534,-0.00577,-0.00599,-0.00613,-0.00632,-0.00664,-0.00689,-0.00691,-0.00691,-0.00693,-0.00685,-0.00671,-0.00659,-0.00639,-0.00623,-0.00581,-0.00536,-0.00477,-0.00400,-0.00328,-0.00244,-0.00164,-0.00086,-0.00000,0.00084,0.00146,0.00202,0.00239,0.00275,0.00305,0.00340,0.00373,0.00389,0.00401,0.00411
1.77000,1.00000,0.93619,0.92670,0.92501,0.92467,0.92459,0.92457,0.92457,0.92457,0.92457,0.92457,0.92457,0.92455,0.92456,0.92457,0.92456,0.92455,0.92457,0.92456,0.92457,0.92456,0.92457,0.92456,0.92457,0.92457,0.92456,0.92457,0.92456,0.92456,0.92458,0.92456,0.92457,0.92457,0.92456,0.92457,0.92457,0.92456,0.92455,0.92456,0.92456,0.92456,0.92457,0.92456,0.92457,0.92457,0.92458,0.92457,0.92457,0.92456,0.92456,0.92456,0.92457,0.92457,0.92457,0.92458,0.92458,0.92458,0.92457,0.92457,0.92457,0.92457,0.92457,0.92456,0.92457,0.92457,0.92455,0.92456,0.92457,0.92457,0.92456,0.92456,0.92456,0.92456,0.92457,0.92457,0.92458
3.06000,1.00000,0.39735,0.18275,0.09176,0.04844,0.02628,0.01442,0.00813,0.00455,0.00264,0.00140,0.00072,0.00032,-0.00005,-0.00032,-0.00038,-0.00032,-0.00013,-0.00000,0.00013,0.00013,0.00002,0.00005,0.00020,0.00007,-0.00015,-0.00017,-0.00015,-0.00011,-0.00027,-0.00021,-0.00034,-0.00045,-0.00059,-0.00063,-0.00054,-0.00047,-0.00040,-0.00027,0.00009,0.00030,0.00032,0.00026,0.00028,0.00036,0.00048,0.00020,0.00017,0.00009,0.00021,0.00025,0.00027,0.00032,0.00016,0.00005,-0.00010,-0.00028,-0.00030,-0.00039,-0.00041,-0.00049,-0.00049,-0.00039,-0.00013,0.00001,0.00017,0.00018,0.00027,0.00036,0.00042,0.00040,0.00063,0.00084,0.00073,0.00068,0.00061
1.14000,1.00000,0.97793,0.96094,0.94482,0.92918,0.91386,0.89876,0.88381,0.86899,0.85426,0.83962,0.82504,0.81052,0.79604,0.78159,0.76717,0.75278,0.73842,0.72408,0.70977,0.69547,0.68119,0.66692,0.65267,0.63844,0.62421,0.60999,0.59578,0.58159,0.56742,0.55327,0.53913,0.52502,0.51093,0.49686,0.48280,0.46877,0.45475,0.44074,0.42677,0.41281,0.39888,0.38499,0.37112,0.35727,0.34344,0.32963,0.31583,0.30206,0.28830,0.27457,0.26086,0.24715,0.23346,0.21978,0.20611,0.19245,0.17881,0.16520,0.15161,0.13807,0.12466,0.11149,0.09868,0.08633,0.07455,0.06340,0.05283,0.04289,0.03366,0.02521,0.01765,0.01122,0.00633,0.00328,0.00226
2.42000,1.00000,0.58925,0.41319,0.31475,0.24991,0.20316,0.16757,0.13954,0.11700,0.09858,0.08325,0.07029,0.05933,0.05009,0.04208,0.03532,0.02952,0.02465,0.02054,0.01706,0.01396,0.01132,0.00905,0.00712,0.00550,0.00420,0.00297,0.00206,0.00133,0.00075,0.00035,-0.00014,-0.00050,-0.00076,-0.00104,-0.00137,-0.00193,-0.00220,-0.00224,-0.00203,-0.00176,-0.00160,-0.00140,-0.00129,-0.00120,-0.00118,-0.00123,-0.00110,-0.00093,-0.00079,-0.00059,-0.00045,-0.00035,-0.00050,-0.00072,-0.00098,-0.00133,-0.00165,-0.00187,-0.00214,-0.00240,-0.00281,-0.00320,-0.00356,-0.00406,-0.00444,-0.00468,-0.00472,-0.00465,-0.00457,-0.00430,-0.00405,-0.00385,-0.00366,-0.00367,-0.00363
1.78000,1.00000,0.93371,0.92349,0.92154,0.92107,0.92093,0.92089,0.92090,0.92089,0.92089,0.92090,0.92089,0.92090,0.92089,0.92089,0.92088,0.92088,0.92086,0.92088,0.92089,0.92089,0.92088,0.92089,0.92089,0.92089,0.92089,0.92089,0.92089,0.92088,0.92088,0.92088,0.92089,0.92089,0.92088,0.92088,0.92088,0.92088,0.92089,0.92089,0.92089,0.92088,0.92088,0.92088,0.92087,0.92088,0.92087,0.92088,0.92086,0.92087,0.92088,0.92088,0.92088,0.92089,0.92089,0.92089,0.92088,0.92089,0.92090,0.92090,0.92088,0.92088,0.92088,0.92088,0.92089,0.92089,0.92087,0.92086,0.92087,0.92087,0.92087,0.92086,0.92086,0.92087,0.92088,0.92088,0.92088
3.07000,1.00000,0.39509,0.18024,0.08994,0.04716,0.02565,0.01416,0.00775,0.00435,0.00226,0.00124,0.00072,0.00064,0.00057,0.00056,0.00046,0.00032,0.00031,0.00028,0.00020,0.00022,0.00016,0.00027,0.00026,0.00010,-0.00001,-0.00010,-0.00038,-0.00026,-0.00026,-0.00034,-0.00035,-0.00016,-0.00005,0.00011,0.00024,0.00030,0.00027,0.00009,0.00009,0.00031,0.00041,0.00027,0.00005,0.00001,0.00015,0.00006,0.00011,0.00019,0.00015,-0.00000,-0.00030,-0.00040,-0.00035,-0.00044,-0.00039,-0.00038,-0.00028,-0.00025,-0.00024,-0.00037,-0.00059,-0.00072,-0.00049,-0.00049,-0.00050,-0.00039,-0.00035,-0.00026,-0.00013,-0.00003,0.00003,0.00028,0.00047,0.00054,0.00057
1.15000,1.00000,0.97773,0.96077,0.94471,0.92915,0.91392,0.89893,0.88414,0.86948,0.85495,0.84050,0.82614,0.81185,0.79762,0.78343,0.76930,0.75520,0.74115,0.72714,0.71317,0.69923,0.68531,0.67142,0.65754,0.64368,0.62983,0.61600,0.60219,0.58840,0.57462,0.56085,0.54708,0.53332,0.51956,0.50579,0.49204,0.47830,0.46456,0.45085,0.43715,0.42346,0.40980,0.39616,0.38255,0.36895,0.35536,0.34180,0.32825,0.31472,0.30121,0.28770,0.27420,0.26072,0.24725,0.23379,0.22034,0.20691,0.19349,0.18009,0.16669,0.15330,0.13994,0.12664,0.11343,0.10040,0.08762,0.07523,0.06343,0.05241,0.04232,0.03336,0.02566,0.01937,0.01466,0.01176,0.01078
2.43000,1.00000,0.58753,0.41177,0.31404,0.25009,0.20414,0.16945,0.14237,0.12045,0.10257,0.08786,0.07563,0.06558,0.05720,0.05003,0.04398,0.03886,0.03450,0.03079,0.02751,0.02473,0.02212,0.01971,0.01769,0.01590,0.01430,0.01315,0.01208,0.01120,0.01037,0.00979,0.00949,0.00938,0.00936,0.00929,0.00912,0.00904,0.00888,0.00865,0.00817,0.00745,0.00663,0.00597,0.00533,0.00450,0.00369,0.00286,0.00223,0.00167,0.00131,0.00090,0.00061,0.00029,-0.00037,-0.00113,-0.00196,-0.00264,-0.00339,-0.00409,-0.00490,-0.00564,-0.00636,-0.00690,-0.00731,-0.00742,-0.00737,-0.00730,-0.00705,-0.00689,-0.00666,-0.00634,-0.00601,-0.00581,-0.00576,-0.00566,-0.00550
1.79000,1.00000,0.93204,0.92149,0.91949,0.91904,0.91894,0.91890,0.91892,0.91892,0.91891,0.91890,0.91889,0.91889,0.91890,0.91890,0.91889,0.91889,0.91888,0.91889,0.91890,0.91890,0.91889,0.91889,0.91889,0.91888,0.91890,0.91890,0.91891,0.91888,0.91889,0.91889,0.91890,0.91890,0.91890,0.91890,0.91890,0.91889,0.91888,0.91890,0.91892,0.91891,0.91891,0.91891,0.91891,0.91890,0.91890,0.91892,0.91892,0.91891,0.91891,0.91890,0.91889,0.91889,0.91888,0.91890,0.91889,0.91888,0.91888,0.91888,0.91888,0.91888,0.91889,0.91889,0.91889,0.91887,0.91888,0.91888,0.91889,0.91888,0.91889,0.91889,0.91887,0.91890,0.91890,0.91888,0.91888
3.08000,1.00000,0.39329,0.17856,0.08840,0.04609,0.02489,0.01360,0.00758,0.00420,0.00237,0.00108,0.00046,0.00011,-0.00008,-0.00004,0.00001,-0.00017,-0.00020,-0.00005,0.00011,0.00034,0.00029,0.00003,-0.00002,-0.00001,-0.00014,-0.00016,-0.00024,-0.00048,-0.00054,-0.00048,-0.00041,-0.00023,-0.00017,-0.00015,-0.00019,-0.00032,-0.00042,-0.00047,-0.00043,-0.00033,-0.00028,-0.00017,-0.00022,-0.00025,-0.00009,0.00015,0.00052,0.00073,0.00084,0.00091,0.00080,0.00074,0.00058,0.00045,0.00030,0.00034,0.00047,0.00036,0.00020,0.00007,-0.00013,-0.00027,-0.00053,-0.00053,-0.00036,-0.00036,-0.00030,-0.00043,-0.00049,-0.00050,-0.00058,-0.00056,-0.00053,-0.00049,-0.00049
1.16000,1.00000,0.97724,0.96011,0.94391,0.92822,0.91287,0.89777,0.88284,0.86805,0.85337,0.83879,0.82427,0.80982,0.79541,0.78104,0.76672,0.75243,0.73818,0.72395,0.70975,0.69558,0.68144,0.66732,0.65323,0.63918,0.62516,0.61118,0.59722,0.58328,0.56938,0.55550,0.54166,0.52784,0.51404,0.50028,0.48653,0.47279,0.45909,0.44543,0.43188,0.41850,0.40536,0.39249,0.37995,0.36778,0.35608,0.34499,0.33472,0.32551,0.31757,0.31096,0.30574,0.30186,0.29917,0.29746,0.29643,0.29585,0.29553,0.29533,0.29520,0.29511,0.29503,0.29496,0.29489,0.29483,0.29477,0.29470,0.29463,0.29458,0.29452,0.29447,0.29442,0.29439,0.29435,0.29433,0.29433
2.44000,1.00000,0.58124,0.40254,0.30338,0.23860,0.19236,0.15752,0.13030,0.10860,0.09110,0.07678,0.06489,0.05498,0.04684,0.04026,0.03472,0.03011,0.02635,0.02309,0.02037,0.01804,0.01611,0.01454,0.01321,0.01195,0.01073,0.00972,0.00875,0.00767,0.00648,0.00544,0.00450,0.00357,0.00273,0.00194,0.00119,0.00060,0.00021,-0.00010,-0.00038,-0.00051,-0.00044,-0.00014,0.00033,0.00085,0.00140,0.00189,0.00223,0.00237,0.00245,0.00248,0.00237,0.00211,0.00173,0.00146,0.00138,0.00119,0.00115,0.00113,0.00090,0.00083,0.00097,0.00112,0.00126,0.00130,0.00120,0.00085,0.00035,-0.00002,-0.00033,-0.00062,-0.00091,-0.00113,-0.00109,-0.00109,-0.00107
1.80000,1.00000,0.92971,0.91856,0.91636,0.91584,0.91571,0.91568,0.91566,0.91566,0.91566,0.91566,0.91564,0.91565,0.91565,0.91566,0.91566,0.91566,0.91565,0.91565,0.91566,0.91567,0.91566,0.91565,0.91566,0.91566,0.91566,0.91568,0.91567,0.91566,0.91567,0.91567,0.91568,0.91567,0.91566,0.91567,0.91567,0.91567,0.91569,0.91567,0.91568,0.91569,0.91568,0.91566,0.91565,0.91567,0.91566,0.91566,0.91566,0.91567,0.91566,0.91566,0.91566,0.91567,0.91568,0.91568,0.91567,0.91567,0.91567,0.91566,0.91566,0.91565,0.91565,0.91566,0.91567,0.91566,0.91565,0.91567,0.91566,0.91568,0.91566,0.91564,0.91565,0.91566,0.91565,0.91568,0.91568
