T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
2.30000,1.00000,0.66874,0.53175,0.45478,0.40238,0.36266,0.33081,0.30427,0.28145,0.26153,0.24384,0.22791,0.21346,0.20035,0.18833,0.17721,0.16686,0.15703,0.14785,0.13929,0.13143,0.12428,0.11768,0.11181,0.10650,0.10173,0.09723,0.09285,0.08860,0.08446,0.08048,0.07655,0.07252,0.06852,0.06458,0.06067,0.05688,0.05308,0.04931,0.04564,0.04214,0.03893,0.03575,0.03245,0.02921,0.02607,0.02303,0.02009,0.01724,0.01450,0.01182,0.00926,0.00690,0.00451,0.00226,0.00010,-0.00204,-0.00405,-0.00606,-0.00792,-0.00980,-0.01156,-0.01334,-0.01507,-0.01671,-0.01819,-0.01961,-0.02095,-0.02231,-0.02350,-0.02457,-0.02555,-0.02627,-0.02678,-0.02702,-0.02709
1.66000,1.00000,0.95557,0.95012,0.94929,0.94915,0.94912,0.94911,0.94911,0.94912,0.94913,0.94912,0.94911,0.94912,0.94911,0.94911,0.94911,0.94912,0.94913,0.94912,0.94912,0.94911,0.94912,0.94912,0.94912,0.94911,0.94911,0.94912,0.94912,0.94911,0.94911,0.94910,0.94911,0.94912,0.94913,0.94912,0.94912,0.94913,0.94912,0.94912,0.94911,0.94911,0.94911,0.94911,0.94911,0.94911,0.94912,0.94912,0.94913,0.94912,0.94911,0.94912,0.94912,0.94912,0.94911,0.94911,0.94913,0.94913,0.94913,0.94912,0.94911,0.94912,0.94912,0.94912,0.94912,0.94912,0.94911,0.94912,0.94912,0.94912,0.94912,0.94913,0.94912,0.94911,0.94911,0.94912,0.94912
2.95000,1.00000,0.41904,0.20419,0.10883,0.06108,0.03531,0.02074,0.01255,0.00782,0.00499,0.00325,0.00216,0.00153,0.00126,0.00117,0.00101,0.00092,0.00073,0.00071,0.00058,0.00038,0.00022,0.00021,0.00037,0.00040,0.00022,0.00014,-0.00013,-0.00028,-0.00021,-0.00008,-0.00006,-0.00025,-0.00027,-0.00035,-0.00029,-0.00018,0.00003,0.00000,0.00013,0.00018,0.00022,0.00005,0.00001,0.00005,-0.00005,-0.00033,-0.00041,-0.00020,-0.00006,0.00000,0.00007,0.00027,0.00036,0.00016,0.00010,0.00033,0.00048,0.00038,0.00024,0.00007,-0.00014,-0.00006,0.00002,-0.00006,0.00012,0.00020,0.00023,0.00033,0.00044,0.00037,0.00024,0.00008,0.00010,0.00011,0.00005
1.03000,1.00000,0.99817,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812,0.99812
2.31000,1.00000,0.66499,0.52707,0.45017,0.39833,0.35929,0.32820,0.30245,0.28045,0.26134,0.24432,0.22911,0.21525,0.20251,0.19076,0.17990,0.16978,0.16042,0.15178,0.14374,0.13646,0.12968,0.12332,0.11740,0.11187,0.10663,0.10152,0.09649,0.09162,0.08705,0.08274,0.07864,0.07484,0.07120,0.06775,0.06447,0.06129,0.05822,0.05542,0.05273,0.05021,0.04796,0.04579,0.04374,0.04176,0.03976,0.03778,0.03585,0.03393,0.03201,0.03005,0.02809,0.02610,0.02414,0.02220,0.02027,0.01847,0.01680,0.01514,0.01353,0.01184,0.01031,0.00869,0.00708,0.00540,0.00378,0.00231,0.00103,-0.00013,-0.00104,-0.00195,-0.00273,-0.00339,-0.00387,-0.00406,-0.00414
1.67000,1.00000,0.95409,0.94839,0.94753,0.94738,0.94736,0.94736,0.94735,0.94734,0.94735,0.94735,0.94736,0.94735,0.94735,0.94735,0.94735,0.94734,0.94735,0.94735,0.94735,0.94735,0.94735,0.94735,0.94734,0.94735,0.94735,0.94735,0.94735,0.94735,0.94735,0.94733,0.94734,0.94733,0.94734,0.94735,0.94735,0.94735,0.94735,0.94735,0.94736,0.94735,0.94735,0.94735,0.94735,0.94735,0.94734,0.94734,0.94734,0.94735,0.94735,0.94734,0.94735,0.94734,0.94734,0.94735,0.94735,0.94735,0.94735,0.94735,0.94735,0.94736,0.94735,0.94735,0.94735,0.94735,0.94736,0.94736,0.94735,0.94736,0.94735,0.94735,0.94734,0.94734,0.94735,0.94735,0.94734
2.96000,1.00000,0.41700,0.20206,0.10707,0.05955,0.03413,0.01982,0.01150,0.00664,0.00396,0.00253,0.00172,0.00126,0.00101,0.00077,0.00045,0.00027,0.00025,0.00028,0.00021,0.00005,-0.00008,-0.00006,-0.00006,-0.00010,-0.00034,-0.00038,-0.00035,-0.00024,-0.00009,0.00018,0.00027,0.00016,0.00024,0.00019,0.00003,-0.00005,-0.00003,0.00009,0.00027,0.00032,0.00019,0.00020,0.00028,0.00043,0.00057,0.00066,0.00062,0.00046,0.00021,0.00024,0.00018,0.00015,0.00005,0.00010,0.00026,0.00032,0.00037,0.00036,0.00048,0.00041,0.00024,0.00027,0.00025,0.00022,0.00009,-0.00004,-0.00025,-0.00038,-0.00049,-0.00032,-0.00020,0.00009,0.00011,-0.00002,-0.00015
1.04000,1.00000,0.99802,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797,0.99797
2.32000,1.00000,0.65300,0.50751,0.42524,0.36925,0.32710,0.29325,0.26522,0.24148,0.22102,0.20318,0.18755,0.17377,0.16156,0.15067,0.14081,0.13197,0.12399,0.11675,0.11006,0.10383,0.09788,0.09213,0.08680,0.08183,0.07729,0.07304,0.06903,0.06534,0.06196,0.05879,0.05587,0.05313,0.05036,0.04771,0.04506,0.04241,0.03991,0.03745,0.03511,0.03272,0.03034,0.02792,0.02557,0.02331,0.02101,0.01862,0.01626,0.01389,0.01149,0.00904,0.00658,0.00421,0.00184,-0.00057,-0.00296,-0.00516,-0.00724,-0.00926,-0.01114,-0.01284,-0.01422,-0.01530,-0.01631,-0.01718,-0.01765,-0.01803,-0.01818,-0.01826,-0.01827,-0.01831,-0.01828,-0.01820,-0.01817,-0.01818,-0.01818
1.68000,1.00000,0.95227,0.94617,0.94523,0.94506,0.94504,0.94503,0.94503,0.94503,0.94504,0.94503,0.94502,0.94503,0.94504,0.94503,0.94504,0.94503,0.94504,0.94503,0.94503,0.94504,0.94503,0.94503,0.94503,0.94503,0.94502,0.94503,0.94502,0.94501,0.94502,0.94502,0.94502,0.94503,0.94503,0.94502,0.94503,0.94503,0.94503,0.94502,0.94502,0.94502,0.94502,0.94504,0.94502,0.94503,0.94503,0.94503,0.94503,0.94502,0.94503,0.94502,0.94501,0.94502,0.94503,0.94503,0.94503,0.94503,0.94503,0.94502,0.94502,0.94503,0.94503,0.94504,0.94503,0.94503,0.94503,0.94502,0.94502,0.94502,0.94503,0.94503,0.94502,0.94501,0.94502,0.94502,0.94503
2.97000,1.00000,0.41496,0.20020,0.10570,0.05900,0.03376,0.01962,0.01141,0.00672,0.00394,0.00231,0.00129,0.00095,0.00063,0.00048,0.00037,0.00052,0.00072,0.00084,0.00084,0.00071,0.00063,0.00049,0.00032,0.00029,0.00021,0.00009,0.00024,0.00035,0.00047,0.00037,0.00036,0.00058,0.00065,0.00048,0.00026,0.00024,0.00006,-0.00005,0.00000,-0.00007,0.00001,-0.00006,0.00019,0.00035,0.00037,0.00031,0.00017,0.00025,0.00029,0.00019,0.00011,0.00004,-0.00001,0.00001,0.00010,0.00022,0.00020,0.00026,0.00057,0.00066,0.00070,0.00073,0.00061,0.00044,0.00042,0.00036,0.00020,0.00015,-0.00002,-0.00021,-0.00059,-0.00079,-0.00085,-0.00079,-0.00079
1.05000,1.00000,0.99788,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783,0.99783
2.33000,1.00000,0.64918,0.50269,0.42028,0.36480,0.32347,0.29074,0.26403,0.24142,0.22205,0.20522,0.19033,0.17715,0.16510,0.15413,0.14428,0.13542,0.12728,0.11977,0.11295,0.10679,0.10121,0.09595,0.09108,0.08663,0.08262,0.07893,0.07549,0.07236,0.06968,0.06736,0.06520,0.06325,0.06140,0.05964,0.05792,0.05634,0.05474,0.05321,0.05179,0.05042,0.04908,0.04794,0.04694,0.04594,0.04506,0.04421,0.04332,0.04247,0.04164,0.04071,0.03970,0.03857,0.03753,0.03642,0.03527,0.03423,0.03318,0.03217,0.03117,0.03020,0.02945,0.02882,0.02834,0.02794,0.02759,0.02742,0.02729,0.02707,0.02692,0.02682,0.02678,0.02677,0.02680,0.02679,0.02677
1.69000,1.00000,0.95064,0.94427,0.94330,0.94312,0.94310,0.94309,0.94309,0.94309,0.94308,0.94309,0.94310,0.94309,0.94309,0.94309,0.94309,0.94309,0.94309,0.94310,0.94308,0.94308,0.94308,0.94308,0.94309,0.94309,0.94310,0.94311,0.94310,0.94310,0.94309,0.94309,0.94309,0.94309,0.94309,0.94309,0.94310,0.94309,0.94309,0.94308,0.94309,0.94310,0.94309,0.94309,0.94309,0.94308,0.94308,0.94309,0.94310,0.94309,0.94309,0.94309,0.94309,0.94309,0.94308,0.94309,0.94308,0.94309,0.94309,0.94310,0.94311,0.94310,0.94309,0.94309,0.94310,0.94310,0.94309,0.94309,0.94309,0.94309,0.94309,0.94309,0.94309,0.94308,0.94310,0.94308,0.94310
2.98000,1.00000,0.41300,0.19828,0.10435,0.05805,0.03336,0.01969,0.01187,0.00717,0.00447,0.00278,0.00193,0.00126,0.00071,0.00031,0.00026,0.00008,0.00017,0.00026,0.00038,0.00036,0.00035,0.00030,0.00020,0.00025,0.00027,0.00028,0.00051,0.00052,0.00052,0.00035,0.00035,0.00018,0.00007,-0.00008,-0.00030,-0.00027,-0.00023,-0.00039,-0.00029,-0.00018,-0.00008,0.00008,0.00002,0.00007,-0.00003,0.00005,-0.00004,-0.00011,-0.00015,-0.00021,-0.00025,-0.00030,-0.00037,-0.00036,-0.00033,-0.00020,-0.00024,-0.00026,-0.00031,-0.00040,-0.00033,-0.00022,-0.00019,-0.00017,0.00007,0.00007,-0.00000,-0.00004,-0.00004,-0.00008,-0.00008,0.00006,0.00013,0.00015,0.00001
1.06000,1.00000,0.99775,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770,0.99770
2.34000,1.00000,0.64060,0.48917,0.40362,0.34572,0.30247,0.26812,0.23986,0.21605,0.19566,0.17775,0.16196,0.14781,0.13526,0.12383,0.11321,0.10327,0.09408,0.08548,0.07764,0.07059,0.06413,0.05810,0.05260,0.04765,0.04300,0.03866,0.03452,0.03045,0.02673,0.02324,0.01992,0.01704,0.01433,0.01209,0.00992,0.00801,0.00634,0.00488,0.00364,0.00253,0.00155,0.00075,-0.00002,-0.00066,-0.00150,-0.00243,-0.00330,-0.00406,-0.00473,-0.00541,-0.00604,-0.00656,-0.00703,-0.00725,-0.00750,-0.00754,-0.00739,-0.00734,-0.00747,-0.00759,-0.00785,-0.00812,-0.00858,-0.00912,-0.00964,-0.01014,-0.01056,-0.01074,-0.01083,-0.01085,-0.01069,-0.01050,-0.01027,-0.01006,-0.01005
1.70000,1.00000,0.92674,0.90119,0.88307,0.86671,0.85098,0.83564,0.82052,0.80562,0.79090,0.77633,0.76185,0.74748,0.73317,0.71898,0.70486,0.69080,0.67679,0.66280,0.64888,0.63498,0.62110,0.60728,0.59350,0.57975,0.56605,0.55238,0.53871,0.52505,0.51143,0.49788,0.48436,0.47087,0.45744,0.44401,0.43063,0.41729,0.40400,0.39072,0.37746,0.36423,0.35102,0.33781,0.32467,0.31154,0.29845,0.28538,0.27232,0.25929,0.24627,0.23330,0.22040,0.20756,0.19481,0.18215,0.16956,0.15712,0.14486,0.13281,0.12104,0.10957,0.09846,0.08775,0.07746,0.06763,0.05834,0.04965,0.04164,0.03434,0.02783,0.02217,0.01745,0.01373,0.01104,0.00944,0.00891
2.99000,1.00000,0.41064,0.19581,0.10214,0.05619,0.03176,0.01843,0.01084,0.00642,0.00374,0.00217,0.00128,0.00083,0.00062,0.00051,0.00032,0.00042,0.00037,0.00023,-0.00002,-0.00019,-0.00027,-0.00010,-0.00003,0.00004,-0.00004,-0.00010,-0.00010,-0.00015,-0.00015,-0.00013,0.00002,0.00019,0.00016,0.00000,0.00003,-0.00003,0.00006,0.00019,0.00040,0.00062,0.00067,0.00055,0.00068,0.00065,0.00060,0.00063,0.00067,0.00088,0.00071,0.00053,0.00034,0.00023,0.00026,0.00011,0.00000,0.00003,0.00001,0.00001,0.00003,0.00019,0.00012,0.00005,0.00002,-0.00005,-0.00007,0.00002,-0.00005,-0.00015,-0.00016,-0.00008,-0.00015,-0.00017,-0.00038,-0.00060,-0.00067
1.07000,1.00000,0.99750,0.99744,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99744,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99743,0.99744,0.99743,0.99743,0.99743
2.35000,1.00000,0.63130,0.47433,0.38519,0.32471,0.27939,0.24344,0.21379,0.18886,0.16746,0.14889,0.13259,0.11817,0.10537,0.09400,0.08374,0.07444,0.06609,0.05861,0.05182,0.04584,0.04061,0.03612,0.03223,0.02873,0.02558,0.02271,0.02009,0.01765,0.01550,0.01359,0.01198,0.01071,0.00949,0.00834,0.00725,0.00632,0.00550,0.00490,0.00437,0.00403,0.00375,0.00376,0.00388,0.00402,0.00404,0.00416,0.00430,0.00457,0.00477,0.00491,0.00499,0.00502,0.00518,0.00529,0.00562,0.00603,0.00654,0.00687,0.00718,0.00743,0.00770,0.00805,0.00835,0.00859,0.00879,0.00901,0.00916,0.00921,0.00930,0.00933,0.00934,0.00927,0.00918,0.00909,0.00909
1.71000,1.00000,0.94740,0.94032,0.93917,0.93895,0.93890,0.93889,0.93888,0.93888,0.93888,0.93890,0.93889,0.93889,0.93889,0.93889,0.93887,0.93889,0.93888,0.93889,0.93890,0.93889,0.93889,0.93889,0.93889,0.93888,0.93888,0.93889,0.93890,0.93889,0.93890,0.93888,0.93889,0.93890,0.93890,0.93889,0.93889,0.93888,0.93888,0.93887,0.93888,0.93888,0.93889,0.93890,0.93889,0.93889,0.93889,0.93889,0.93888,0.93888,0.93888,0.93890,0.93890,0.93890,0.93888,0.93889,0.93889,0.93890,0.93889,0.93889,0.93889,0.93889,0.93888,0.93887,0.93887,0.93889,0.93889,0.93889,0.93890,0.93890,0.93889,0.93889,0.93889,0.93889,0.93889,0.93890,0.93892
3.00000,1.00000,0.40881,0.19405,0.10087,0.05543,0.03148,0.01811,0.01071,0.00641,0.00387,0.00244,0.00158,0.00089,0.00046,0.00026,0.00018,0.00014,-0.00014,-0.00037,-0.00056,-0.00049,-0.00048,-0.00057,-0.00030,-0.00008,0.00011,0.00003,0.00003,0.00011,0.00023,0.00023,0.00014,0.00015,0.00001,-0.00001,0.00001,-0.00006,0.00001,0.00016,0.00032,0.00043,0.00048,0.00039,0.00030,0.00037,0.00030,0.00010,-0.00023,-0.00033,-0.00040,-0.00054,-0.00050,-0.00040,-0.00020,0.00001,0.00031,0.00051,0.00056,0.00058,0.00055,0.00045,0.00031,0.00007,-0.00000,0.00001,-0.00009,-0.00011,-0.00007,-0.00001,-0.00003,0.00002,0.00013,0.00010,-0.00001,-0.00013,-0.00021
1.08000,1.00000,0.99739,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732,0.99732
