T,E,M,M_abs,Cv,Chim,Chim_abs
1.21000,-45017.2533385909,0.9968599941,0.9968599941,1613.9326663252,142.4130882606,142.4130882606
2.49000,-25387.7360715767,0.0234406167,0.0515721052,20503.8371280083,701379.0322895161,272343.4370399586
1.85000,-41574.0635546045,0.9477775274,0.9477775274,11623.0383333104,3524.6337811689,3524.6337811689
3.14000,-17498.8827803709,0.0002073243,0.0156710702,8099.9571404775,63768.1612647329,24180.7883895866
1.22000,-44153.3656941936,0.0075972335,0.0144463148,1999.8871562494,124073.8209103338,61424.1153246130
2.50000,-25175.0216244845,0.0157540362,0.0394929219,16411.7408304787,417160.1206901547,151581.1223745022
1.86000,-41480.2818266796,0.9464495163,0.9464495163,11757.7467988524,3715.9006139284,3715.9006139284
3.15000,-17408.6499919830,0.0007031475,0.0165456121,7606.4987505615,66252.8642723270,22335.6181115457
1.23000,-44141.9556406367,0.2085410736,0.2085410736,2128.1573195492,911020.2283627134,911020.2283627134
2.51000,-25004.1278090752,0.0048952727,0.0384806222,19174.9551078217,432700.5539808556,138874.9517226390
1.87000,-40328.7867446723,0.0304664798,0.0383905406,12060.5930835055,326183.0607754175,178469.8087376329
3.16000,-17355.6095856417,0.0004632477,0.0156395638,7705.8654481524,62526.5701960540,23375.2846983716
1.24000,-44964.6210664384,0.9962292959,0.9962292959,1781.4198804634,167.5677477833,167.5677477833
2.52000,-24790.2515550544,0.0179244545,0.0464723858,18378.9614439724,580299.7720195618,210979.0322207989
1.88000,-41256.0990570092,0.9428301741,0.9428301741,12474.7351988401,3979.6154065335,3979.6154065335
3.17000,-17258.7530948389,0.0012575014,0.0152031025,7764.6835362267,57859.1244989543,21199.4354995440
1.25000,-44093.0319527397,0.0514733140,0.0514733140,2189.0547961426,65089.1066317959,65089.1066317959
2.53000,-24625.8526590414,0.0209904261,0.0400899886,18819.8135182929,544740.6747612613,311303.5579867430
1.89000,-40054.6773702813,0.1659467997,0.1659467997,12454.5325017090,275349.2040543999,275349.2040543999
3.18000,-17196.4685077709,0.0041792643,0.0156927457,7294.8033771715,57835.0217325119,21411.1274333181
1.26000,-44930.0608860471,0.9958180122,0.9958180122,1820.3270071909,171.4276433464,171.4276433464
2.54000,-24419.2349127662,0.0174895530,0.0382864487,17215.4743667611,356347.4853526076,125153.1371281688
1.90000,-40992.2917606677,0.9381696129,0.9381696129,11968.3360591159,4088.0707128738,4088.0707128738
3.19000,-17132.0820959363,0.0011144472,0.0147279765,7418.0383449528,54840.7463117110,20613.9139515616
1.27000,-44050.4470787356,0.1332021121,0.1332021121,2382.8233764341,109624.2335607261,109624.2335607261
2.55000,-24268.4567775028,0.0140402746,0.0449465199,18205.9524394053,545531.3203254396,183600.2233991311
1.91000,-40879.0373098381,0.9362657166,0.9362657166,13116.2928778764,4934.5969635779,4934.5969635779
3.20000,-17047.3167829296,0.0000800043,0.0157449828,7675.0257786480,60738.0595696101,21519.8083058704
1.28000,-44888.7873961961,0.9953240491,0.9953240491,2144.8432603211,206.3787380233,206.3787380233
2.56000,-24118.5732869665,0.0019726227,0.0311289409,16780.6531258248,286676.8060518160,95820.6111419050
1.92000,-39673.4682870090,0.1936644240,0.1936644240,12816.6797534666,135334.6283217155,135334.6283217155
3.21000,-16968.6320425846,0.0016740984,0.0167488573,6822.4072924388,68367.0564367813,24567.5025851300
1.29000,-44867.9421231910,0.9950633946,0.9950633946,2056.4385856203,203.6965146083,203.6965146083
2.57000,-23920.1846425195,0.0239091015,0.0416050306,17521.0131863793,423878.3453204869,195507.7033479308
1.93000,-40612.7770541696,0.9314352971,0.9314352971,12838.7734829754,4964.4984542706,4964.4984542706
3.22000,-16889.6117678526,0.0022244807,0.0153695012,6736.1782972027,56548.9530036131,20188.0573691843
1.30000,-44844.8821659943,0.9947822231,0.9947822231,2348.6044261583,233.9324015379,233.9324015379
2.58000,-23748.1531307033,0.0068587378,0.0357120291,17046.6652964573,347700.9632317941,106681.4718355152
1.94000,-40465.2422860959,0.9287023743,0.9287023743,13597.7212220782,5653.2344713653,5653.2344713653
3.23000,-16833.2094549100,0.0012825208,0.0151002370,7277.7076845256,55898.0659511088,20417.8876020461
1.31000,-44819.1450085041,0.9944648915,0.9944648915,2432.7183739510,248.7741034905,248.7741034905
2.59000,-23563.2979417942,0.0040964309,0.0370259114,16479.4983753437,392079.1523797459,127394.9664171413
1.95000,-40319.9351429504,0.9259234807,0.9259234807,15059.5786814467,6336.6594390074,6336.6594390074
3.24000,-16749.3437555730,0.0008663750,0.0153714147,6739.0181331455,57157.6260630433,20356.0970981510
1.32000,-43926.5020874263,0.3442525505,0.3442525505,2779.8999312331,286652.1462023371,286652.1462023371
2.60000,-23474.0788250980,0.0034536658,0.0308811003,15122.3932476086,307992.9580774293,124630.2701147148
1.96000,-40188.6490486499,0.9234732807,0.9234732807,14120.2386410621,6486.7319331790,6486.7319331790
3.25000,-16705.8548342625,0.0012814826,0.0145936603,6553.3391520258,50824.0790485238,17904.9430945860
1.33000,-44771.9422496076,0.9938883136,0.9938883136,2541.3673947992,268.0414667255,268.0414667255
2.61000,-23265.6913855850,0.0027763428,0.0266426884,14770.9789992173,205296.9054372593,69108.9123406576
1.97000,-40020.2450832389,0.9202906955,0.9202906955,14610.5894573311,6164.9729713268,6164.9729713268
3.26000,-16628.1696958404,0.0001085578,0.0144637664,6964.1880572208,52656.3590969454,20171.1422396408
1.34000,-43874.6452519486,0.4250832230,0.4250832230,2803.8625783287,156712.4834600113,156712.4834600113
2.62000,-23133.3308299776,0.0030247219,0.0253441771,16760.1087021057,187627.8200370907,65281.8085341833
3.27000,-16556.6479525426,0.0007995584,0.0151171345,7092.9785410420,55863.2410309042,20582.3436083596
1.98000,-39868.5279628940,0.9174835493,0.9174835493,14989.3880459669,7220.1840669218,7220.1840669218
1.35000,-43832.2775687730,0.2984251149,0.2984251149,3002.2976369034,524894.5036616811,524894.5036616811
2.63000,-22931.7219181774,0.0073426397,0.0290117691,13831.7200677950,233158.5669972551,81520.6407126142
3.28000,-16503.6656031084,0.0004273771,0.0141967445,6842.0305747122,49524.8766182648,18445.3089305755
1.99000,-39732.8141395627,0.9147413449,0.9147413449,16315.3975405647,7685.9815468740,7685.9815468740
1.36000,-44687.5185394825,0.9928530225,0.9928530225,2812.8914367472,315.4214307228,315.4214307228
