Tiempo inicial 2016-12-03T21:38:08.504 
L=150 - Mc=50000
1065.2371
1065.5395
1081.1304
1086.0260
1065.6534
1070.5923
1083.2593
1089.0073
1064.3256
1067.7124
1080.9497
1087.1506
1062.5576
1066.0374
1078.8358
1086.3579
1064.8270
1065.1467
1080.1854
1086.4557
1066.4227
1068.0904
1078.7577
1086.4387
1066.5422
1067.5511
1079.4530
1089.0663
1061.2943
1067.0470
1081.4968
1093.9470
1068.8138
1071.0057
1084.4562
1093.9012
1061.1568
1061.1889
1073.6835
1089.0914
1063.5154
1063.4364
1075.7885
1090.7381
1069.0085
1067.1503
1073.8521
1092.1749
1070.4055
1070.0610
1078.6710
1092.0708
1076.1605
1075.8741
1081.5147
1099.7073
1069.1210
1079.6122
1089.0404
1107.9998
1059.3287
1081.1857
1086.7608
1099.4054
1059.4906
1068.9104
1075.8932
1093.7904
1061.8182
1061.6295
1072.9664
1098.1153
1062.6669
1063.3416
1079.4850
1093.8347
1061.2645
1063.1973
1078.9622
1097.8697
1064.5999
1064.1359
1079.8060
1096.4741
1067.2123
1064.3078
1083.3797
1103.0336
1070.6794
1062.4559
1084.8248
1104.2458
1077.4245
1070.1951
1094.8193
1112.0948
1082.5583
1077.2693
1096.1504
1114.2538
1085.0784
1080.4052
1101.4512
1122.3029
1087.6861
1084.0044
1110.5672
1125.7304
1092.2845
1090.8408
1115.0807
1128.6278
1098.9468
1095.0875
1119.2488
1132.7350
1098.7378
1099.3293
1125.3776
1133.3816
1105.9562
1105.8454
1138.3773
1145.8217
1119.6121
1118.4634
1134.4381
1139.3699
1113.6711
1111.3514
1139.7519
1146.8152
1106.7527
1118.9910
1144.4300
1182.3714
1113.9038
1179.2053
1252.7656
1121.5532
1182.2548
1142.5143
1118.8090
1061.2274
1097.9738
1076.0060
