Tiempo inicial 2016-12-05T11:34:36.814 
L=150 - Mc=50000
963.7906
970.2837
975.5961
1007.5078
1014.6766
1020.5808
934.2634
942.5823
940.9871
909.4121
915.6462
917.7752
917.0714
925.7655
926.3934
921.1763
930.8313
935.7958
977.1465
984.9537
984.8267
952.2894
950.9828
957.1778
958.2732
958.8252
962.9178
964.4407
958.0926
954.0621
Tiempo final 2016-12-05T14:14:17.549 
