T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.66000,1.00000,0.95594,0.95054,0.94971,0.94955,0.94952,0.94953,0.94953,0.94953,0.94951,0.94952,0.94953,0.94952,0.94950,0.94950,0.94951,0.94949,0.94950,0.94951,0.94948,0.94950,0.94950,0.94950,0.94952,0.94952,0.94951
3.34000,1.00000,0.35074,0.13933,0.06031,0.02739,0.01349,0.00721,0.00440,0.00312,0.00244,0.00171,0.00133,0.00094,0.00119,0.00122,0.00124,0.00074,0.00083,0.00048,0.00044,0.00063,0.00016,-0.00013,-0.00072,-0.00093,-0.00110
2.50000,1.00000,0.55610,0.36869,0.26754,0.20329,0.15818,0.12496,0.10032,0.08152,0.06627,0.05396,0.04387,0.03565,0.02875,0.02289,0.01820,0.01466,0.01207,0.00998,0.00897,0.00781,0.00730,0.00665,0.00626,0.00627,0.00638
1.67000,1.00000,0.95370,0.94779,0.94687,0.94670,0.94666,0.94665,0.94667,0.94668,0.94665,0.94665,0.94666,0.94666,0.94662,0.94664,0.94664,0.94664,0.94662,0.94661,0.94661,0.94665,0.94664,0.94665,0.94665,0.94664,0.94668
3.35000,1.00000,0.34923,0.13822,0.05961,0.02685,0.01201,0.00520,0.00214,0.00108,0.00077,0.00060,0.00069,0.00042,-0.00016,-0.00049,-0.00017,-0.00009,-0.00042,-0.00064,-0.00031,0.00026,0.00046,0.00029,0.00005,-0.00010,-0.00050
2.51000,1.00000,0.54677,0.35481,0.25106,0.18558,0.14115,0.10951,0.08615,0.06916,0.05609,0.04602,0.03781,0.03115,0.02613,0.02210,0.02004,0.01882,0.01835,0.01806,0.01730,0.01655,0.01616,0.01537,0.01489,0.01457,0.01456
1.68000,1.00000,0.95279,0.94689,0.94598,0.94584,0.94581,0.94583,0.94583,0.94584,0.94582,0.94581,0.94580,0.94576,0.94579,0.94578,0.94582,0.94581,0.94582,0.94580,0.94580,0.94581,0.94583,0.94583,0.94583,0.94583,0.94583
3.36000,1.00000,0.34856,0.13815,0.05964,0.02659,0.01166,0.00486,0.00192,0.00048,0.00036,0.00052,0.00081,0.00104,0.00076,0.00023,-0.00043,-0.00112,-0.00124,-0.00133,-0.00128,-0.00059,-0.00021,-0.00010,-0.00005,0.00007,0.00011
2.52000,1.00000,0.54096,0.34576,0.23972,0.17317,0.12790,0.09531,0.07083,0.05236,0.03846,0.02779,0.01956,0.01356,0.00852,0.00493,0.00187,-0.00020,-0.00167,-0.00222,-0.00235,-0.00231,-0.00180,-0.00163,-0.00194,-0.00267,-0.00267
1.69000,1.00000,0.94999,0.94353,0.94253,0.94232,0.94230,0.94231,0.94231,0.94233,0.94232,0.94230,0.94229,0.94229,0.94227,0.94228,0.94227,0.94229,0.94228,0.94233,0.94231,0.94230,0.94228,0.94233,0.94232,0.94229,0.94234
3.37000,1.00000,0.34706,0.13765,0.06025,0.02814,0.01382,0.00691,0.00297,0.00093,0.00036,0.00024,0.00055,0.00064,0.00041,0.00068,0.00022,0.00031,0.00063,0.00105,0.00123,0.00096,0.00085,0.00059,-0.00014,-0.00028,-0.00102
2.53000,1.00000,0.54144,0.34829,0.24444,0.17999,0.13641,0.10576,0.08350,0.06613,0.05259,0.04160,0.03280,0.02605,0.02028,0.01560,0.01207,0.00909,0.00621,0.00361,0.00092,-0.00193,-0.00343,-0.00485,-0.00586,-0.00651,-0.00663
1.70000,1.00000,0.94887,0.94206,0.94099,0.94073,0.94069,0.94068,0.94069,0.94068,0.94068,0.94071,0.94074,0.94074,0.94072,0.94071,0.94071,0.94070,0.94072,0.94071,0.94071,0.94069,0.94071,0.94071,0.94072,0.94072,0.94069
3.38000,1.00000,0.34606,0.13629,0.05871,0.02660,0.01186,0.00542,0.00259,0.00137,0.00029,0.00038,0.00054,0.00091,0.00055,0.00063,0.00050,0.00023,0.00012,0.00008,0.00015,-0.00021,-0.00040,-0.00031,-0.00014,-0.00010,0.00051
2.54000,1.00000,0.53483,0.33849,0.23290,0.16700,0.12283,0.09159,0.06868,0.05160,0.03948,0.03045,0.02362,0.01882,0.01541,0.01280,0.01102,0.00958,0.00867,0.00825,0.00791,0.00849,0.00977,0.01124,0.01234,0.01299,0.01302
1.71000,1.00000,0.94715,0.94001,0.93878,0.93857,0.93854,0.93848,0.93849,0.93849,0.93850,0.93848,0.93850,0.93851,0.93851,0.93853,0.93851,0.93850,0.93849,0.93849,0.93851,0.93852,0.93853,0.93852,0.93852,0.93848,0.93847
3.39000,1.00000,0.34369,0.13418,0.05671,0.02533,0.01198,0.00618,0.00352,0.00251,0.00190,0.00170,0.00085,0.00046,0.00037,0.00005,0.00006,0.00043,0.00018,0.00020,-0.00003,-0.00041,-0.00063,-0.00067,-0.00038,-0.00006,-0.00036
2.55000,1.00000,0.53284,0.33632,0.23105,0.16587,0.12185,0.09121,0.06909,0.05281,0.04072,0.03095,0.02257,0.01581,0.01049,0.00664,0.00394,0.00237,0.00139,0.00073,0.00036,0.00058,0.00093,0.00111,0.00122,0.00092,0.00102
1.72000,1.00000,0.94550,0.93805,0.93679,0.93650,0.93646,0.93643,0.93646,0.93646,0.93647,0.93647,0.93647,0.93648,0.93646,0.93647,0.93649,0.93649,0.93647,0.93648,0.93645,0.93645,0.93646,0.93646,0.93646,0.93643,0.93642
3.40000,1.00000,0.34337,0.13410,0.05679,0.02517,0.01138,0.00507,0.00217,0.00062,0.00020,-0.00021,0.00013,0.00051,0.00064,0.00067,0.00082,0.00056,0.00003,-0.00028,-0.00091,-0.00112,-0.00074,-0.00026,-0.00015,-0.00018,-0.00056
2.56000,1.00000,0.52745,0.32984,0.22525,0.16126,0.11828,0.08812,0.06613,0.04943,0.03616,0.02550,0.01805,0.01262,0.00907,0.00628,0.00417,0.00311,0.00270,0.00248,0.00226,0.00232,0.00248,0.00289,0.00298,0.00297,0.00288
1.73000,1.00000,0.94402,0.93623,0.93497,0.93473,0.93467,0.93466,0.93467,0.93469,0.93468,0.93463,0.93470,0.93470,0.93469,0.93472,0.93470,0.93469,0.93467,0.93468,0.93465,0.93469,0.93465,0.93468,0.93468,0.93466,0.93470
3.41000,1.00000,0.34223,0.13293,0.05671,0.02619,0.01271,0.00651,0.00352,0.00153,0.00036,0.00012,0.00049,0.00079,-0.00007,0.00011,0.00028,0.00055,0.00054,0.00026,-0.00021,-0.00025,0.00043,0.00048,0.00019,0.00032,0.00006
2.57000,1.00000,0.52381,0.32519,0.22028,0.15557,0.11227,0.08232,0.06076,0.04511,0.03326,0.02410,0.01759,0.01280,0.00950,0.00791,0.00687,0.00652,0.00636,0.00608,0.00558,0.00495,0.00421,0.00390,0.00391,0.00429,0.00463
1.74000,1.00000,0.94154,0.93313,0.93170,0.93142,0.93137,0.93133,0.93133,0.93129,0.93134,0.93132,0.93131,0.93131,0.93131,0.93131,0.93132,0.93137,0.93140,0.93134,0.93131,0.93133,0.93134,0.93134,0.93135,0.93130,0.93132
3.42000,1.00000,0.34040,0.13217,0.05607,0.02508,0.01160,0.00570,0.00300,0.00100,-0.00013,-0.00044,0.00001,0.00030,0.00030,-0.00011,-0.00011,-0.00029,-0.00038,-0.00052,-0.00042,-0.00010,0.00018,0.00021,0.00006,0.00017,-0.00011
2.58000,1.00000,0.51928,0.31818,0.21189,0.14712,0.10440,0.07509,0.05484,0.04037,0.02938,0.02169,0.01584,0.01091,0.00763,0.00508,0.00344,0.00245,0.00184,0.00136,0.00136,0.00124,0.00108,0.00087,0.00041,-0.00001,-0.00023
1.75000,1.00000,0.94013,0.93146,0.93001,0.92973,0.92969,0.92964,0.92965,0.92965,0.92965,0.92969,0.92969,0.92967,0.92968,0.92966,0.92966,0.92970,0.92967,0.92970,0.92967,0.92965,0.92969,0.92964,0.92964,0.92963,0.92966
3.43000,1.00000,0.33895,0.12975,0.05363,0.02370,0.01085,0.00499,0.00281,0.00153,0.00098,0.00046,0.00023,0.00037,0.00035,0.00036,0.00016,0.00012,-0.00006,-0.00035,-0.00014,-0.00003,-0.00025,-0.00021,-0.00016,0.00032,0.00077
2.59000,1.00000,0.51781,0.31751,0.21265,0.14889,0.10705,0.07836,0.05801,0.04326,0.03265,0.02510,0.01973,0.01569,0.01280,0.01039,0.00835,0.00666,0.00532,0.00381,0.00217,0.00009,-0.00202,-0.00366,-0.00507,-0.00541,-0.00563
1.76000,1.00000,0.93762,0.92845,0.92680,0.92645,0.92636,0.92635,0.92630,0.92629,0.92628,0.92631,0.92629,0.92634,0.92631,0.92632,0.92632,0.92632,0.92633,0.92634,0.92632,0.92628,0.92626,0.92628,0.92630,0.92630,0.92630
3.44000,1.00000,0.33842,0.13014,0.05519,0.02483,0.01200,0.00564,0.00202,0.00059,-0.00019,-0.00005,0.00043,0.00078,0.00105,0.00086,0.00054,0.00023,0.00032,0.00021,-0.00023,-0.00075,-0.00070,-0.00068,-0.00036,0.00032,0.00067
2.60000,1.00000,0.51154,0.30837,0.20226,0.13867,0.09701,0.06858,0.04856,0.03429,0.02385,0.01607,0.01089,0.00718,0.00442,0.00225,0.00048,-0.00028,-0.00094,-0.00119,-0.00176,-0.00230,-0.00282,-0.00337,-0.00415,-0.00429,-0.00432
1.77000,1.00000,0.93605,0.92634,0.92449,0.92411,0.92400,0.92396,0.92400,0.92399,0.92399,0.92397,0.92396,0.92395,0.92398,0.92395,0.92394,0.92394,0.92396,0.92396,0.92397,0.92399,0.92399,0.92401,0.92396,0.92396,0.92396
3.45000,1.00000,0.33712,0.12904,0.05343,0.02364,0.01160,0.00598,0.00267,0.00108,-0.00004,-0.00016,0.00002,-0.00014,0.00008,0.00018,0.00005,0.00034,0.00033,-0.00015,-0.00003,-0.00042,-0.00034,-0.00032,0.00012,0.00044,0.00004
2.61000,1.00000,0.51186,0.31093,0.20755,0.14600,0.10584,0.07838,0.05919,0.04479,0.03503,0.02831,0.02335,0.01933,0.01664,0.01447,0.01261,0.01092,0.00955,0.00904,0.00878,0.00963,0.01058,0.01086,0.01110,0.01105,0.01073
1.78000,1.00000,0.93399,0.92384,0.92185,0.92141,0.92128,0.92128,0.92129,0.92125,0.92122,0.92122,0.92123,0.92123,0.92124,0.92125,0.92126,0.92121,0.92126,0.92124,0.92124,0.92123,0.92121,0.92127,0.92123,0.92123,0.92123
3.46000,1.00000,0.33431,0.12579,0.05156,0.02236,0.01035,0.00477,0.00238,0.00096,0.00035,-0.00037,-0.00026,-0.00014,0.00070,0.00099,0.00071,0.00055,0.00070,0.00035,0.00018,-0.00009,-0.00016,-0.00014,0.00006,-0.00025,-0.00079
2.62000,1.00000,0.50695,0.30436,0.20014,0.13804,0.09808,0.07098,0.05247,0.04020,0.03166,0.02528,0.02047,0.01690,0.01374,0.01126,0.00911,0.00750,0.00634,0.00541,0.00438,0.00383,0.00342,0.00348,0.00347,0.00331,0.00323
1.79000,1.00000,0.93249,0.92209,0.92014,0.91973,0.91970,0.91964,0.91964,0.91963,0.91967,0.91971,0.91965,0.91963,0.91961,0.91966,0.91959,0.91959,0.91963,0.91964,0.91964,0.91965,0.91960,0.91960,0.91961,0.91958,0.91957
3.47000,1.00000,0.33261,0.12483,0.05041,0.02089,0.00851,0.00314,0.00046,-0.00055,-0.00144,-0.00134,-0.00111,-0.00075,-0.00081,-0.00061,-0.00016,-0.00033,-0.00067,-0.00079,-0.00081,-0.00070,-0.00019,0.00027,0.00040,0.00013,-0.00024
2.63000,1.00000,0.50316,0.29961,0.19535,0.13356,0.09393,0.06683,0.04770,0.03378,0.02418,0.01691,0.01197,0.00886,0.00582,0.00413,0.00360,0.00333,0.00337,0.00329,0.00377,0.00405,0.00404,0.00404,0.00411,0.00413,0.00461
1.80000,1.00000,0.93004,0.91896,0.91677,0.91615,0.91602,0.91600,0.91596,0.91592,0.91590,0.91586,0.91589,0.91588,0.91591,0.91591,0.91591,0.91593,0.91591,0.91585,0.91587,0.91585,0.91588,0.91583,0.91585,0.91587,0.91588
3.48000,1.00000,0.33217,0.12441,0.05072,0.02185,0.00968,0.00467,0.00230,0.00098,-0.00005,-0.00070,-0.00132,-0.00137,-0.00130,-0.00101,-0.00112,-0.00144,-0.00130,-0.00034,0.00006,0.00026,0.00020,0.00071,0.00067,0.00042,0.00078
2.64000,1.00000,0.50050,0.29661,0.19267,0.13164,0.09252,0.06619,0.04792,0.03481,0.02488,0.01775,0.01289,0.00936,0.00741,0.00631,0.00571,0.00532,0.00472,0.00456,0.00446,0.00456,0.00429,0.00440,0.00467,0.00434,0.00435
1.81000,1.00000,0.92641,0.91457,0.91221,0.91172,0.91154,0.91147,0.91151,0.91150,0.91148,0.91147,0.91145,0.91143,0.91146,0.91145,0.91148,0.91145,0.91153,0.91155,0.91156,0.91146,0.91141,0.91146,0.91147,0.91141,0.91138
3.49000,1.00000,0.33136,0.12485,0.05127,0.02228,0.00999,0.00434,0.00261,0.00173,0.00074,0.00040,0.00050,0.00053,0.00024,0.00044,0.00046,0.00053,0.00051,0.00104,0.00116,0.00137,0.00172,0.00128,0.00070,0.00082,0.00087
2.65000,1.00000,0.49682,0.29149,0.18754,0.12600,0.08638,0.05958,0.04081,0.02772,0.01909,0.01353,0.00954,0.00673,0.00442,0.00219,0.00004,-0.00159,-0.00321,-0.00407,-0.00444,-0.00523,-0.00588,-0.00583,-0.00545,-0.00532,-0.00500
1.82000,1.00000,0.92593,0.91397,0.91171,0.91123,0.91110,0.91106,0.91102,0.91102,0.91101,0.91102,0.91108,0.91107,0.91114,0.91111,0.91109,0.91108,0.91111,0.91112,0.91107,0.91109,0.91109,0.91107,0.91108,0.91104,0.91107
3.50000,1.00000,0.33044,0.12330,0.04987,0.02082,0.00899,0.00392,0.00216,0.00132,0.00006,-0.00049,-0.00068,-0.00026,-0.00022,-0.00038,-0.00043,-0.00056,-0.00057,-0.00071,-0.00060,-0.00029,0.00033,0.00022,-0.00036,-0.00036,-0.00028
2.66000,1.00000,0.49457,0.28925,0.18449,0.12309,0.08436,0.05877,0.04109,0.02934,0.02082,0.01455,0.01005,0.00628,0.00362,0.00186,0.00062,0.00005,-0.00061,-0.00129,-0.00175,-0.00168,-0.00162,-0.00159,-0.00111,-0.00088,-0.00109
1.83000,1.00000,0.92322,0.91056,0.90806,0.90743,0.90738,0.90731,0.90728,0.90730,0.90728,0.90722,0.90722,0.90723,0.90722,0.90727,0.90730,0.90729,0.90728,0.90729,0.90724,0.90727,0.90728,0.90730,0.90729,0.90727,0.90729
2.67000,1.00000,0.49135,0.28520,0.18133,0.12106,0.08354,0.05892,0.04205,0.02992,0.02097,0.01444,0.00941,0.00554,0.00297,0.00123,0.00048,-0.00059,-0.00116,-0.00188,-0.00203,-0.00191,-0.00122,-0.00059,-0.00004,-0.00026,-0.00039
