T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3.00000,1.00000,0.40851,0.19328,0.09979,0.05362,0.03023,0.01758,0.01078,0.00687,0.00419,0.00256,0.00165,0.00088,0.00042,0.00064,0.00102,0.00114,0.00113,0.00117,0.00132,0.00102,0.00089,0.00075,0.00045,0.00027,0.00010
2.16000,1.00000,0.79744,0.73701,0.71302,0.70119,0.69458,0.69034,0.68760,0.68589,0.68473,0.68400,0.68378,0.68366,0.68342,0.68333,0.68341,0.68348,0.68362,0.68347,0.68343,0.68330,0.68321,0.68293,0.68278,0.68284,0.68305
1.33000,1.00000,0.98850,0.98785,0.98781,0.98781,0.98780,0.98781,0.98781,0.98781,0.98781,0.98780,0.98781,0.98781,0.98781,0.98781,0.98781,0.98780,0.98781,0.98781,0.98781,0.98781,0.98781,0.98780,0.98781,0.98781,0.98781
3.01000,1.00000,0.40639,0.19185,0.09886,0.05395,0.03049,0.01706,0.00961,0.00545,0.00313,0.00108,0.00015,0.00075,0.00087,0.00117,0.00092,0.00041,-0.00028,-0.00082,-0.00115,-0.00086,-0.00128,-0.00147,-0.00193,-0.00245,-0.00290
2.17000,1.00000,0.79403,0.73192,0.70697,0.69519,0.68902,0.68551,0.68372,0.68254,0.68175,0.68147,0.68125,0.68132,0.68124,0.68120,0.68114,0.68101,0.68082,0.68077,0.68091,0.68097,0.68110,0.68131,0.68121,0.68104,0.68109
1.34000,1.00000,0.98783,0.98713,0.98709,0.98708,0.98708,0.98708,0.98708,0.98709,0.98708,0.98708,0.98707,0.98708,0.98708,0.98709,0.98708,0.98708,0.98708,0.98707,0.98708,0.98708,0.98708,0.98708,0.98708,0.98708,0.98708
3.02000,1.00000,0.40425,0.18955,0.09763,0.05337,0.02999,0.01710,0.00973,0.00547,0.00305,0.00130,0.00050,0.00045,0.00044,0.00076,0.00093,0.00120,0.00160,0.00143,0.00114,0.00085,0.00098,0.00081,0.00088,0.00053,0.00076
2.18000,1.00000,0.78625,0.72038,0.69304,0.67916,0.67120,0.66628,0.66290,0.66066,0.65927,0.65830,0.65746,0.65690,0.65641,0.65598,0.65558,0.65521,0.65469,0.65435,0.65429,0.65418,0.65408,0.65400,0.65402,0.65403,0.65380
1.35000,1.00000,0.98742,0.98668,0.98664,0.98664,0.98664,0.98664,0.98664,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98664,0.98664,0.98665,0.98664,0.98664,0.98664,0.98664,0.98665
3.03000,1.00000,0.40279,0.18820,0.09615,0.05168,0.02885,0.01651,0.01012,0.00665,0.00444,0.00327,0.00210,0.00113,0.00006,-0.00057,-0.00156,-0.00205,-0.00255,-0.00242,-0.00229,-0.00208,-0.00213,-0.00224,-0.00209,-0.00238,-0.00231
2.19000,1.00000,0.78020,0.70952,0.67867,0.66190,0.65164,0.64491,0.64023,0.63705,0.63458,0.63264,0.63117,0.63023,0.62939,0.62853,0.62798,0.62749,0.62718,0.62696,0.62692,0.62692,0.62683,0.62655,0.62606,0.62582,0.62591
1.36000,1.00000,0.98681,0.98597,0.98592,0.98592,0.98591,0.98591,0.98591,0.98590,0.98591,0.98591,0.98591,0.98591,0.98590,0.98591,0.98591,0.98592,0.98591,0.98591,0.98591,0.98591,0.98591,0.98591,0.98591,0.98590,0.98591
3.04000,1.00000,0.40085,0.18681,0.09575,0.05184,0.02890,0.01620,0.00923,0.00529,0.00313,0.00174,0.00039,-0.00046,-0.00079,-0.00084,-0.00070,-0.00075,-0.00071,-0.00068,-0.00041,-0.00005,0.00033,0.00027,0.00032,-0.00007,-0.00030
2.20000,1.00000,0.77230,0.69900,0.66712,0.65004,0.63985,0.63302,0.62829,0.62505,0.62277,0.62103,0.61947,0.61838,0.61764,0.61716,0.61671,0.61630,0.61594,0.61579,0.61567,0.61567,0.61563,0.61562,0.61554,0.61539,0.61528
1.37000,1.00000,0.98609,0.98520,0.98514,0.98514,0.98514,0.98514,0.98514,0.98513,0.98513,0.98514,0.98513,0.98513,0.98513,0.98514,0.98514,0.98514,0.98513,0.98513,0.98513,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514
3.05000,1.00000,0.39861,0.18352,0.09168,0.04793,0.02581,0.01366,0.00783,0.00431,0.00265,0.00173,0.00106,0.00042,0.00032,0.00015,-0.00034,-0.00048,-0.00067,-0.00072,-0.00105,-0.00109,-0.00142,-0.00209,-0.00207,-0.00239,-0.00257
2.21000,1.00000,0.76733,0.69120,0.65759,0.63940,0.62834,0.62116,0.61631,0.61328,0.61117,0.60925,0.60782,0.60665,0.60582,0.60537,0.60535,0.60533,0.60546,0.60560,0.60560,0.60572,0.60549,0.60541,0.60539,0.60547,0.60533
1.38000,1.00000,0.98563,0.98472,0.98467,0.98466,0.98466,0.98466,0.98466,0.98467,0.98466,0.98467,0.98467,0.98466,0.98467,0.98467,0.98467,0.98466,0.98467,0.98467,0.98467,0.98467,0.98468,0.98466,0.98467,0.98467,0.98467
3.06000,1.00000,0.39772,0.18286,0.09152,0.04830,0.02581,0.01402,0.00787,0.00489,0.00307,0.00225,0.00169,0.00096,0.00068,0.00047,0.00037,0.00022,0.00009,0.00052,0.00059,0.00066,0.00092,0.00093,0.00058,-0.00017,-0.00070
2.22000,1.00000,0.75683,0.67458,0.63687,0.61588,0.60271,0.59416,0.58865,0.58490,0.58221,0.58023,0.57904,0.57826,0.57748,0.57701,0.57680,0.57659,0.57645,0.57616,0.57592,0.57584,0.57588,0.57591,0.57578,0.57555,0.57552
1.39000,1.00000,0.98493,0.98393,0.98385,0.98384,0.98384,0.98385,0.98384,0.98384,0.98384,0.98385,0.98384,0.98385,0.98384,0.98384,0.98385,0.98385,0.98385,0.98384,0.98384,0.98383,0.98384,0.98384,0.98384,0.98384,0.98383
3.07000,1.00000,0.39596,0.18170,0.09116,0.04823,0.02632,0.01491,0.00890,0.00542,0.00368,0.00289,0.00239,0.00202,0.00158,0.00045,0.00025,0.00037,-0.00018,-0.00072,-0.00117,-0.00099,-0.00099,-0.00120,-0.00125,-0.00091,-0.00109
2.23000,1.00000,0.74372,0.65347,0.61007,0.58445,0.56769,0.55629,0.54827,0.54222,0.53756,0.53412,0.53151,0.52922,0.52728,0.52587,0.52478,0.52420,0.52398,0.52386,0.52402,0.52461,0.52518,0.52545,0.52543,0.52538,0.52532
1.40000,1.00000,0.98405,0.98293,0.98286,0.98285,0.98285,0.98284,0.98285,0.98285,0.98285,0.98286,0.98285,0.98286,0.98285,0.98285,0.98285,0.98285,0.98286,0.98285,0.98285,0.98285,0.98285,0.98284,0.98285,0.98285,0.98285
3.08000,1.00000,0.39228,0.17747,0.08829,0.04645,0.02555,0.01503,0.00914,0.00517,0.00352,0.00264,0.00209,0.00166,0.00151,0.00126,0.00054,0.00027,0.00005,-0.00006,0.00005,0.00002,0.00040,0.00105,0.00170,0.00207,0.00221
2.24000,1.00000,0.74854,0.66302,0.62427,0.60282,0.58937,0.58033,0.57376,0.56925,0.56588,0.56319,0.56151,0.56032,0.55980,0.55939,0.55871,0.55855,0.55826,0.55769,0.55722,0.55666,0.55629,0.55620,0.55607,0.55611,0.55612
1.41000,1.00000,0.98350,0.98231,0.98220,0.98218,0.98218,0.98219,0.98219,0.98218,0.98219,0.98218,0.98217,0.98218,0.98218,0.98218,0.98218,0.98218,0.98218,0.98218,0.98219,0.98219,0.98218,0.98218,0.98218,0.98219,0.98218
3.09000,1.00000,0.39099,0.17632,0.08733,0.04567,0.02503,0.01401,0.00838,0.00517,0.00352,0.00258,0.00178,0.00090,0.00030,0.00024,0.00050,0.00025,0.00029,0.00095,0.00143,0.00197,0.00227,0.00205,0.00176,0.00091,0.00064
2.25000,1.00000,0.73274,0.63715,0.59080,0.56332,0.54493,0.53195,0.52245,0.51528,0.50968,0.50530,0.50212,0.49960,0.49766,0.49607,0.49468,0.49354,0.49281,0.49250,0.49220,0.49203,0.49193,0.49164,0.49144,0.49128,0.49137
1.42000,1.00000,0.98234,0.98104,0.98093,0.98092,0.98091,0.98093,0.98093,0.98093,0.98092,0.98092,0.98092,0.98092,0.98092,0.98091,0.98092,0.98092,0.98092,0.98093,0.98093,0.98093,0.98093,0.98094,0.98092,0.98092,0.98093
3.10000,1.00000,0.38971,0.17492,0.08587,0.04441,0.02366,0.01306,0.00813,0.00560,0.00373,0.00286,0.00280,0.00231,0.00165,0.00146,0.00103,0.00101,0.00087,0.00064,0.00067,0.00074,0.00043,-0.00063,-0.00136,-0.00176,-0.00225
2.26000,1.00000,0.70785,0.59468,0.53425,0.49474,0.46569,0.44305,0.42442,0.40853,0.39483,0.38275,0.37213,0.36288,0.35485,0.34789,0.34189,0.33677,0.33248,0.32897,0.32634,0.32443,0.32325,0.32252,0.32190,0.32157,0.32139
1.43000,1.00000,0.98205,0.98075,0.98065,0.98063,0.98064,0.98064,0.98064,0.98064,0.98063,0.98063,0.98064,0.98063,0.98062,0.98064,0.98064,0.98065,0.98064,0.98064,0.98064,0.98064,0.98063,0.98063,0.98064,0.98063,0.98065
3.11000,1.00000,0.38705,0.17208,0.08278,0.04189,0.02191,0.01136,0.00621,0.00351,0.00225,0.00183,0.00145,0.00048,-0.00037,-0.00013,0.00023,0.00040,-0.00009,-0.00047,-0.00042,0.00008,0.00003,-0.00072,-0.00109,-0.00076,-0.00081
2.27000,1.00000,0.71638,0.61155,0.55911,0.52732,0.50531,0.48972,0.47809,0.46913,0.46211,0.45682,0.45299,0.45012,0.44772,0.44626,0.44526,0.44493,0.44503,0.44531,0.44542,0.44540,0.44540,0.44498,0.44490,0.44479,0.44485
1.44000,1.00000,0.98104,0.97964,0.97951,0.97949,0.97948,0.97950,0.97950,0.97949,0.97949,0.97949,0.97948,0.97948,0.97949,0.97949,0.97949,0.97949,0.97949,0.97948,0.97948,0.97948,0.97949,0.97949,0.97948,0.97948,0.97948
3.12000,1.00000,0.38587,0.17182,0.08343,0.04209,0.02146,0.01047,0.00477,0.00110,-0.00067,-0.00146,-0.00197,-0.00166,-0.00148,-0.00158,-0.00154,-0.00121,-0.00070,-0.00091,-0.00052,-0.00028,-0.00033,-0.00025,-0.00016,0.00045,0.00055
2.28000,1.00000,0.69909,0.58238,0.52042,0.48036,0.45126,0.42863,0.41020,0.39475,0.38132,0.36979,0.35987,0.35136,0.34375,0.33671,0.33055,0.32481,0.31984,0.31533,0.31186,0.30895,0.30656,0.30461,0.30333,0.30278,0.30281
1.45000,1.00000,0.97988,0.97830,0.97813,0.97811,0.97813,0.97812,0.97812,0.97811,0.97812,0.97812,0.97813,0.97813,0.97812,0.97812,0.97812,0.97812,0.97813,0.97813,0.97812,0.97812,0.97812,0.97813,0.97812,0.97811,0.97812
3.13000,1.00000,0.38313,0.16839,0.08098,0.04117,0.02155,0.01118,0.00562,0.00287,0.00107,0.00011,-0.00069,-0.00159,-0.00174,-0.00191,-0.00253,-0.00288,-0.00305,-0.00298,-0.00232,-0.00154,-0.00132,-0.00063,0.00003,0.00007,0.00015
2.29000,1.00000,0.68043,0.55123,0.48016,0.43225,0.39612,0.36636,0.34182,0.32084,0.30240,0.28632,0.27227,0.25988,0.24867,0.23854,0.22937,0.22127,0.21438,0.20836,0.20305,0.19857,0.19521,0.19250,0.19054,0.18937,0.18880
1.46000,1.00000,0.97920,0.97750,0.97736,0.97735,0.97736,0.97734,0.97735,0.97736,0.97735,0.97734,0.97735,0.97734,0.97735,0.97734,0.97733,0.97733,0.97733,0.97734,0.97735,0.97734,0.97733,0.97735,0.97734,0.97734,0.97733
3.14000,1.00000,0.38351,0.16961,0.08131,0.04066,0.02055,0.01112,0.00615,0.00394,0.00273,0.00180,0.00092,0.00043,-0.00021,-0.00085,-0.00083,-0.00110,-0.00104,-0.00107,-0.00141,-0.00113,-0.00135,-0.00100,-0.00089,-0.00042,-0.00066
2.30000,1.00000,0.67620,0.54637,0.47593,0.42970,0.39599,0.36993,0.34907,0.33206,0.31803,0.30598,0.29511,0.28583,0.27791,0.27127,0.26531,0.26014,0.25500,0.25041,0.24655,0.24354,0.24115,0.23902,0.23760,0.23663,0.23632
1.47000,1.00000,0.97839,0.97663,0.97646,0.97645,0.97644,0.97644,0.97643,0.97643,0.97643,0.97644,0.97645,0.97643,0.97643,0.97642,0.97642,0.97642,0.97642,0.97642,0.97643,0.97644,0.97644,0.97643,0.97644,0.97643,0.97645
3.15000,1.00000,0.38150,0.16785,0.08088,0.04102,0.02174,0.01187,0.00546,0.00183,-0.00017,-0.00106,-0.00096,-0.00067,-0.00050,-0.00033,-0.00070,-0.00125,-0.00161,-0.00213,-0.00197,-0.00126,-0.00047,-0.00003,0.00002,-0.00016,-0.00042
2.31000,1.00000,0.68167,0.55675,0.49026,0.44729,0.41635,0.39251,0.37342,0.35803,0.34560,0.33500,0.32617,0.31859,0.31220,0.30662,0.30202,0.29791,0.29435,0.29127,0.28897,0.28716,0.28575,0.28480,0.28370,0.28287,0.28241
1.48000,1.00000,0.97729,0.97536,0.97516,0.97513,0.97514,0.97512,0.97515,0.97513,0.97513,0.97514,0.97513,0.97513,0.97514,0.97511,0.97512,0.97512,0.97512,0.97513,0.97513,0.97514,0.97512,0.97513,0.97513,0.97512,0.97513
3.16000,1.00000,0.38068,0.16744,0.08091,0.04104,0.02206,0.01215,0.00679,0.00303,0.00098,0.00045,0.00052,0.00082,0.00086,0.00092,0.00064,0.00047,-0.00012,-0.00007,-0.00053,-0.00080,-0.00086,-0.00075,-0.00096,-0.00083,-0.00056
2.32000,1.00000,0.66792,0.53438,0.46237,0.41548,0.38162,0.35525,0.33410,0.31669,0.30188,0.28918,0.27798,0.26819,0.25947,0.25204,0.24539,0.23971,0.23461,0.23048,0.22775,0.22526,0.22310,0.22169,0.22094,0.22077,0.22073
1.49000,1.00000,0.97669,0.97465,0.97443,0.97441,0.97440,0.97440,0.97438,0.97439,0.97439,0.97441,0.97440,0.97439,0.97438,0.97440,0.97441,0.97440,0.97439,0.97439,0.97439,0.97441,0.97441,0.97440,0.97439,0.97440,0.97439
3.17000,1.00000,0.37832,0.16427,0.07805,0.03925,0.02050,0.01088,0.00542,0.00284,0.00144,0.00102,0.00110,0.00058,0.00032,0.00103,0.00092,0.00053,0.00066,0.00126,0.00094,0.00058,0.00022,0.00049,0.00086,0.00100,0.00090
2.33000,1.00000,0.66604,0.53261,0.46105,0.41473,0.38127,0.35536,0.33395,0.31636,0.30145,0.28883,0.27788,0.26865,0.26066,0.25397,0.24787,0.24196,0.23632,0.23143,0.22699,0.22326,0.22001,0.21734,0.21554,0.21468,0.21468
1.50000,1.00000,0.97554,0.97335,0.97312,0.97309,0.97309,0.97309,0.97309,0.97310,0.97311,0.97309,0.97310,0.97309,0.97309,0.97309,0.97309,0.97309,0.97311,0.97309,0.97310,0.97309,0.97309,0.97309,0.97309,0.97309,0.97309
3.18000,1.00000,0.37613,0.16283,0.07733,0.03942,0.02095,0.01128,0.00631,0.00386,0.00269,0.00228,0.00172,0.00114,0.00101,0.00142,0.00137,0.00115,0.00112,0.00036,0.00001,-0.00024,-0.00044,-0.00023,0.00011,0.00038,0.00021
2.34000,1.00000,0.65141,0.50899,0.43186,0.38191,0.34610,0.31875,0.29779,0.28115,0.26797,0.25689,0.24758,0.23955,0.23310,0.22851,0.22470,0.22175,0.21935,0.21780,0.21694,0.21646,0.21628,0.21608,0.21623,0.21630,0.21649
1.51000,1.00000,0.97468,0.97245,0.97224,0.97223,0.97222,0.97222,0.97222,0.97223,0.97222,0.97222,0.97223,0.97221,0.97222,0.97222,0.97223,0.97222,0.97221,0.97222,0.97222,0.97222,0.97222,0.97220,0.97223,0.97223,0.97223
3.19000,1.00000,0.37410,0.15993,0.07424,0.03724,0.01984,0.01134,0.00663,0.00417,0.00274,0.00167,0.00108,0.00096,0.00088,0.00102,0.00036,-0.00003,-0.00013,-0.00045,-0.00058,-0.00045,-0.00059,-0.00074,-0.00098,-0.00139,-0.00155
2.35000,1.00000,0.64256,0.49374,0.41102,0.35595,0.31532,0.28380,0.25827,0.23688,0.21909,0.20391,0.19094,0.17978,0.16968,0.16079,0.15309,0.14611,0.13988,0.13417,0.12934,0.12531,0.12220,0.11994,0.11846,0.11774,0.11751
1.52000,1.00000,0.97347,0.97107,0.97082,0.97080,0.97081,0.97083,0.97082,0.97083,0.97082,0.97083,0.97081,0.97081,0.97080,0.97081,0.97082,0.97082,0.97079,0.97079,0.97079,0.97080,0.97080,0.97082,0.97080,0.97079,0.97083
3.20000,1.00000,0.37383,0.16136,0.07637,0.03846,0.02035,0.01109,0.00632,0.00302,0.00144,0.00055,0.00034,0.00052,0.00084,0.00077,0.00124,0.00101,0.00065,0.00049,0.00083,0.00064,0.00043,0.00055,0.00051,0.00040,0.00047
2.36000,1.00000,0.63477,0.48170,0.39621,0.33917,0.29701,0.26385,0.23658,0.21389,0.19447,0.17775,0.16364,0.15116,0.14020,0.13056,0.12193,0.11419,0.10736,0.10147,0.09676,0.09265,0.08907,0.08578,0.08332,0.08182,0.08128
1.53000,1.00000,0.97242,0.96993,0.96965,0.96963,0.96962,0.96960,0.96962,0.96961,0.96961,0.96962,0.96961,0.96961,0.96961,0.96962,0.96964,0.96963,0.96961,0.96960,0.96960,0.96962,0.96962,0.96963,0.96963,0.96961,0.96960
3.21000,1.00000,0.37014,0.15695,0.07302,0.03627,0.01884,0.01044,0.00612,0.00397,0.00284,0.00154,0.00126,0.00132,0.00137,0.00143,0.00178,0.00205,0.00203,0.00158,0.00138,0.00076,0.00040,0.00068,0.00121,0.00121,0.00091
2.37000,1.00000,0.61845,0.45499,0.36211,0.29905,0.25200,0.21534,0.18564,0.16105,0.14034,0.12295,0.10792,0.09516,0.08418,0.07544,0.06828,0.06248,0.05755,0.05342,0.05028,0.04753,0.04500,0.04298,0.04134,0.04059,0.04021
1.54000,1.00000,0.97158,0.96886,0.96857,0.96854,0.96855,0.96855,0.96854,0.96853,0.96855,0.96855,0.96854,0.96854,0.96852,0.96854,0.96854,0.96854,0.96853,0.96854,0.96854,0.96854,0.96854,0.96854,0.96854,0.96855,0.96854
3.22000,1.00000,0.36983,0.15638,0.07206,0.03502,0.01755,0.00882,0.00454,0.00219,0.00059,-0.00000,-0.00008,-0.00020,-0.00021,0.00010,0.00051,0.00102,0.00131,0.00134,0.00051,0.00015,0.00008,0.00048,0.00029,-0.00023,-0.00047
2.38000,1.00000,0.61363,0.44939,0.35786,0.29729,0.25292,0.21840,0.19038,0.16739,0.14824,0.13213,0.11856,0.10676,0.09628,0.08784,0.08091,0.07543,0.07144,0.06861,0.06658,0.06537,0.06434,0.06394,0.06376,0.06398,0.06386
1.55000,1.00000,0.97051,0.96763,0.96726,0.96721,0.96719,0.96721,0.96721,0.96723,0.96720,0.96718,0.96719,0.96719,0.96720,0.96721,0.96720,0.96720,0.96719,0.96720,0.96720,0.96720,0.96720,0.96721,0.96720,0.96721,0.96723
3.23000,1.00000,0.36821,0.15555,0.07156,0.03500,0.01804,0.00999,0.00548,0.00338,0.00250,0.00175,0.00160,0.00103,0.00052,0.00012,-0.00020,-0.00097,-0.00075,-0.00045,0.00018,-0.00012,-0.00016,-0.00042,-0.00096,-0.00098,-0.00059
2.39000,1.00000,0.60943,0.44348,0.35149,0.29115,0.24771,0.21466,0.18840,0.16788,0.15141,0.13786,0.12673,0.11779,0.11071,0.10467,0.09957,0.09499,0.09111,0.08758,0.08435,0.08170,0.07975,0.07823,0.07754,0.07684,0.07686
1.56000,1.00000,0.96919,0.96615,0.96577,0.96571,0.96569,0.96569,0.96569,0.96571,0.96569,0.96568,0.96569,0.96569,0.96569,0.96568,0.96569,0.96569,0.96568,0.96568,0.96570,0.96571,0.96568,0.96568,0.96570,0.96569,0.96569
3.24000,1.00000,0.36539,0.15230,0.06931,0.03350,0.01685,0.00950,0.00526,0.00245,0.00102,-0.00035,-0.00064,-0.00034,-0.00067,-0.00025,0.00022,-0.00001,-0.00034,-0.00095,-0.00148,-0.00136,-0.00196,-0.00217,-0.00184,-0.00167,-0.00169
2.40000,1.00000,0.60922,0.44484,0.35429,0.29529,0.25299,0.22127,0.19681,0.17772,0.16185,0.14852,0.13768,0.12826,0.11982,0.11276,0.10663,0.10137,0.09674,0.09239,0.08869,0.08527,0.08218,0.07996,0.07858,0.07783,0.07759
1.57000,1.00000,0.96741,0.96415,0.96373,0.96368,0.96368,0.96367,0.96368,0.96368,0.96369,0.96366,0.96368,0.96367,0.96367,0.96367,0.96367,0.96366,0.96368,0.96369,0.96369,0.96370,0.96370,0.96366,0.96368,0.96368,0.96366
3.25000,1.00000,0.36476,0.15295,0.06944,0.03268,0.01548,0.00788,0.00416,0.00217,0.00133,0.00051,-0.00029,-0.00056,-0.00053,-0.00038,-0.00064,-0.00032,0.00001,0.00033,0.00034,-0.00004,-0.00013,0.00002,0.00063,0.00098,0.00153
2.41000,1.00000,0.58786,0.40922,0.30830,0.24147,0.19284,0.15535,0.12577,0.10189,0.08293,0.06718,0.05459,0.04457,0.03634,0.02972,0.02444,0.02001,0.01616,0.01385,0.01249,0.01139,0.01049,0.01008,0.00972,0.00947,0.00922
1.58000,1.00000,0.96641,0.96289,0.96248,0.96242,0.96242,0.96241,0.96240,0.96239,0.96239,0.96241,0.96242,0.96239,0.96241,0.96242,0.96243,0.96241,0.96241,0.96240,0.96241,0.96241,0.96240,0.96243,0.96239,0.96240,0.96240
3.26000,1.00000,0.36206,0.14950,0.06699,0.03124,0.01473,0.00690,0.00308,0.00115,0.00076,0.00048,0.00077,0.00066,0.00020,0.00010,-0.00012,0.00018,0.00034,0.00056,0.00110,0.00071,0.00019,-0.00029,-0.00044,-0.00037,-0.00022
2.42000,1.00000,0.58982,0.41447,0.31720,0.25340,0.20730,0.17262,0.14539,0.12401,0.10642,0.09166,0.07900,0.06850,0.06018,0.05348,0.04741,0.04147,0.03603,0.03118,0.02648,0.02292,0.02025,0.01866,0.01750,0.01698,0.01678
1.59000,1.00000,0.96535,0.96174,0.96128,0.96123,0.96121,0.96121,0.96123,0.96123,0.96124,0.96125,0.96121,0.96122,0.96123,0.96123,0.96122,0.96124,0.96122,0.96121,0.96122,0.96124,0.96126,0.96124,0.96124,0.96124,0.96126
3.27000,1.00000,0.36271,0.15064,0.06805,0.03224,0.01569,0.00761,0.00374,0.00207,0.00071,0.00018,-0.00010,0.00033,0.00056,0.00043,0.00036,0.00044,0.00014,0.00014,-0.00012,-0.00046,-0.00048,0.00039,0.00092,0.00166,0.00155
2.43000,1.00000,0.58343,0.40461,0.30467,0.23912,0.19175,0.15562,0.12731,0.10427,0.08544,0.06992,0.05664,0.04513,0.03522,0.02700,0.02066,0.01578,0.01160,0.00892,0.00677,0.00501,0.00330,0.00150,0.00047,0.00033,0.00034
1.60000,1.00000,0.96399,0.96008,0.95960,0.95953,0.95951,0.95949,0.95951,0.95953,0.95952,0.95951,0.95951,0.95952,0.95952,0.95950,0.95951,0.95953,0.95955,0.95953,0.95951,0.95948,0.95951,0.95950,0.95950,0.95952,0.95951
3.28000,1.00000,0.35934,0.14727,0.06565,0.03104,0.01527,0.00782,0.00408,0.00187,0.00138,0.00083,0.00056,0.00033,0.00055,0.00018,-0.00013,0.00018,0.00027,0.00034,0.00100,0.00114,0.00120,0.00071,0.00026,0.00012,0.00011
2.44000,1.00000,0.57685,0.39454,0.29251,0.22633,0.17894,0.14373,0.11662,0.09596,0.07941,0.06628,0.05600,0.04724,0.03989,0.03412,0.02947,0.02476,0.02008,0.01612,0.01296,0.01052,0.00838,0.00671,0.00535,0.00533,0.00581
1.61000,1.00000,0.96264,0.95870,0.95825,0.95817,0.95815,0.95815,0.95817,0.95814,0.95816,0.95815,0.95814,0.95816,0.95815,0.95816,0.95815,0.95815,0.95815,0.95816,0.95815,0.95813,0.95815,0.95815,0.95812,0.95813,0.95815
3.29000,1.00000,0.35766,0.14570,0.06493,0.03118,0.01592,0.00872,0.00491,0.00315,0.00236,0.00133,0.00089,0.00006,-0.00022,-0.00017,-0.00052,-0.00020,0.00010,0.00010,0.00029,-0.00026,-0.00040,-0.00026,-0.00038,-0.00026,-0.00035
2.45000,1.00000,0.57905,0.40135,0.30443,0.24238,0.19894,0.16704,0.14286,0.12449,0.10952,0.09767,0.08813,0.08028,0.07403,0.06900,0.06500,0.06124,0.05778,0.05507,0.05275,0.05041,0.04818,0.04605,0.04459,0.04358,0.04353
1.62000,1.00000,0.96099,0.95661,0.95607,0.95598,0.95602,0.95598,0.95599,0.95595,0.95599,0.95599,0.95599,0.95596,0.95598,0.95597,0.95598,0.95597,0.95597,0.95599,0.95598,0.95598,0.95598,0.95598,0.95598,0.95599,0.95598
3.30000,1.00000,0.35704,0.14557,0.06496,0.03056,0.01534,0.00779,0.00418,0.00245,0.00154,0.00111,0.00081,0.00066,-0.00001,-0.00041,-0.00106,-0.00068,-0.00033,-0.00008,0.00056,0.00112,0.00082,0.00010,-0.00084,-0.00144,-0.00156
2.46000,1.00000,0.57365,0.39131,0.29021,0.22417,0.17718,0.14222,0.11529,0.09435,0.07758,0.06420,0.05355,0.04476,0.03778,0.03195,0.02718,0.02328,0.02051,0.01815,0.01655,0.01546,0.01435,0.01361,0.01280,0.01203,0.01170
1.63000,1.00000,0.95969,0.95502,0.95440,0.95430,0.95429,0.95430,0.95429,0.95431,0.95428,0.95430,0.95430,0.95426,0.95428,0.95428,0.95429,0.95429,0.95429,0.95430,0.95431,0.95432,0.95430,0.95429,0.95430,0.95428,0.95431
3.31000,1.00000,0.35494,0.14323,0.06268,0.02893,0.01386,0.00620,0.00275,0.00070,0.00012,0.00002,-0.00017,-0.00031,-0.00003,-0.00019,-0.00053,-0.00018,0.00009,0.00064,0.00093,0.00098,0.00019,-0.00035,-0.00117,-0.00157,-0.00193
2.47000,1.00000,0.56599,0.38137,0.28003,0.21504,0.16913,0.13512,0.10926,0.08884,0.07247,0.05925,0.04870,0.04034,0.03295,0.02672,0.02080,0.01581,0.01137,0.00806,0.00542,0.00313,0.00046,-0.00178,-0.00344,-0.00433,-0.00443
1.64000,1.00000,0.95866,0.95385,0.95316,0.95303,0.95303,0.95302,0.95303,0.95304,0.95303,0.95302,0.95302,0.95302,0.95303,0.95302,0.95302,0.95303,0.95303,0.95302,0.95302,0.95303,0.95301,0.95303,0.95303,0.95303,0.95304
3.32000,1.00000,0.35364,0.14263,0.06224,0.02846,0.01303,0.00636,0.00359,0.00230,0.00169,0.00087,0.00060,0.00041,0.00025,0.00042,0.00034,0.00019,-0.00034,-0.00051,-0.00072,-0.00110,-0.00065,-0.00012,-0.00002,0.00006,-0.00018
2.48000,1.00000,0.56306,0.37792,0.27671,0.21157,0.16566,0.13167,0.10557,0.08507,0.06879,0.05538,0.04453,0.03575,0.02838,0.02177,0.01621,0.01164,0.00807,0.00546,0.00369,0.00215,0.00015,-0.00177,-0.00345,-0.00433,-0.00481
1.65000,1.00000,0.95668,0.95136,0.95057,0.95046,0.95042,0.95039,0.95044,0.95042,0.95041,0.95043,0.95042,0.95046,0.95047,0.95044,0.95041,0.95042,0.95042,0.95039,0.95041,0.95041,0.95040,0.95041,0.95043,0.95042,0.95045
3.33000,1.00000,0.35294,0.14224,0.06261,0.02868,0.01341,0.00687,0.00358,0.00146,0.00110,0.00039,0.00043,0.00030,0.00018,0.00012,0.00054,0.00154,0.00126,0.00070,0.00065,0.00085,0.00073,0.00020,0.00031,-0.00003,-0.00016
2.49000,1.00000,0.55979,0.37282,0.27128,0.20618,0.16085,0.12762,0.10254,0.08281,0.06740,0.05519,0.04525,0.03716,0.03018,0.02438,0.01963,0.01602,0.01242,0.00953,0.00678,0.00428,0.00205,-0.00021,-0.00184,-0.00246,-0.00268
