Tiempo inicial 2014-12-31T19:21:21.832 
L=50 - Mc=50000
50.5720
50.6333
50.9049
51.0987
51.3515
51.7710
50.6182
51.6473
51.1111
50.1285
49.7174
49.9380
50.9581
51.4653
52.0181
49.5820
50.4554
50.2518
49.9527
50.5346
50.8603
50.1899
49.8078
51.0021
49.4272
49.3328
49.9812
49.1875
49.5253
50.0544
49.2148
49.4050
49.4858
48.9977
49.4407
50.0254
49.0274
49.2008
49.5932
49.1169
49.4613
49.9302
49.1155
49.4406
49.5223
49.6018
50.2191
50.4853
48.6212
49.2018
49.7575
49.3139
48.8758
49.7446
49.0336
49.6156
50.1558
49.6788
50.0884
50.2835
49.7946
50.1704
50.1864
48.9458
48.8252
50.0251
49.3115
50.2113
50.1135
49.6287
49.8656
50.0610
49.5159
49.7324
50.4401
49.8916
49.6587
50.0783
50.4925
50.6087
51.0089
48.9357
50.4081
50.4285
50.2165
49.3449
50.8254
49.8439
49.9326
48.7816
48.3868
48.9795
49.3472
48.5790
49.1363
49.2417
48.7436
49.0949
49.6446
49.4092
50.1925
50.2012
49.3768
48.4903
49.5533
48.7128
48.8592
51.7762
53.7549
54.0521
53.4394
51.4318
50.7365
50.0299
48.5892
49.2095
49.2855
49.9865
50.2698
51.7619
50.6398
50.9334
50.5824
52.5642
52.7042
53.1117
55.4504
55.3358
54.1279
49.8806
49.3590
50.0033
49.3894
50.6424
53.9749
54.2745
54.3745
55.6667
54.6662
54.6994
51.1533
50.0851
51.1431
51.3869
50.6645
50.1016
50.9313
53.0509
55.3706
54.7212
51.5097
50.1728
51.4684
53.1589
53.3972
52.7100
54.7581
54.4117
54.1152
55.6676
55.6753
55.2428
50.5909
53.3032
56.1532
56.0308
53.0938
53.6215
54.8309
55.1220
53.9255
53.1062
52.9344
51.2416
52.7218
53.4289
53.2439
53.2923
53.2055
52.5379
51.0837
53.8514
52.3222
51.3188
51.2945
54.4478
53.4193
51.9403
49.5191
50.4981
53.5966
52.5037
51.4632
51.2151
53.1001
53.9764
52.6195
51.6943
50.5481
50.4088
52.3293
53.9558
53.6121
53.6541
50.3507
51.6483
50.9378
51.0841
52.7791
53.4960
53.0308
53.9925
53.3941
51.8290
52.1567
54.4811
53.7457
52.5267
50.4491
49.9947
52.3438
54.3224
54.0590
51.7494
51.6483
53.9958
54.3008
56.6369
55.3622
55.6278
54.6114
54.8314
54.3784
52.3599
50.7587
50.7491
49.8680
50.2378
52.2343
52.3014
53.0153
51.3019
50.1233
49.6418
49.9584
50.8569
51.6517
54.5000
50.0984
47.5346
38.9900
Tiempo final 2016-12-04T21:35:44.983 
