Tiempo inicial 2014-12-31T19:11:21.954 
L=20 - Mc=50000
6.9456
6.9447
7.0250
7.0299
7.0966
7.2587
7.0507
7.2056
7.2104
7.0543
7.2410
7.1327
7.2148
7.0618
7.0164
7.5265
7.4556
7.6758
7.0714
7.1972
7.1512
6.9706
7.2118
7.2092
7.0070
7.2155
6.9425
6.9459
7.0637
7.2190
7.5175
7.5388
7.5073
6.8295
7.0616
6.8829
7.1085
7.2171
7.1021
7.5280
7.3745
7.5259
7.5178
7.7856
7.9655
7.2337
7.3923
7.7631
7.2142
7.2651
7.3431
7.1850
7.1201
6.9987
7.1554
6.9892
7.0784
6.8401
7.2052
7.0101
7.0501
7.4108
7.1901
6.9108
6.8454
7.0709
6.7924
6.9707
7.0166
6.9443
6.9980
7.3845
7.2622
7.6133
7.4715
7.0183
7.1559
7.1127
7.2401
7.3855
7.4030
7.1798
7.4054
7.3250
7.2213
7.2646
7.3909
7.4970
7.8148
7.9548
7.4557
7.1736
7.7075
7.5747
7.3327
7.1205
7.2469
7.4536
7.3935
7.1843
7.2200
7.2330
7.0824
7.0970
7.2955
7.0948
7.5798
7.1085
7.2035
7.5679
7.4160
7.6215
7.7407
7.9880
7.4171
7.1026
7.2723
7.5295
7.5529
7.6057
7.2364
7.0975
7.2317
6.9308
6.9423
6.9346
6.9453
7.2776
7.2357
7.4716
7.2378
7.3291
6.9425
6.8230
6.9651
6.8914
6.8778
6.8163
6.9470
6.9068
6.8819
7.0526
7.1403
7.2617
7.0947
7.7234
7.7469
7.4175
7.3865
7.3113
7.3826
7.4631
7.2035
6.9149
7.3433
7.3029
7.2148
6.9807
6.8934
6.8800
6.8890
6.8403
6.9170
6.9820
6.8953
6.8754
6.8737
6.9504
6.8299
6.9174
6.8820
6.7796
7.1058
6.8412
6.9609
6.9921
6.8686
6.8090
7.1558
6.7341
6.8976
6.7328
6.9688
6.9065
7.3662
7.6074
7.7241
7.6462
7.8223
7.4675
7.2487
7.2046
7.1571
7.3248
7.2080
7.1702
7.0662
6.9607
6.9523
6.7313
7.0284
6.8995
6.8538
7.0368
6.8282
6.9207
6.8448
7.0512
6.7673
6.9221
7.0343
6.9432
6.9343
6.9653
6.9307
6.8142
7.0757
6.8827
6.7482
7.0170
6.9366
6.9088
6.9439
6.7811
6.9098
6.9424
6.8640
6.8849
7.0444
6.7527
6.9602
7.4702
7.8074
7.8195
7.3128
6.9027
6.8343
7.1231
7.0406
7.0204
7.3200
6.8555
6.7455
6.8804
6.9531
6.9113
6.8643
6.8002
6.9328
6.2688
5.1411
Tiempo final 2014-12-31T19:21:21.83 
