T,E,M,M_abs,Cv,Chim,Chim_abs
2.04000,-820.1675559988,0.8951166300,0.8951166300,338.9093990726,197.8756082963,197.8756082963
1.21000,-930.8810579725,0.9966878000,0.9966878000,27.7126030112,2.3503545177,2.3503545177
2.89000,-483.3975439996,0.0115998650,0.1570448200,178.5531885582,2109.2216073057,751.2413376422
2.05000,-821.0947239989,0.8996967025,0.8996967025,284.7305368298,137.8464784379,137.8464784379
1.22000,-930.9273639727,0.9966504400,0.9966504400,29.6121313248,2.7991017192,2.7991017192
2.90000,-478.1037339995,0.0025682325,0.1498444875,172.9173810833,1889.9966507224,651.5539132904
2.06000,-818.6785999988,0.8957344250,0.8957344250,302.8237278363,166.7045184910,166.7045184910
1.23000,-930.4542819733,0.9963439700,0.9963439700,31.3693538230,2.9366826311,2.9366826311
2.91000,-478.8247819995,0.0178317350,0.1449203800,187.8667722942,1764.1034571475,626.8418342627
2.07000,-817.6392779981,0.8942062850,0.8942062850,299.7318394176,175.4468499676,175.4468499676
1.24000,-930.4933899734,0.9963840500,0.9963840500,31.7784514542,2.9240170160,2.9240170160
2.92000,-476.7305579993,0.0021373175,0.1357672575,165.1488840441,1494.3744444596,484.6111522421
2.08000,-805.1731459992,0.8777477075,0.8777477075,382.2177954774,246.7753880106,246.7753880106
1.25000,-930.2306999728,0.9962330800,0.9962330800,31.1705436576,2.8538807004,2.8538807004
2.93000,-474.9948699995,0.0063623050,0.1443573850,164.2513484550,1725.0038785032,589.2454796428
2.09000,-807.6035959992,0.8843901175,0.8843901175,315.5097740878,172.8622282349,172.8622282349
1.26000,-929.7929779735,0.9959140825,0.9959140825,34.0507448811,3.3030373329,3.3030373329
2.94000,-473.8434699993,0.0270317900,0.1540503050,177.4554503141,1924.1960396934,672.4529757494
2.10000,-800.6716959999,0.8697112175,0.8697112175,337.3859947005,295.1024907804,295.1024907804
1.27000,-929.4368659736,0.9957100475,0.9957100475,34.0380866971,3.1439304644,3.1439304644
2.95000,-468.7532839998,0.0173484175,0.1393876025,153.7229939585,1550.6460500469,513.1986661315
2.11000,-795.0955720003,0.8629977775,0.8629977775,387.5541944395,338.1363727627,338.1363727627
1.28000,-928.8467939744,0.9952611700,0.9952611700,39.7226462908,3.9879621777,3.9879621777
2.96000,-469.2447379997,0.0026064875,0.1480410925,169.0450724802,1773.0163262387,588.7259861570
2.12000,-789.3114719993,0.8421985450,0.8421985450,505.9982512811,879.9301416751,879.9301416751
1.29000,-928.8885159744,0.9953073125,0.9953073125,37.9874331990,3.7053924425,3.7053924425
2.97000,-466.8006339998,0.0158766200,0.1468385000,157.2553649933,1760.4409649744,612.4556171162
2.13000,-785.6034799991,0.8450329575,0.8450329575,387.8875126418,414.0337370978,414.0337370978
1.30000,-928.0861239741,0.9947908425,0.9947908425,40.1733426003,3.9274917072,3.9274917072
2.98000,-464.8510919996,0.0334226150,0.1405657050,173.5003155690,1574.3897882726,573.4960310270
2.14000,-786.2188039998,0.8511527500,0.8511527500,427.5838133095,411.0083842434,411.0083842434
1.31000,-927.7405219737,0.9945675050,0.9945675050,40.4992197258,4.0106232674,4.0106232674
2.99000,-463.1138279998,0.0387234475,0.1430808675,160.2187978869,1599.3469338435,584.0891808936
2.15000,-782.1028379988,0.8397390875,0.8397390875,454.0356960371,574.4410502387,574.4410502387
1.32000,-927.1099199735,0.9940401425,0.9940401425,44.4040215395,4.8116111485,4.8116111485
3.00000,-459.4941819999,0.0080848300,0.1261009950,161.1504724422,1287.0219879392,442.4301765341
2.16000,-778.6156139998,0.8335485425,0.8335485425,463.2241322272,634.1935673540,634.1935673540
1.33000,-926.8665579749,0.9939068975,0.9939068975,47.2088116458,4.9288930818,4.9288930818
3.01000,-461.3451639998,0.0091625400,0.1268792600,159.7604518293,1339.6788484106,488.4153545170
2.17000,-769.7972620013,0.8223923150,0.8223923150,445.2126417220,570.6882821550,570.6882821550
1.34000,-926.5318219745,0.9936354125,0.9936354125,46.1337292542,5.1597968557,5.1597968557
3.02000,-458.2549059998,0.0090640875,0.1432222575,159.6657671609,1617.8477645177,535.4394275010
2.18000,-771.0444820001,0.8258858900,0.8258858900,485.6375999295,536.9908916537,536.9908916537
1.35000,-925.4285819752,0.9929024700,0.9929024700,54.3426859338,5.8861869591,5.8861869591
3.03000,-456.9479280001,0.0086405200,0.1331095500,156.6344084124,1434.5823888636,502.9127537309
2.19000,-764.1458899995,0.8168574800,0.8168574800,508.4046533017,553.7624596966,553.7624596966
1.36000,-925.4302419768,0.9929079800,0.9929079800,47.1337095424,5.2203573116,5.2203573116
3.04000,-453.9390740001,0.0113590825,0.1195038875,156.8879535765,1212.6737740661,467.8237544682
2.20000,-755.7425619998,0.7962688225,0.7962688225,520.8657700954,952.0233709726,952.0233709726
1.37000,-924.6131739764,0.9923494925,0.9923494925,54.0627240272,5.9396330261,5.9396330261
3.05000,-454.9375580004,0.0043343675,0.1270495875,150.8952983087,1339.1496640460,493.3628605172
2.21000,-751.3752739999,0.7748668300,0.7748738250,517.9594061787,1556.4680389328,1555.6832109961
1.38000,-923.9965139761,0.9918793050,0.9918793050,56.9230470284,6.5471163343,6.5471163343
3.06000,-454.3533320000,0.0215966525,0.1351548375,153.7652480176,1405.0665091904,474.3258712593
2.22000,-751.8312920002,0.8031646675,0.8031646675,437.4441107597,505.4208461068,505.4208461068
1.39000,-924.1373379756,0.9920161475,0.9920161475,52.9531070471,6.0393265049,6.0393265049
3.07000,-450.5443900001,0.0206689775,0.1260519075,143.7617671616,1274.3914218420,468.5607115629
2.23000,-747.5978299994,0.7969845725,0.7969845725,448.7098211327,512.5277335085,512.5277335085
1.40000,-923.2391239765,0.9914106025,0.9914106025,56.8318341575,6.5513917822,6.5513917822
3.08000,-453.6972300001,0.0039978450,0.1262086850,147.0808241421,1280.3104888487,453.6793509382
2.24000,-746.4637319999,0.7841429525,0.7841429525,533.4197915642,1027.5138361146,1027.5138361146
1.41000,-922.2520519777,0.9907237625,0.9907237625,58.9358858897,6.9491885321,6.9491885321
3.09000,-447.2921260002,0.0147744175,0.1196522925,142.2159527153,1144.3962511338,414.3826491642
2.25000,-716.1790720010,0.6564538250,0.6949616800,689.2402404611,6331.2276847750,2630.5974760264
1.42000,-921.3413099776,0.9900994925,0.9900994925,62.4182653944,7.2122544611,7.2122544611
3.10000,-448.5298960001,0.0163334775,0.1231399675,138.8865109418,1175.7422800119,406.8819389203
2.26000,-717.0344600005,0.6816820275,0.6891626725,614.0764770080,3624.5561766586,2898.5524562443
1.43000,-921.6214319778,0.9902929625,0.9902929625,61.0477477655,7.1698523855,7.1698523855
3.11000,-446.0647460000,0.0074068600,0.1274959050,146.7916849331,1337.2616128576,503.8033894906
2.27000,-700.2050619988,0.3772911425,0.6375667175,727.6732979667,22195.7610133837,3577.7724280203
1.44000,-920.6008119784,0.9895315250,0.9895315250,67.8330931606,8.3469753873,8.3469753873
3.12000,-445.7878400003,0.0092632100,0.1277506650,142.7368059661,1276.9486405382,444.4140072857
2.28000,-712.7585040007,0.7065169050,0.7065169050,554.7025700433,1519.4461840430,1519.4461840430
1.45000,-920.1587819785,0.9891806225,0.9891806225,62.9644071235,7.8205415025,7.8205415025
3.13000,-442.6680400004,0.0053042775,0.1227327225,140.2213706567,1186.7829240992,418.2111253797
2.29000,-712.4228039999,0.7198646000,0.7198646000,535.1819268309,1263.0449513932,1263.0449513932
1.46000,-919.2873179802,0.9884634325,0.9884634325,73.0373694164,9.9258355082,9.9258355082
3.14000,-443.1472360006,0.0095762100,0.1253464100,147.6555309641,1256.5309351350,460.6064152927
2.30000,-693.8283880008,0.4800010375,0.6625366775,577.7381907114,16468.9118024837,1960.8176785292
1.47000,-918.0927639787,0.9876083550,0.9876083550,79.5337050769,10.7617182109,10.7617182109
3.15000,-440.5680040006,0.0038888975,0.1253235025,138.2971479980,1256.8488311728,459.8529325010
2.31000,-682.3034580004,0.0135985475,0.5919055275,666.8773571374,27714.2478401714,3460.2403603027
1.48000,-918.1730719810,0.9877918400,0.9877918400,68.8344085367,9.0746036686,9.0746036686
3.16000,-437.8593960003,0.0153966200,0.1157951550,129.8822614798,1044.8193743079,377.9099052430
2.32000,-681.3257379998,0.3673055725,0.6034278575,621.9667592259,18985.2178498295,3177.5078072268
1.49000,-917.0096419817,0.9869293175,0.9869293175,77.2668046384,10.3800455757,10.3800455757
3.17000,-441.5382260001,0.0004595050,0.1246216050,141.4394853777,1213.6163573568,429.7509548117
2.33000,-671.9228579998,0.1157950225,0.5665148375,679.5177590877,25168.0858936062,4050.1065719013
1.50000,-916.0756459835,0.9862030450,0.9862030450,80.5801765278,11.2768094923,11.2768094923
3.18000,-437.5767040005,0.0034976075,0.1197101925,137.1255001868,1137.0919423531,416.6744867480
2.34000,-656.5506920003,0.3491837875,0.4980891225,644.3269900136,12838.2791613257,4211.7180331092
1.51000,-915.4886539823,0.9857672225,0.9857672225,83.6444990326,11.7312411560,11.7312411560
3.19000,-436.9845000006,0.0274843050,0.1273220600,132.3300870909,1240.4286898383,465.2301974843
2.35000,-664.7490520008,0.3733574775,0.5793402075,545.2006607183,15837.3769995870,2476.4054236436
1.52000,-915.1854039828,0.9855032200,0.9855032200,75.8573171157,11.1135162319,11.1135162319
3.20000,-432.4625560002,0.0038117200,0.1173325850,135.9607009770,1069.3478970313,381.7275823600
2.36000,-641.2256420009,0.1051519125,0.4682358475,550.8927552755,17733.2571480932,3618.8243222026
1.53000,-914.6469039834,0.9851754525,0.9851754525,86.4620489428,13.1117291146,13.1117291146
3.21000,-435.3829920008,0.0081677250,0.1172254000,122.8644897281,1036.9935348687,355.3694763772
2.37000,-649.4257320007,0.4285284775,0.5315918875,557.5688956181,9443.4739752322,2763.0838434173
1.54000,-913.8301719859,0.9845507100,0.9845507100,93.3245780355,13.5240981693,13.5240981693
3.22000,-429.2657080005,0.0078066950,0.1136405350,126.7105511947,1005.5120366785,366.8423865778
2.38000,-655.6675300015,0.5698292350,0.5738807450,546.1838821371,2489.6024747873,2178.0897069799
1.55000,-912.9323599867,0.9839449950,0.9839449950,84.1865601835,12.0191794172,12.0191794172
3.23000,-431.2717220007,0.0059071025,0.1208049675,124.6373961791,1099.2655926960,378.0793976386
2.39000,-645.0595860001,0.2300679350,0.5405937250,494.9353699298,18241.5780139871,2220.8034001530
1.56000,-911.3470019879,0.9827049650,0.9827049650,93.9807501163,14.0780976266,14.0780976266
3.24000,-430.2261680005,0.0004729700,0.1146932150,125.0073006870,1009.5993419439,360.0037929849
2.40000,-625.4887640012,0.0289559200,0.4139753100,530.3384548977,15167.6420147507,3798.5012156301
1.57000,-909.1160239891,0.9810504025,0.9810504025,102.2805664082,15.4948568061,15.4948568061
3.25000,-429.4378440008,0.0300765675,0.1128698675,120.1806825967,918.1214178420,335.4749155957
2.41000,-629.3758380006,0.0826811500,0.4637533800,516.0475787884,16885.0162329915,3060.5498498345
1.58000,-909.5111119889,0.9813596900,0.9813596900,99.0592959757,15.5775225027,15.5775225027
3.26000,-428.4176400005,0.0245576025,0.1189273825,126.2165328574,1059.4456219348,394.8740161552
2.42000,-611.4109000002,0.1795095425,0.3733320675,504.7258441826,10529.5052190716,3444.9989859931
1.59000,-908.1133699901,0.9801855400,0.9801855400,96.4889043393,15.1931391046,15.1931391046
3.27000,-425.1693860008,0.0063756725,0.1148385025,123.2833839048,982.3635553595,339.0738938739
2.43000,-623.5297080007,0.2694817525,0.4645530575,554.3066854223,12580.2851544017,3152.1944019972
1.60000,-907.4064099914,0.9798664300,0.9798664300,102.9500833422,15.8065450457,15.8065450457
2.44000,-605.3338080013,0.1351015350,0.3877423650,538.7230707957,11657.1110223223,2995.3590973031
3.28000,-422.7237900007,0.0034944425,0.1163901275,120.5368663947,1020.7421748345,360.5250699038
1.61000,-906.5212459929,0.9789839700,0.9789839700,99.7534626125,16.2409120836,16.2409120836
3.29000,-424.1186700004,0.0165411400,0.1182483000,125.6329210802,1031.6115714282,364.9099962113
2.45000,-599.1327780008,0.0671003200,0.3105293050,376.5305332846,8638.9417881150,2635.6114162121
1.62000,-904.6674139943,0.9775806025,0.9775806025,114.6456192237,19.3718074216,19.3718074216
3.30000,-419.6192000007,0.0191835425,0.1067657075,121.6882408552,831.5187980432,296.6868952495
2.46000,-600.0051000013,0.2809139250,0.3727278750,456.1136974940,7055.6926937377,3152.3798128765
1.63000,-904.9153759937,0.9780202775,0.9780202775,105.3587069531,16.9795442764,16.9795442764
3.31000,-421.0649820007,0.0056723350,0.1013144250,122.3186174698,775.6901675235,281.0708404545
2.47000,-597.0052680005,0.0298457275,0.3715997625,472.1169946981,11931.7068105043,3044.5413990036
1.64000,-902.4627459965,0.9757710625,0.9757710625,121.7728296201,22.3345807491,22.3345807491
3.32000,-418.1300640009,0.0063596300,0.1101641200,116.6113654512,905.0757569280,322.1510127531
2.48000,-588.6183420003,0.0088391250,0.3199374850,443.4948538950,9684.3436867082,3085.5137397794
1.65000,-901.3732659973,0.9747864150,0.9747864150,129.1969770959,27.8811209075,27.8811209075
3.33000,-419.4111060007,0.0114617300,0.1050280700,113.6557944858,811.9552081872,288.2543441232
2.49000,-579.3646300003,0.0226689750,0.2636079750,335.4371124128,6569.3811066740,2137.2344685291
1.66000,-901.1134519983,0.9746329275,0.9746329275,120.5198538885,22.6015729887,22.6015729887
2.50000,-581.8940780005,0.0904051225,0.3128090525,376.7275231389,8061.3179672599,2322.0272695507
3.34000,-416.2440860008,0.0016373075,0.1035480675,115.7868763265,789.2473801981,275.7373678799
1.67000,-898.5891120023,0.9728350275,0.9728350275,130.7429909206,23.7082456511,23.7082456511
2.51000,-579.5843539997,0.0828894200,0.3017878500,381.7056768484,7860.6561754328,2492.9908074852
3.35000,-417.4405760007,0.0084920000,0.1082172900,116.3369320780,891.0561641073,335.1699412562
1.68000,-897.8555080012,0.9720111225,0.9720111225,125.0142041517,26.1402742559,26.1402742559
2.52000,-582.9150240006,0.0441209150,0.3356939800,399.2574040302,9728.8661466252,2697.5142058132
3.36000,-413.3471540007,0.0006543625,0.0987414975,118.0439398731,744.4249427242,280.1651742352
1.69000,-897.2619480011,0.9716215950,0.9716215950,133.7194486520,26.9116439989,26.9116439989
2.53000,-568.3546360001,0.0157168800,0.2715944700,395.8797658260,7121.2952242276,2472.0281369462
3.37000,-415.8208080008,0.0047500075,0.1086198625,118.8049726322,878.9506737685,319.8664264919
1.70000,-895.3269340046,0.9704407575,0.9704407575,121.2006138421,22.2760663710,22.2760663710
2.54000,-565.4799040001,0.0621169925,0.2769617775,319.5208821918,6629.0295908830,2040.0969648190
3.38000,-410.2967120010,0.0047827825,0.1092866225,104.4533672967,888.0069291860,323.7138712451
1.71000,-893.0221380045,0.9680779925,0.9680779925,139.2999339980,29.9006141546,29.9006141546
2.55000,-567.5209960009,0.1395037225,0.2834097775,371.2838881118,6440.9358742680,2622.2809163887
3.39000,-409.3395300007,0.0159842725,0.1104094425,111.8563774169,860.1716988854,296.8797566641
1.72000,-893.1204740059,0.9683943300,0.9683943300,132.2026333854,26.2693406493,26.2693406493
2.56000,-554.9255100004,0.0094721650,0.2492036350,329.2416953046,5640.7169415871,1764.9213298727
3.40000,-411.0331500010,0.0171641950,0.1059279950,102.8672117965,793.1132087057,278.9423600132
1.73000,-890.3380000069,0.9656780600,0.9656780600,148.9453273124,33.9933506325,33.9933506325
2.57000,-562.7131040008,0.1419398075,0.2820648275,342.5170441248,5895.9029095309,2196.9981338408
3.41000,-410.7815160008,0.0138352750,0.1087619450,110.5832278811,864.1435878316,318.0909968235
1.74000,-889.5023680079,0.9654358250,0.9654358250,139.8679673517,30.1223841110,30.1223841110
2.58000,-555.0115540005,0.0188060350,0.2469983050,326.3411293293,5655.8480649695,1894.3289505253
3.42000,-408.2300180008,0.0026143950,0.1011573400,101.5849836821,734.7257877788,256.3177234668
1.75000,-887.8930480074,0.9638161175,0.9638161175,154.0219277751,35.9771935532,35.9771935532
2.59000,-551.7094320005,0.0796164650,0.2540426500,327.4734080986,5394.2617328860,1798.9637239305
3.43000,-408.4766880009,0.0117728550,0.1014488250,101.3669800778,762.5788412895,288.9571979528
1.76000,-884.2675880090,0.9603514350,0.9603514350,167.2556460705,43.0033586324,43.0033586324
2.60000,-550.0748140009,0.0396999500,0.2647233700,311.9709185384,6306.3555335506,2090.8246662164
3.44000,-408.0368220009,0.0010720550,0.1001474950,102.3034501275,721.9281313054,255.4922497773
1.77000,-884.7266040059,0.9606513100,0.9606513100,170.9451081962,48.0540851366,48.0540851366
2.61000,-543.3327400004,0.0641710575,0.2280184525,299.2671127679,4618.7161972103,1683.8815575252
3.45000,-405.3884360008,0.0197115975,0.1014350025,111.8459487415,721.9651332865,262.8109231448
1.78000,-882.0387960081,0.9586856600,0.9586856600,172.3157699845,44.2048258118,44.2048258118
2.62000,-539.3910860004,0.0418226725,0.2221287275,276.2926400623,4493.4721848874,1587.0883286587
3.46000,-404.8756780008,0.0144537525,0.1011211925,101.6020752179,736.0804590128,272.8857949067
1.79000,-880.7824640090,0.9572105675,0.9572105675,180.6448268561,48.1919784526,48.1919784526
2.63000,-539.0702920007,0.0338014050,0.2234159550,296.6981638247,4572.0415875364,1604.9143499037
3.47000,-403.0971220008,0.0039827100,0.0986559600,99.8076265711,688.9828989529,240.9304971277
1.80000,-880.2675800094,0.9573893275,0.9573893275,163.3541985654,39.2480940175,39.2480940175
2.64000,-539.2321040000,0.0493645225,0.2441741175,276.7117652057,4957.2241488479,1491.5184776199
3.48000,-400.6767020008,0.0130973725,0.0993523075,100.6499433428,697.4114090154,251.4647497430
1.81000,-877.7346860086,0.9541634425,0.9541634425,187.7704772339,62.5747725393,62.5747725393
2.65000,-535.5988120002,0.0017301000,0.2223123150,258.3677959217,4275.7775700540,1291.9422701473
3.49000,-402.2662460008,0.0076337100,0.1015878700,99.7067499040,732.1217923951,261.6657785143
1.82000,-874.5432160076,0.9518546025,0.9518546025,183.2174262683,51.8542980714,51.8542980714
2.66000,-524.7234699998,0.0342818500,0.1943496000,260.8523022664,3398.4168231956,1197.1222799939
3.50000,-399.9240860008,0.0056590225,0.1014165225,101.4323308214,706.1776926550,237.4560240681
1.83000,-873.4444200075,0.9510169825,0.9510169825,188.6283831955,53.2007122703,53.2007122703
2.67000,-530.4433500004,0.0231217700,0.2101547100,256.8035549993,3884.5785499450,1270.0235904075
