T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
2.24000,1.00000,0.74433,0.65606,0.61490,0.59140,0.57630,0.56585,0.55834,0.55271,0.54849,0.54525,0.54287,0.54082,0.53925,0.53794,0.53690,0.53611,0.53548,0.53501,0.53459,0.53424,0.53405,0.53401,0.53401,0.53402,0.53414,0.53422,0.53433,0.53427,0.53434,0.53436,0.53428,0.53422,0.53420,0.53424,0.53431,0.53441,0.53455,0.53467,0.53470,0.53463,0.53462,0.53461,0.53447,0.53438,0.53424,0.53417,0.53415,0.53420,0.53427,0.53435,0.53442,0.53451,0.53458,0.53466,0.53461,0.53462,0.53461,0.53452,0.53440,0.53431,0.53441,0.53445,0.53443,0.53438,0.53437,0.53434,0.53439,0.53434,0.53429,0.53417,0.53406,0.53404,0.53404,0.53407,0.53412
2.01000,1.00000,0.86940,0.83955,0.83064,0.82741,0.82606,0.82541,0.82503,0.82487,0.82477,0.82471,0.82469,0.82465,0.82460,0.82457,0.82460,0.82460,0.82458,0.82456,0.82457,0.82456,0.82456,0.82457,0.82459,0.82458,0.82458,0.82458,0.82458,0.82455,0.82456,0.82458,0.82457,0.82457,0.82456,0.82456,0.82455,0.82456,0.82460,0.82458,0.82457,0.82456,0.82457,0.82457,0.82459,0.82459,0.82461,0.82464,0.82461,0.82460,0.82460,0.82461,0.82456,0.82455,0.82452,0.82452,0.82454,0.82457,0.82459,0.82460,0.82460,0.82463,0.82460,0.82461,0.82458,0.82459,0.82461,0.82458,0.82456,0.82454,0.82456,0.82458,0.82461,0.82463,0.82465,0.82462,0.82461
2.10000,1.00000,0.83167,0.78688,0.77110,0.76416,0.76076,0.75895,0.75785,0.75716,0.75678,0.75655,0.75640,0.75632,0.75629,0.75625,0.75624,0.75616,0.75612,0.75613,0.75614,0.75611,0.75616,0.75612,0.75609,0.75611,0.75612,0.75616,0.75621,0.75622,0.75621,0.75617,0.75617,0.75617,0.75616,0.75621,0.75619,0.75621,0.75621,0.75623,0.75624,0.75626,0.75625,0.75623,0.75619,0.75619,0.75616,0.75615,0.75617,0.75613,0.75615,0.75617,0.75621,0.75618,0.75615,0.75617,0.75620,0.75619,0.75616,0.75618,0.75620,0.75618,0.75615,0.75615,0.75614,0.75613,0.75614,0.75611,0.75612,0.75618,0.75615,0.75619,0.75620,0.75620,0.75625,0.75628,0.75626
2.25000,1.00000,0.70766,0.59203,0.52858,0.48571,0.45308,0.42658,0.40406,0.38430,0.36683,0.35106,0.33649,0.32296,0.31045,0.29869,0.28774,0.27733,0.26758,0.25831,0.24944,0.24106,0.23318,0.22561,0.21842,0.21136,0.20460,0.19805,0.19181,0.18578,0.17985,0.17395,0.16808,0.16220,0.15640,0.15065,0.14491,0.13908,0.13338,0.12757,0.12190,0.11653,0.11127,0.10617,0.10120,0.09623,0.09128,0.08639,0.08167,0.07701,0.07228,0.06760,0.06309,0.05843,0.05381,0.04925,0.04481,0.04045,0.03620,0.03199,0.02778,0.02373,0.01992,0.01637,0.01310,0.01002,0.00704,0.00424,0.00161,-0.00074,-0.00266,-0.00426,-0.00560,-0.00660,-0.00737,-0.00788,-0.00809
2.18000,1.00000,0.78619,0.71958,0.69144,0.67688,0.66827,0.66279,0.65913,0.65661,0.65471,0.65332,0.65222,0.65128,0.65050,0.64986,0.64932,0.64900,0.64873,0.64850,0.64821,0.64803,0.64791,0.64775,0.64760,0.64758,0.64749,0.64746,0.64743,0.64738,0.64735,0.64730,0.64723,0.64721,0.64722,0.64725,0.64725,0.64722,0.64716,0.64718,0.64717,0.64715,0.64715,0.64714,0.64719,0.64720,0.64721,0.64719,0.64718,0.64722,0.64730,0.64738,0.64746,0.64752,0.64759,0.64758,0.64761,0.64774,0.64779,0.64784,0.64779,0.64778,0.64783,0.64789,0.64792,0.64792,0.64799,0.64802,0.64798,0.64784,0.64773,0.64773,0.64773,0.64767,0.64755,0.64748,0.64746
2.02000,1.00000,0.86570,0.83459,0.82527,0.82187,0.82051,0.81995,0.81975,0.81966,0.81960,0.81956,0.81955,0.81955,0.81956,0.81956,0.81959,0.81955,0.81952,0.81951,0.81950,0.81950,0.81949,0.81949,0.81947,0.81946,0.81948,0.81947,0.81944,0.81947,0.81946,0.81949,0.81947,0.81949,0.81946,0.81947,0.81944,0.81944,0.81947,0.81949,0.81954,0.81956,0.81955,0.81959,0.81959,0.81959,0.81953,0.81949,0.81948,0.81950,0.81949,0.81951,0.81949,0.81951,0.81950,0.81951,0.81951,0.81952,0.81957,0.81955,0.81954,0.81953,0.81952,0.81954,0.81956,0.81955,0.81957,0.81955,0.81953,0.81951,0.81952,0.81952,0.81954,0.81955,0.81952,0.81951,0.81953
2.26000,1.00000,0.71996,0.61609,0.56363,0.53125,0.50877,0.49203,0.47901,0.46861,0.46008,0.45293,0.44693,0.44187,0.43757,0.43386,0.43076,0.42808,0.42588,0.42402,0.42243,0.42109,0.41994,0.41894,0.41814,0.41758,0.41716,0.41694,0.41681,0.41676,0.41669,0.41659,0.41658,0.41667,0.41659,0.41646,0.41636,0.41626,0.41603,0.41588,0.41569,0.41553,0.41542,0.41541,0.41541,0.41543,0.41547,0.41558,0.41575,0.41587,0.41603,0.41624,0.41646,0.41666,0.41684,0.41710,0.41748,0.41778,0.41809,0.41844,0.41871,0.41883,0.41901,0.41923,0.41944,0.41970,0.41989,0.42002,0.42020,0.42029,0.42038,0.42044,0.42047,0.42050,0.42036,0.42029,0.42027
2.11000,1.00000,0.82618,0.77884,0.76179,0.75424,0.75051,0.74848,0.74742,0.74680,0.74635,0.74609,0.74596,0.74592,0.74588,0.74583,0.74578,0.74576,0.74574,0.74575,0.74573,0.74571,0.74579,0.74583,0.74578,0.74576,0.74574,0.74576,0.74580,0.74578,0.74576,0.74576,0.74574,0.74576,0.74574,0.74573,0.74572,0.74574,0.74574,0.74569,0.74565,0.74567,0.74568,0.74570,0.74569,0.74568,0.74568,0.74577,0.74585,0.74584,0.74587,0.74589,0.74586,0.74581,0.74579,0.74579,0.74579,0.74578,0.74579,0.74576,0.74578,0.74577,0.74572,0.74572,0.74573,0.74573,0.74570,0.74574,0.74576,0.74574,0.74573,0.74574,0.74576,0.74576,0.74578,0.74577,0.74579
2.19000,1.00000,0.77942,0.70940,0.67941,0.66352,0.65388,0.64762,0.64327,0.64023,0.63805,0.63640,0.63516,0.63418,0.63345,0.63288,0.63237,0.63198,0.63167,0.63148,0.63131,0.63111,0.63090,0.63067,0.63044,0.63032,0.63027,0.63031,0.63031,0.63033,0.63035,0.63036,0.63041,0.63048,0.63047,0.63042,0.63045,0.63050,0.63047,0.63037,0.63032,0.63036,0.63039,0.63042,0.63046,0.63048,0.63054,0.63057,0.63058,0.63062,0.63064,0.63075,0.63080,0.63078,0.63082,0.63083,0.63080,0.63074,0.63073,0.63073,0.63070,0.63065,0.63067,0.63069,0.63066,0.63062,0.63068,0.63068,0.63068,0.63074,0.63081,0.63081,0.63080,0.63082,0.63084,0.63083,0.63077
2.03000,1.00000,0.86153,0.82873,0.81861,0.81484,0.81325,0.81253,0.81218,0.81199,0.81194,0.81191,0.81186,0.81188,0.81189,0.81188,0.81189,0.81185,0.81181,0.81182,0.81183,0.81184,0.81179,0.81179,0.81180,0.81181,0.81178,0.81178,0.81176,0.81180,0.81181,0.81183,0.81185,0.81188,0.81190,0.81189,0.81186,0.81185,0.81180,0.81176,0.81179,0.81181,0.81184,0.81183,0.81183,0.81187,0.81188,0.81186,0.81184,0.81182,0.81178,0.81181,0.81184,0.81181,0.81182,0.81189,0.81189,0.81188,0.81185,0.81186,0.81185,0.81186,0.81188,0.81187,0.81184,0.81184,0.81188,0.81188,0.81186,0.81186,0.81188,0.81184,0.81182,0.81184,0.81184,0.81183,0.81182
2.27000,1.00000,0.69903,0.58042,0.51629,0.47385,0.44239,0.41728,0.39653,0.37878,0.36351,0.35015,0.33829,0.32767,0.31808,0.30946,0.30160,0.29458,0.28818,0.28238,0.27710,0.27224,0.26779,0.26369,0.25995,0.25652,0.25341,0.25052,0.24788,0.24549,0.24333,0.24133,0.23935,0.23756,0.23585,0.23424,0.23269,0.23103,0.22940,0.22785,0.22625,0.22483,0.22328,0.22177,0.22025,0.21875,0.21730,0.21594,0.21458,0.21333,0.21219,0.21126,0.21037,0.20964,0.20896,0.20839,0.20784,0.20719,0.20661,0.20596,0.20531,0.20466,0.20403,0.20343,0.20281,0.20217,0.20153,0.20093,0.20029,0.19962,0.19895,0.19845,0.19795,0.19769,0.19741,0.19719,0.19711
2.12000,1.00000,0.82118,0.77166,0.75344,0.74521,0.74092,0.73845,0.73697,0.73605,0.73549,0.73512,0.73490,0.73477,0.73467,0.73459,0.73453,0.73447,0.73442,0.73440,0.73440,0.73445,0.73448,0.73451,0.73448,0.73445,0.73444,0.73444,0.73442,0.73440,0.73435,0.73431,0.73428,0.73425,0.73426,0.73423,0.73423,0.73422,0.73423,0.73429,0.73431,0.73430,0.73429,0.73426,0.73426,0.73425,0.73425,0.73417,0.73417,0.73413,0.73412,0.73412,0.73416,0.73416,0.73418,0.73423,0.73425,0.73430,0.73430,0.73431,0.73424,0.73420,0.73423,0.73421,0.73422,0.73422,0.73419,0.73416,0.73419,0.73423,0.73420,0.73420,0.73417,0.73415,0.73415,0.73414,0.73417
2.20000,1.00000,0.77489,0.70302,0.67211,0.65583,0.64609,0.63986,0.63567,0.63272,0.63064,0.62916,0.62795,0.62698,0.62626,0.62571,0.62532,0.62500,0.62470,0.62449,0.62440,0.62433,0.62428,0.62425,0.62420,0.62420,0.62416,0.62411,0.62402,0.62395,0.62385,0.62374,0.62360,0.62350,0.62341,0.62343,0.62348,0.62349,0.62346,0.62351,0.62349,0.62347,0.62354,0.62363,0.62365,0.62375,0.62390,0.62399,0.62402,0.62404,0.62408,0.62407,0.62411,0.62418,0.62422,0.62422,0.62420,0.62417,0.62409,0.62405,0.62401,0.62391,0.62383,0.62379,0.62371,0.62361,0.62352,0.62341,0.62330,0.62327,0.62328,0.62325,0.62321,0.62328,0.62323,0.62323,0.62319
2.04000,1.00000,0.85786,0.82367,0.81299,0.80892,0.80715,0.80629,0.80594,0.80574,0.80562,0.80557,0.80554,0.80552,0.80549,0.80549,0.80548,0.80550,0.80553,0.80555,0.80551,0.80551,0.80551,0.80552,0.80552,0.80550,0.80553,0.80558,0.80561,0.80561,0.80562,0.80560,0.80557,0.80555,0.80551,0.80551,0.80554,0.80550,0.80550,0.80552,0.80553,0.80554,0.80554,0.80553,0.80554,0.80553,0.80549,0.80552,0.80553,0.80553,0.80552,0.80551,0.80550,0.80551,0.80553,0.80553,0.80555,0.80550,0.80547,0.80550,0.80548,0.80550,0.80550,0.80550,0.80550,0.80552,0.80552,0.80553,0.80554,0.80554,0.80556,0.80555,0.80554,0.80554,0.80554,0.80549,0.80545
2.28000,1.00000,0.68954,0.56524,0.49724,0.45197,0.41835,0.39162,0.36950,0.35054,0.33405,0.31928,0.30588,0.29361,0.28225,0.27171,0.26200,0.25287,0.24445,0.23664,0.22949,0.22269,0.21631,0.21018,0.20447,0.19910,0.19405,0.18908,0.18426,0.17959,0.17529,0.17115,0.16720,0.16334,0.15980,0.15637,0.15324,0.15047,0.14801,0.14585,0.14387,0.14209,0.14046,0.13908,0.13792,0.13696,0.13623,0.13556,0.13493,0.13438,0.13380,0.13332,0.13290,0.13268,0.13255,0.13260,0.13276,0.13303,0.13350,0.13406,0.13461,0.13518,0.13583,0.13639,0.13688,0.13733,0.13758,0.13784,0.13804,0.13815,0.13828,0.13845,0.13863,0.13875,0.13885,0.13889,0.13895
2.21000,1.00000,0.76772,0.69209,0.65903,0.64137,0.63074,0.62391,0.61934,0.61621,0.61395,0.61238,0.61133,0.61072,0.61025,0.60992,0.60965,0.60941,0.60921,0.60904,0.60896,0.60898,0.60898,0.60902,0.60894,0.60878,0.60870,0.60871,0.60874,0.60874,0.60877,0.60878,0.60887,0.60885,0.60882,0.60879,0.60875,0.60872,0.60865,0.60862,0.60861,0.60867,0.60871,0.60875,0.60882,0.60883,0.60882,0.60882,0.60880,0.60879,0.60881,0.60887,0.60893,0.60902,0.60905,0.60908,0.60905,0.60910,0.60915,0.60918,0.60922,0.60930,0.60934,0.60940,0.60939,0.60934,0.60932,0.60934,0.60933,0.60941,0.60943,0.60938,0.60931,0.60927,0.60918,0.60903,0.60903
2.13000,1.00000,0.81479,0.76173,0.74114,0.73112,0.72547,0.72188,0.71940,0.71767,0.71638,0.71538,0.71457,0.71388,0.71333,0.71283,0.71240,0.71202,0.71166,0.71131,0.71103,0.71082,0.71057,0.71037,0.71017,0.71001,0.70992,0.70983,0.70983,0.70982,0.70982,0.70985,0.70979,0.70981,0.70981,0.70984,0.70978,0.70978,0.70985,0.70984,0.70981,0.70979,0.70975,0.70968,0.70966,0.70969,0.70965,0.70967,0.70967,0.70968,0.70966,0.70958,0.70962,0.70969,0.70966,0.70964,0.70959,0.70952,0.70942,0.70939,0.70943,0.70948,0.70945,0.70947,0.70958,0.70959,0.70967,0.70970,0.70966,0.70970,0.70968,0.70962,0.70962,0.70963,0.70959,0.70957,0.70957
2.05000,1.00000,0.82894,0.77313,0.74440,0.72406,0.70708,0.69170,0.67718,0.66322,0.64965,0.63639,0.62327,0.61030,0.59738,0.58454,0.57180,0.55915,0.54663,0.53415,0.52173,0.50932,0.49705,0.48489,0.47270,0.46059,0.44848,0.43644,0.42443,0.41246,0.40061,0.38876,0.37700,0.36530,0.35365,0.34202,0.33050,0.31905,0.30775,0.29655,0.28551,0.27467,0.26392,0.25331,0.24287,0.23266,0.22265,0.21278,0.20303,0.19341,0.18404,0.17492,0.16602,0.15733,0.14897,0.14093,0.13318,0.12578,0.11874,0.11204,0.10567,0.09965,0.09390,0.08854,0.08355,0.07893,0.07478,0.07101,0.06758,0.06456,0.06193,0.05967,0.05779,0.05632,0.05532,0.05467,0.05447
2.14000,1.00000,0.80983,0.75501,0.73401,0.72410,0.71881,0.71569,0.71379,0.71249,0.71162,0.71106,0.71068,0.71051,0.71036,0.71024,0.71017,0.71013,0.71008,0.71007,0.71005,0.71004,0.70999,0.70993,0.70994,0.70995,0.71000,0.71001,0.70993,0.70987,0.70987,0.70986,0.70983,0.70979,0.70976,0.70984,0.70991,0.70998,0.70999,0.71001,0.71000,0.70995,0.70991,0.70989,0.70986,0.70989,0.70987,0.70991,0.70991,0.70993,0.70997,0.71002,0.71007,0.71000,0.70992,0.70991,0.70986,0.70989,0.70987,0.70989,0.70983,0.70979,0.70977,0.70980,0.70985,0.70989,0.70986,0.70988,0.70984,0.70988,0.70987,0.70992,0.70987,0.70981,0.70982,0.70985,0.70982
2.06000,1.00000,0.84935,0.81193,0.79980,0.79503,0.79285,0.79175,0.79119,0.79090,0.79082,0.79074,0.79069,0.79063,0.79059,0.79056,0.79056,0.79058,0.79062,0.79067,0.79067,0.79064,0.79062,0.79064,0.79057,0.79061,0.79062,0.79068,0.79069,0.79068,0.79063,0.79064,0.79061,0.79059,0.79063,0.79070,0.79071,0.79072,0.79070,0.79066,0.79062,0.79059,0.79062,0.79061,0.79062,0.79067,0.79069,0.79068,0.79066,0.79065,0.79066,0.79065,0.79072,0.79077,0.79074,0.79071,0.79073,0.79073,0.79078,0.79077,0.79076,0.79074,0.79073,0.79072,0.79073,0.79074,0.79070,0.79071,0.79067,0.79064,0.79067,0.79067,0.79065,0.79063,0.79058,0.79060,0.79061
