Tiempo inicial 2016-12-04T22:24:19.668 
L=100 - Mc=50000
295.3535
298.0140
298.6051
301.5297
293.5812
294.7649
296.8017
301.4828
291.1114
293.3296
293.5102
299.6209
290.3701
292.7719
293.9327
297.8897
290.2702
292.0103
293.1691
297.4040
287.8640
291.2836
291.7573
297.2675
287.2121
290.2698
290.9822
295.3015
287.0164
289.2770
290.5215
294.4579
286.6388
287.6906
289.9711
293.5808
285.6311
289.6902
289.0014
292.9723
285.9467
288.8306
288.7493
292.2307
285.5387
288.8389
288.8862
291.6949
284.6387
287.8123
288.6080
292.1903
283.5113
288.0786
288.1464
291.1402
283.2857
288.2498
287.1839
290.2137
283.6237
286.6825
287.0551
289.8213
281.0020
286.7915
286.8971
289.8233
281.7942
285.9886
285.9606
288.5760
281.5726
286.1514
286.3384
288.2140
280.8174
284.0506
286.1456
288.3979
281.6260
284.2762
287.0791
288.8014
282.6476
283.1046
286.3389
287.2974
280.3704
282.9500
286.0211
287.0236
281.0397
282.9748
285.7060
287.6109
280.1261
282.9861
286.9421
287.8104
279.5855
282.4991
285.6790
287.2284
280.2434
280.8508
285.5092
286.8466
279.2786
280.7408
285.9272
286.3235
279.7486
280.4233
285.2102
286.6324
280.2407
281.3524
282.9001
285.8859
279.3013
280.7549
283.9896
285.4786
279.2418
279.7249
281.9829
287.0766
279.1017
280.3676
282.2954
287.3146
279.5426
281.5745
284.1766
288.6388
281.4055
280.2573
282.9523
287.7573
280.8723
279.0975
283.0070
288.3500
281.8232
280.7982
283.5391
288.8036
281.9013
281.1873
281.5668
289.4150
282.0739
280.3856
282.2303
289.6607
282.2860
280.7321
281.0292
282.2236
289.8950
280.4975
280.9116
281.8430
289.9577
280.6686
281.3241
281.5233
290.6423
281.1415
282.0263
280.2548
291.3237
281.3257
282.2751
282.0900
291.4544
281.8337
282.0402
281.9796
292.3803
282.6380
283.6902
281.6732
293.0921
282.3622
283.2715
282.0660
292.5203
282.0975
284.6235
281.3326
282.1780
292.1554
283.3871
280.8283
281.2410
291.6293
283.6960
280.9336
280.0996
290.5574
283.4678
280.4533
280.3172
290.2130
282.3763
280.2935
279.7467
288.6645
282.7288
281.4327
279.6856
289.7318
281.7226
279.3887
277.8532
289.8199
281.6441
279.1781
278.7381
289.3659
282.0307
279.7026
278.4830
289.6631
282.2007
280.4415
278.9110
289.3084
281.7480
280.1490
282.4955
282.2681
289.9925
280.7238
282.7252
283.0769
289.8989
280.2736
281.5059
281.6311
289.0416
280.1418
272.0347
258.9657
260.4937
242.0612
225.7431
224.0199
176.3187
Tiempo final 2016-12-05T03:26:05.29 
