T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2.36000,1.00000,0.62361,0.46249,0.37096,0.30930,0.26351,0.22807,0.19924,0.17523,0.15509,0.13786,0.12285,0.10977,0.09816,0.08787,0.07889,0.07093,0.06399,0.05790,0.05256,0.04801,0.04422,0.04099,0.03815,0.03580,0.03376,0.03198,0.03046,0.02935,0.02843,0.02764,0.02685,0.02624,0.02612,0.02599,0.02578,0.02534,0.02463,0.02399,0.02319,0.02225,0.02157,0.02106,0.02071,0.02074,0.02080,0.02093,0.02117,0.02176,0.02219,0.02242
1.73000,1.00000,0.94376,0.93586,0.93448,0.93419,0.93411,0.93408,0.93407,0.93407,0.93408,0.93409,0.93409,0.93409,0.93409,0.93409,0.93409,0.93408,0.93406,0.93406,0.93406,0.93408,0.93408,0.93408,0.93407,0.93407,0.93410,0.93412,0.93409,0.93408,0.93408,0.93409,0.93408,0.93407,0.93409,0.93409,0.93407,0.93408,0.93408,0.93407,0.93405,0.93406,0.93407,0.93405,0.93407,0.93408,0.93408,0.93407,0.93409,0.93408,0.93407,0.93405
1.10000,1.00000,0.99697,0.99689,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688,0.99688
3.00000,1.00000,0.40889,0.19413,0.10106,0.05584,0.03196,0.01873,0.01118,0.00674,0.00414,0.00233,0.00119,0.00051,-0.00001,-0.00034,-0.00059,-0.00053,-0.00021,-0.00009,-0.00004,-0.00016,-0.00024,-0.00036,-0.00038,-0.00028,-0.00032,0.00000,0.00025,0.00039,0.00050,0.00030,0.00015,0.00016,0.00005,-0.00020,-0.00041,-0.00042,-0.00047,-0.00068,-0.00079,-0.00097,-0.00130,-0.00134,-0.00118,-0.00080,-0.00064,-0.00059,-0.00067,-0.00024,-0.00007,-0.00012
2.37000,1.00000,0.61679,0.45258,0.35948,0.29705,0.25095,0.21491,0.18566,0.16169,0.14199,0.12536,0.11154,0.09977,0.08974,0.08099,0.07327,0.06620,0.05971,0.05392,0.04869,0.04407,0.03993,0.03624,0.03293,0.02990,0.02694,0.02433,0.02207,0.02033,0.01851,0.01687,0.01537,0.01436,0.01363,0.01299,0.01259,0.01248,0.01252,0.01258,0.01247,0.01219,0.01179,0.01117,0.01065,0.01021,0.00970,0.00929,0.00884,0.00845,0.00802,0.00785
1.74000,1.00000,0.94223,0.93406,0.93267,0.93238,0.93232,0.93231,0.93231,0.93230,0.93230,0.93231,0.93231,0.93230,0.93230,0.93232,0.93231,0.93231,0.93229,0.93230,0.93231,0.93232,0.93232,0.93230,0.93231,0.93231,0.93230,0.93230,0.93231,0.93232,0.93233,0.93232,0.93232,0.93231,0.93231,0.93231,0.93229,0.93229,0.93230,0.93230,0.93231,0.93232,0.93232,0.93231,0.93231,0.93231,0.93232,0.93231,0.93230,0.93231,0.93233,0.93230
1.11000,1.00000,0.99682,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99671,0.99671,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99671,0.99672,0.99672,0.99672,0.99672
3.01000,1.00000,0.40701,0.19242,0.09978,0.05469,0.03128,0.01829,0.01069,0.00609,0.00337,0.00149,0.00021,-0.00037,-0.00062,-0.00060,-0.00027,0.00013,0.00018,0.00021,0.00010,0.00005,0.00006,-0.00012,-0.00026,-0.00038,-0.00045,-0.00032,-0.00038,-0.00029,-0.00018,-0.00023,-0.00021,0.00023,0.00036,0.00049,0.00051,0.00049,0.00036,0.00033,0.00050,0.00038,0.00014,0.00011,0.00008,-0.00016,-0.00039,-0.00070,-0.00083,-0.00082,-0.00079,-0.00100
2.38000,1.00000,0.61566,0.45233,0.36079,0.29980,0.25505,0.22031,0.19260,0.16985,0.15065,0.13428,0.11999,0.10756,0.09662,0.08705,0.07854,0.07092,0.06406,0.05774,0.05210,0.04707,0.04242,0.03820,0.03451,0.03104,0.02804,0.02528,0.02260,0.01980,0.01746,0.01540,0.01354,0.01160,0.00972,0.00759,0.00568,0.00393,0.00210,0.00057,-0.00084,-0.00213,-0.00321,-0.00414,-0.00493,-0.00569,-0.00626,-0.00651,-0.00690,-0.00710,-0.00730,-0.00741
1.75000,1.00000,0.94028,0.93169,0.93017,0.92987,0.92981,0.92979,0.92977,0.92977,0.92977,0.92976,0.92977,0.92978,0.92978,0.92977,0.92977,0.92977,0.92977,0.92978,0.92977,0.92976,0.92979,0.92979,0.92979,0.92979,0.92980,0.92978,0.92975,0.92976,0.92978,0.92978,0.92979,0.92980,0.92979,0.92977,0.92976,0.92975,0.92977,0.92979,0.92977,0.92978,0.92978,0.92977,0.92977,0.92977,0.92977,0.92977,0.92979,0.92981,0.92980,0.92978
1.12000,1.00000,0.99650,0.99639,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638,0.99638
3.02000,1.00000,0.40510,0.18984,0.09708,0.05223,0.02892,0.01658,0.00964,0.00548,0.00298,0.00169,0.00100,0.00083,0.00087,0.00096,0.00093,0.00087,0.00084,0.00075,0.00092,0.00120,0.00142,0.00144,0.00150,0.00143,0.00111,0.00066,0.00018,-0.00017,-0.00034,-0.00058,-0.00076,-0.00086,-0.00097,-0.00089,-0.00064,-0.00052,-0.00023,0.00001,0.00012,0.00008,-0.00031,-0.00074,-0.00089,-0.00087,-0.00095,-0.00111,-0.00145,-0.00153,-0.00166,-0.00180
2.39000,1.00000,0.60769,0.44007,0.34560,0.28262,0.23645,0.20056,0.17178,0.14808,0.12815,0.11132,0.09690,0.08434,0.07318,0.06353,0.05514,0.04793,0.04140,0.03563,0.03052,0.02572,0.02144,0.01785,0.01472,0.01188,0.00939,0.00697,0.00466,0.00258,0.00072,-0.00098,-0.00242,-0.00388,-0.00494,-0.00600,-0.00692,-0.00761,-0.00810,-0.00839,-0.00905,-0.00979,-0.01076,-0.01192,-0.01289,-0.01394,-0.01482,-0.01563,-0.01621,-0.01665,-0.01692,-0.01705
1.76000,1.00000,0.93833,0.92929,0.92768,0.92738,0.92731,0.92727,0.92726,0.92726,0.92729,0.92728,0.92730,0.92729,0.92728,0.92729,0.92726,0.92726,0.92726,0.92725,0.92727,0.92728,0.92728,0.92726,0.92725,0.92728,0.92727,0.92727,0.92728,0.92729,0.92729,0.92727,0.92729,0.92729,0.92728,0.92727,0.92727,0.92727,0.92728,0.92726,0.92728,0.92727,0.92725,0.92725,0.92726,0.92729,0.92728,0.92728,0.92725,0.92729,0.92728,0.92727
1.13000,1.00000,0.99631,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619,0.99619
3.03000,1.00000,0.40280,0.18788,0.09581,0.05196,0.02948,0.01712,0.01002,0.00600,0.00369,0.00222,0.00106,0.00033,0.00002,0.00012,0.00012,0.00020,0.00021,0.00004,0.00010,0.00004,0.00011,0.00031,0.00054,0.00106,0.00118,0.00101,0.00080,0.00027,0.00002,-0.00011,-0.00026,-0.00045,-0.00029,-0.00023,-0.00024,0.00003,0.00031,0.00004,-0.00051,-0.00097,-0.00112,-0.00132,-0.00129,-0.00091,-0.00073,-0.00031,-0.00002,0.00010,-0.00017,-0.00029
2.40000,1.00000,0.60077,0.42964,0.33355,0.26983,0.22333,0.18782,0.15996,0.13752,0.11899,0.10346,0.09027,0.07910,0.06963,0.06119,0.05366,0.04693,0.04113,0.03582,0.03115,0.02686,0.02304,0.01970,0.01674,0.01410,0.01181,0.00960,0.00761,0.00596,0.00437,0.00286,0.00153,0.00040,-0.00075,-0.00189,-0.00301,-0.00429,-0.00544,-0.00632,-0.00707,-0.00799,-0.00891,-0.00975,-0.01045,-0.01081,-0.01083,-0.01082,-0.01055,-0.01047,-0.01024,-0.01008
1.77000,1.00000,0.93601,0.92638,0.92457,0.92417,0.92409,0.92408,0.92406,0.92405,0.92404,0.92404,0.92404,0.92405,0.92406,0.92406,0.92407,0.92406,0.92406,0.92405,0.92406,0.92405,0.92404,0.92403,0.92404,0.92404,0.92405,0.92403,0.92404,0.92404,0.92404,0.92405,0.92405,0.92405,0.92406,0.92405,0.92404,0.92403,0.92404,0.92406,0.92406,0.92405,0.92405,0.92404,0.92406,0.92404,0.92405,0.92407,0.92405,0.92406,0.92406,0.92407
1.14000,1.00000,0.99614,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601,0.99601
3.04000,1.00000,0.40105,0.18582,0.09394,0.04998,0.02725,0.01528,0.00874,0.00477,0.00252,0.00103,0.00036,-0.00017,-0.00052,-0.00078,-0.00071,-0.00050,-0.00010,0.00022,0.00061,0.00088,0.00096,0.00074,0.00029,0.00010,-0.00000,0.00015,0.00032,0.00047,0.00055,0.00077,0.00064,0.00069,0.00071,0.00075,0.00087,0.00065,0.00056,0.00044,0.00033,0.00015,0.00009,0.00006,0.00016,0.00005,0.00005,0.00020,0.00014,0.00033,0.00059,0.00069
2.41000,1.00000,0.59377,0.41908,0.32038,0.25457,0.20678,0.17022,0.14134,0.11828,0.09966,0.08452,0.07189,0.06138,0.05256,0.04486,0.03862,0.03330,0.02894,0.02524,0.02173,0.01857,0.01597,0.01389,0.01212,0.01070,0.00983,0.00910,0.00875,0.00867,0.00873,0.00863,0.00858,0.00849,0.00811,0.00762,0.00710,0.00652,0.00599,0.00541,0.00455,0.00376,0.00280,0.00172,0.00064,-0.00011,-0.00068,-0.00088,-0.00117,-0.00141,-0.00152,-0.00141
1.78000,1.00000,0.93384,0.92367,0.92174,0.92133,0.92125,0.92122,0.92122,0.92122,0.92121,0.92118,0.92118,0.92118,0.92118,0.92121,0.92120,0.92119,0.92119,0.92117,0.92119,0.92120,0.92119,0.92121,0.92120,0.92120,0.92121,0.92122,0.92120,0.92120,0.92119,0.92121,0.92122,0.92119,0.92120,0.92120,0.92119,0.92119,0.92118,0.92116,0.92118,0.92121,0.92119,0.92119,0.92119,0.92119,0.92120,0.92120,0.92120,0.92120,0.92120,0.92121
1.15000,1.00000,0.99577,0.99563,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562
3.05000,1.00000,0.39934,0.18462,0.09349,0.04986,0.02777,0.01612,0.00981,0.00623,0.00373,0.00231,0.00155,0.00117,0.00118,0.00092,0.00077,0.00044,0.00034,0.00008,0.00002,-0.00013,0.00003,-0.00013,-0.00026,-0.00067,-0.00059,-0.00060,-0.00053,-0.00045,-0.00029,-0.00000,-0.00015,-0.00032,-0.00026,-0.00045,-0.00045,-0.00049,0.00004,0.00033,0.00035,0.00042,0.00045,0.00052,0.00056,0.00048,0.00044,0.00039,0.00014,0.00004,-0.00007,-0.00021
2.42000,1.00000,0.59188,0.41751,0.32010,0.25587,0.20977,0.17454,0.14686,0.12473,0.10661,0.09175,0.07940,0.06901,0.06031,0.05316,0.04707,0.04167,0.03669,0.03247,0.02872,0.02513,0.02178,0.01862,0.01574,0.01315,0.01096,0.00891,0.00709,0.00558,0.00403,0.00273,0.00132,-0.00010,-0.00160,-0.00303,-0.00421,-0.00509,-0.00579,-0.00594,-0.00557,-0.00515,-0.00457,-0.00387,-0.00308,-0.00222,-0.00136,-0.00044,0.00051,0.00133,0.00201,0.00213
1.79000,1.00000,0.93247,0.92202,0.92005,0.91961,0.91948,0.91944,0.91944,0.91945,0.91942,0.91941,0.91941,0.91941,0.91940,0.91942,0.91942,0.91942,0.91945,0.91943,0.91943,0.91943,0.91942,0.91942,0.91942,0.91943,0.91942,0.91944,0.91944,0.91943,0.91943,0.91943,0.91943,0.91942,0.91943,0.91944,0.91944,0.91946,0.91942,0.91944,0.91942,0.91944,0.91945,0.91946,0.91942,0.91943,0.91945,0.91944,0.91945,0.91946,0.91946,0.91944
1.16000,1.00000,0.99552,0.99536,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535,0.99535
3.06000,1.00000,0.39707,0.18246,0.09169,0.04876,0.02694,0.01512,0.00835,0.00457,0.00256,0.00149,0.00073,0.00028,-0.00002,-0.00038,-0.00084,-0.00084,-0.00078,-0.00080,-0.00098,-0.00118,-0.00122,-0.00104,-0.00051,-0.00007,0.00017,0.00033,0.00035,0.00038,0.00061,0.00066,0.00071,0.00038,0.00006,-0.00010,0.00001,0.00019,0.00041,0.00047,0.00040,0.00028,0.00002,0.00012,0.00019,0.00037,0.00001,-0.00029,-0.00022,-0.00022,-0.00012,0.00004
2.43000,1.00000,0.58627,0.40906,0.31040,0.24579,0.19889,0.16341,0.13544,0.11286,0.09462,0.07946,0.06700,0.05654,0.04784,0.04059,0.03444,0.02937,0.02510,0.02150,0.01866,0.01640,0.01465,0.01330,0.01204,0.01069,0.00929,0.00777,0.00637,0.00512,0.00377,0.00251,0.00108,-0.00026,-0.00132,-0.00230,-0.00272,-0.00330,-0.00360,-0.00374,-0.00385,-0.00414,-0.00465,-0.00506,-0.00531,-0.00564,-0.00584,-0.00598,-0.00588,-0.00589,-0.00593,-0.00584
1.80000,1.00000,0.92964,0.91846,0.91629,0.91581,0.91565,0.91566,0.91565,0.91563,0.91564,0.91563,0.91564,0.91563,0.91564,0.91564,0.91562,0.91563,0.91563,0.91562,0.91564,0.91563,0.91563,0.91564,0.91564,0.91564,0.91564,0.91565,0.91565,0.91566,0.91565,0.91565,0.91564,0.91564,0.91562,0.91563,0.91562,0.91563,0.91563,0.91564,0.91563,0.91563,0.91563,0.91563,0.91565,0.91565,0.91564,0.91564,0.91563,0.91565,0.91563,0.91564
1.17000,1.00000,0.99522,0.99504,0.99503,0.99503,0.99504,0.99503,0.99503,0.99504,0.99503,0.99504,0.99503,0.99503,0.99503,0.99503,0.99504,0.99504,0.99503,0.99504,0.99503,0.99504,0.99504,0.99503,0.99503,0.99503,0.99504,0.99503,0.99503,0.99504,0.99504,0.99503,0.99503,0.99503,0.99503,0.99503,0.99504,0.99504,0.99503,0.99503,0.99504,0.99503,0.99504,0.99504,0.99503,0.99503,0.99504,0.99504,0.99504,0.99504,0.99503,0.99503
3.07000,1.00000,0.39578,0.18114,0.09070,0.04806,0.02635,0.01474,0.00872,0.00572,0.00370,0.00249,0.00205,0.00147,0.00138,0.00141,0.00102,0.00086,0.00063,0.00029,-0.00003,-0.00012,-0.00022,-0.00027,-0.00021,0.00000,0.00039,0.00076,0.00100,0.00073,0.00040,0.00047,0.00031,0.00010,0.00005,0.00001,-0.00021,-0.00029,0.00004,0.00002,-0.00040,-0.00066,-0.00073,-0.00054,-0.00009,0.00009,0.00013,0.00033,0.00024,-0.00004,0.00015,0.00026
2.44000,1.00000,0.58077,0.40153,0.30185,0.23667,0.19037,0.15566,0.12882,0.10772,0.09091,0.07715,0.06549,0.05578,0.04768,0.04078,0.03488,0.02974,0.02532,0.02136,0.01796,0.01483,0.01196,0.00939,0.00725,0.00536,0.00410,0.00316,0.00228,0.00150,0.00094,0.00082,0.00081,0.00101,0.00128,0.00176,0.00259,0.00365,0.00462,0.00537,0.00604,0.00680,0.00771,0.00829,0.00868,0.00902,0.00959,0.01010,0.01052,0.01076,0.01083,0.01076
1.81000,1.00000,0.92753,0.91580,0.91342,0.91286,0.91272,0.91265,0.91267,0.91264,0.91263,0.91264,0.91265,0.91267,0.91264,0.91266,0.91265,0.91266,0.91267,0.91266,0.91265,0.91263,0.91265,0.91265,0.91265,0.91265,0.91267,0.91264,0.91266,0.91266,0.91266,0.91264,0.91265,0.91265,0.91266,0.91265,0.91262,0.91264,0.91264,0.91267,0.91263,0.91261,0.91263,0.91266,0.91265,0.91263,0.91264,0.91266,0.91267,0.91266,0.91265,0.91264
1.18000,1.00000,0.99494,0.99476,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99475,0.99474
3.08000,1.00000,0.39343,0.17868,0.08864,0.04655,0.02536,0.01424,0.00839,0.00486,0.00311,0.00224,0.00170,0.00135,0.00117,0.00104,0.00104,0.00081,0.00073,0.00085,0.00095,0.00113,0.00110,0.00071,0.00042,0.00030,0.00001,-0.00019,-0.00032,-0.00050,-0.00078,-0.00069,-0.00037,-0.00004,0.00008,0.00006,0.00045,0.00054,0.00072,0.00068,0.00060,0.00073,0.00061,0.00030,0.00005,-0.00009,-0.00026,-0.00042,-0.00054,-0.00055,-0.00051,-0.00046
2.45000,1.00000,0.57501,0.39314,0.29238,0.22690,0.18046,0.14587,0.11931,0.09817,0.08118,0.06718,0.05582,0.04681,0.03944,0.03293,0.02722,0.02245,0.01814,0.01421,0.01086,0.00783,0.00551,0.00368,0.00224,0.00105,0.00016,-0.00051,-0.00121,-0.00157,-0.00184,-0.00202,-0.00180,-0.00159,-0.00149,-0.00135,-0.00120,-0.00083,-0.00050,-0.00024,-0.00000,0.00020,0.00041,0.00049,0.00033,0.00002,-0.00043,-0.00088,-0.00123,-0.00159,-0.00183,-0.00172
1.82000,1.00000,0.89048,0.84947,0.82138,0.79673,0.77326,0.75040,0.72791,0.70577,0.68393,0.66235,0.64101,0.61980,0.59876,0.57787,0.55714,0.53656,0.51617,0.49598,0.47613,0.45663,0.43768,0.41934,0.40176,0.38510,0.36941,0.35479,0.34121,0.32878,0.31757,0.30741,0.29824,0.29000,0.28266,0.27611,0.27031,0.26524,0.26087,0.25713,0.25388,0.25109,0.24873,0.24678,0.24518,0.24384,0.24272,0.24184,0.24117,0.24070,0.24045,0.24037
1.19000,1.00000,0.96691,0.94115,0.91680,0.89323,0.87020,0.84756,0.82528,0.80340,0.78199,0.76123,0.74136,0.72264,0.70537,0.68986,0.67634,0.66486,0.65530,0.64757,0.64154,0.63692,0.63352,0.63103,0.62923,0.62787,0.62673,0.62570,0.62473,0.62381,0.62295,0.62213,0.62137,0.62064,0.61993,0.61927,0.61865,0.61809,0.61756,0.61708,0.61662,0.61619,0.61580,0.61545,0.61514,0.61485,0.61460,0.61439,0.61422,0.61411,0.61404,0.61402
3.09000,1.00000,0.39213,0.17746,0.08767,0.04563,0.02470,0.01359,0.00782,0.00464,0.00312,0.00217,0.00158,0.00105,0.00076,0.00039,-0.00000,-0.00007,-0.00015,-0.00038,-0.00042,-0.00063,-0.00053,-0.00066,-0.00076,-0.00087,-0.00086,-0.00107,-0.00109,-0.00106,-0.00101,-0.00095,-0.00076,-0.00073,-0.00074,-0.00067,-0.00044,-0.00041,-0.00024,-0.00010,0.00009,-0.00005,-0.00013,-0.00010,-0.00018,-0.00022,-0.00036,-0.00045,-0.00050,-0.00042,-0.00010,-0.00004
2.46000,1.00000,0.57280,0.39099,0.29075,0.22596,0.18021,0.14615,0.12001,0.09962,0.08324,0.06990,0.05895,0.04965,0.04198,0.03535,0.02973,0.02503,0.02121,0.01796,0.01540,0.01317,0.01129,0.00963,0.00795,0.00640,0.00508,0.00417,0.00318,0.00239,0.00177,0.00123,0.00071,0.00085,0.00103,0.00139,0.00152,0.00163,0.00156,0.00151,0.00173,0.00207,0.00253,0.00317,0.00388,0.00464,0.00544,0.00580,0.00593,0.00596,0.00609,0.00601
1.83000,1.00000,0.92276,0.90988,0.90718,0.90652,0.90632,0.90625,0.90627,0.90627,0.90629,0.90632,0.90630,0.90628,0.90628,0.90628,0.90629,0.90628,0.90628,0.90628,0.90628,0.90627,0.90626,0.90626,0.90627,0.90627,0.90630,0.90632,0.90627,0.90627,0.90628,0.90627,0.90628,0.90630,0.90630,0.90631,0.90630,0.90629,0.90629,0.90629,0.90629,0.90628,0.90627,0.90627,0.90628,0.90630,0.90630,0.90630,0.90629,0.90629,0.90631,0.90628
1.20000,1.00000,0.96656,0.94075,0.91643,0.89290,0.86992,0.84735,0.82508,0.80302,0.78116,0.75945,0.73787,0.71640,0.69503,0.67374,0.65254,0.63142,0.61043,0.58967,0.56930,0.54960,0.53086,0.51332,0.49708,0.48213,0.46854,0.45638,0.44568,0.43650,0.42883,0.42272,0.41812,0.41480,0.41244,0.41084,0.40974,0.40899,0.40851,0.40818,0.40794,0.40775,0.40761,0.40751,0.40744,0.40740,0.40738,0.40737,0.40737,0.40737,0.40737,0.40737
3.10000,1.00000,0.38962,0.17475,0.08565,0.04435,0.02379,0.01329,0.00748,0.00398,0.00178,0.00057,-0.00003,0.00001,-0.00001,0.00013,0.00012,0.00012,0.00028,0.00015,0.00040,0.00060,0.00068,0.00073,0.00068,0.00076,0.00057,0.00044,0.00010,-0.00008,-0.00026,-0.00026,-0.00041,-0.00039,-0.00034,-0.00043,-0.00058,-0.00062,-0.00033,-0.00021,-0.00007,0.00030,0.00035,0.00021,0.00011,0.00015,0.00035,0.00040,0.00047,0.00093,0.00103,0.00093
2.47000,1.00000,0.56476,0.37945,0.27724,0.21151,0.16514,0.13089,0.10485,0.08444,0.06832,0.05535,0.04484,0.03620,0.02930,0.02389,0.01932,0.01530,0.01196,0.00927,0.00709,0.00506,0.00319,0.00176,0.00059,0.00008,-0.00003,0.00011,0.00043,0.00085,0.00134,0.00172,0.00208,0.00229,0.00242,0.00267,0.00305,0.00333,0.00363,0.00384,0.00407,0.00441,0.00460,0.00477,0.00493,0.00543,0.00590,0.00631,0.00677,0.00700,0.00707,0.00710
1.84000,1.00000,0.88554,0.84292,0.81408,0.78902,0.76533,0.74242,0.72005,0.69815,0.67652,0.65509,0.63393,0.61303,0.59239,0.57190,0.55160,0.53143,0.51141,0.49151,0.47172,0.45206,0.43263,0.41333,0.39419,0.37525,0.35650,0.33797,0.31969,0.30185,0.28438,0.26735,0.25095,0.23519,0.22020,0.20609,0.19304,0.18111,0.17043,0.16099,0.15275,0.14549,0.13909,0.13353,0.12878,0.12472,0.12132,0.11860,0.11645,0.11497,0.11415,0.11387
1.21000,1.00000,0.96634,0.94069,0.91660,0.89337,0.87069,0.84843,0.82647,0.80474,0.78318,0.76178,0.74053,0.71942,0.69842,0.67753,0.65673,0.63601,0.61539,0.59484,0.57436,0.55396,0.53361,0.51338,0.49326,0.47334,0.45375,0.43473,0.41662,0.39979,0.38461,0.37138,0.36015,0.35080,0.34305,0.33670,0.33165,0.32780,0.32507,0.32335,0.32239,0.32191,0.32167,0.32155,0.32149,0.32146,0.32142,0.32141,0.32140,0.32140,0.32139,0.32137
3.11000,1.00000,0.38734,0.17267,0.08376,0.04250,0.02209,0.01162,0.00602,0.00302,0.00133,0.00040,-0.00008,-0.00034,0.00005,0.00018,0.00040,0.00056,0.00043,0.00069,0.00078,0.00065,0.00014,-0.00025,-0.00062,-0.00072,-0.00090,-0.00059,-0.00044,-0.00004,-0.00002,0.00009,-0.00018,-0.00049,-0.00093,-0.00118,-0.00121,-0.00103,-0.00084,-0.00091,-0.00052,-0.00030,-0.00033,-0.00016,0.00013,0.00016,0.00009,0.00038,0.00035,0.00005,-0.00009,-0.00014
2.48000,1.00000,0.56006,0.37245,0.26925,0.20288,0.15613,0.12147,0.09485,0.07447,0.05874,0.04647,0.03693,0.02972,0.02407,0.01975,0.01602,0.01309,0.01056,0.00852,0.00685,0.00536,0.00384,0.00233,0.00105,-0.00024,-0.00142,-0.00229,-0.00294,-0.00355,-0.00370,-0.00390,-0.00386,-0.00343,-0.00307,-0.00260,-0.00210,-0.00174,-0.00135,-0.00101,-0.00074,-0.00048,-0.00077,-0.00102,-0.00151,-0.00211,-0.00248,-0.00247,-0.00251,-0.00250,-0.00242,-0.00232
1.85000,1.00000,0.91821,0.90424,0.90130,0.90057,0.90037,0.90032,0.90034,0.90030,0.90029,0.90027,0.90027,0.90028,0.90027,0.90026,0.90030,0.90032,0.90029,0.90029,0.90029,0.90030,0.90029,0.90029,0.90030,0.90034,0.90033,0.90029,0.90030,0.90031,0.90031,0.90033,0.90030,0.90029,0.90027,0.90026,0.90027,0.90025,0.90029,0.90025,0.90028,0.90027,0.90028,0.90026,0.90028,0.90029,0.90024,0.90027,0.90027,0.90027,0.90027,0.90028
1.22000,1.00000,0.96547,0.93941,0.91490,0.89122,0.86810,0.84537,0.82293,0.80069,0.77862,0.75670,0.73490,0.71319,0.69157,0.67003,0.64856,0.62717,0.60587,0.58465,0.56351,0.54242,0.52142,0.50048,0.47960,0.45877,0.43798,0.41725,0.39655,0.37588,0.35524,0.33463,0.31406,0.29353,0.27307,0.25272,0.23264,0.21304,0.19418,0.17639,0.15987,0.14479,0.13130,0.11946,0.10921,0.10033,0.09266,0.08616,0.08093,0.07707,0.07467,0.07386
