T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3.12000,1.00000,0.38628,0.17215,0.08372,0.04251,0.02217,0.01193,0.00624,0.00337,0.00157,0.00058,0.00013,-0.00018,-0.00011,-0.00014,0.00007,0.00017,0.00049,0.00039,0.00021,0.00004,0.00002,0.00021,0.00046,0.00067,0.00058,0.00035,0.00028,0.00033,0.00033,0.00041,0.00021,0.00008,-0.00021,-0.00030,-0.00027,-0.00015,-0.00024,-0.00014,-0.00017,-0.00009,-0.00031,-0.00050,-0.00060,-0.00042,-0.00018,0.00014,0.00028,0.00047,0.00043,0.00043
2.49000,1.00000,0.55719,0.36932,0.26683,0.20154,0.15598,0.12274,0.09781,0.07849,0.06321,0.05098,0.04147,0.03390,0.02788,0.02317,0.01924,0.01602,0.01338,0.01131,0.00959,0.00821,0.00707,0.00589,0.00502,0.00429,0.00382,0.00369,0.00373,0.00350,0.00316,0.00289,0.00287,0.00305,0.00303,0.00299,0.00309,0.00338,0.00357,0.00377,0.00365,0.00350,0.00318,0.00312,0.00309,0.00313,0.00304,0.00299,0.00312,0.00290,0.00271,0.00253
1.86000,1.00000,0.88094,0.83758,0.80890,0.78425,0.76116,0.73891,0.71716,0.69578,0.67476,0.65392,0.63333,0.61292,0.59266,0.57264,0.55278,0.53303,0.51339,0.49387,0.47455,0.45530,0.43613,0.41706,0.39808,0.37920,0.36035,0.34165,0.32300,0.30440,0.28579,0.26724,0.24877,0.23047,0.21229,0.19432,0.17661,0.15910,0.14194,0.12525,0.10902,0.09342,0.07854,0.06451,0.05155,0.03970,0.02930,0.02046,0.01353,0.00846,0.00539,0.00439
1.23000,1.00000,0.99324,0.99294,0.99292,0.99292,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99292,0.99292,0.99292,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99292,0.99292,0.99292,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99293,0.99292,0.99292,0.99293,0.99293
3.13000,1.00000,0.38372,0.16935,0.08156,0.04117,0.02138,0.01133,0.00594,0.00308,0.00136,0.00068,0.00041,0.00006,-0.00020,-0.00006,0.00013,0.00015,-0.00023,-0.00025,-0.00016,-0.00029,-0.00036,-0.00012,-0.00013,-0.00020,-0.00006,0.00002,0.00002,0.00006,0.00028,0.00032,0.00041,0.00036,0.00026,0.00039,0.00033,0.00039,0.00026,-0.00013,-0.00029,-0.00055,-0.00054,-0.00045,-0.00056,-0.00041,-0.00043,-0.00018,-0.00005,-0.00012,-0.00010,-0.00004
2.50000,1.00000,0.55278,0.36270,0.25883,0.19272,0.14688,0.11361,0.08858,0.06970,0.05514,0.04385,0.03504,0.02820,0.02275,0.01851,0.01512,0.01244,0.01019,0.00830,0.00680,0.00587,0.00547,0.00503,0.00461,0.00450,0.00437,0.00435,0.00437,0.00453,0.00475,0.00484,0.00488,0.00495,0.00506,0.00509,0.00501,0.00491,0.00484,0.00484,0.00495,0.00513,0.00530,0.00547,0.00569,0.00561,0.00578,0.00578,0.00581,0.00585,0.00576,0.00570
1.87000,1.00000,0.91273,0.89702,0.89348,0.89253,0.89222,0.89211,0.89206,0.89204,0.89203,0.89202,0.89201,0.89204,0.89205,0.89204,0.89203,0.89202,0.89201,0.89203,0.89204,0.89210,0.89208,0.89207,0.89206,0.89209,0.89210,0.89205,0.89205,0.89203,0.89205,0.89205,0.89204,0.89201,0.89204,0.89209,0.89207,0.89205,0.89205,0.89204,0.89208,0.89207,0.89203,0.89202,0.89200,0.89202,0.89205,0.89204,0.89204,0.89205,0.89204,0.89205
1.24000,1.00000,0.99286,0.99255,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254,0.99254
3.14000,1.00000,0.38324,0.16952,0.08221,0.04195,0.02191,0.01164,0.00621,0.00340,0.00189,0.00107,0.00061,0.00034,0.00006,-0.00010,-0.00015,-0.00012,-0.00004,0.00003,0.00016,0.00019,0.00029,-0.00005,-0.00032,-0.00042,-0.00078,-0.00084,-0.00058,-0.00048,-0.00029,-0.00018,0.00017,0.00065,0.00066,0.00057,0.00040,0.00025,0.00031,0.00018,0.00021,0.00020,0.00047,0.00056,0.00063,0.00056,0.00043,0.00052,0.00042,0.00017,0.00016,0.00020
2.51000,1.00000,0.54767,0.35605,0.25216,0.18638,0.14103,0.10836,0.08401,0.06524,0.05065,0.03936,0.03101,0.02468,0.01958,0.01544,0.01219,0.00989,0.00813,0.00686,0.00586,0.00504,0.00430,0.00365,0.00327,0.00293,0.00271,0.00296,0.00362,0.00402,0.00409,0.00393,0.00378,0.00356,0.00361,0.00377,0.00388,0.00406,0.00406,0.00393,0.00335,0.00289,0.00259,0.00221,0.00199,0.00187,0.00168,0.00142,0.00116,0.00126,0.00143,0.00146
1.88000,1.00000,0.91052,0.89426,0.89061,0.88959,0.88926,0.88918,0.88917,0.88913,0.88914,0.88914,0.88912,0.88910,0.88912,0.88913,0.88913,0.88912,0.88913,0.88912,0.88913,0.88910,0.88911,0.88915,0.88916,0.88913,0.88916,0.88918,0.88917,0.88914,0.88912,0.88916,0.88917,0.88917,0.88913,0.88915,0.88914,0.88917,0.88918,0.88918,0.88912,0.88914,0.88913,0.88916,0.88916,0.88915,0.88917,0.88916,0.88915,0.88914,0.88912,0.88915
1.25000,1.00000,0.99237,0.99200,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99198,0.99199,0.99199,0.99199,0.99198,0.99199,0.99199,0.99198,0.99198,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99198,0.99199,0.99199,0.99199,0.99199,0.99199,0.99198,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99199,0.99198
3.15000,1.00000,0.38100,0.16728,0.08044,0.04091,0.02158,0.01156,0.00631,0.00363,0.00193,0.00099,0.00051,0.00006,-0.00012,-0.00010,-0.00007,-0.00003,-0.00001,-0.00007,-0.00014,0.00024,0.00024,0.00012,0.00006,0.00000,0.00017,0.00021,0.00035,0.00036,0.00026,0.00006,-0.00003,-0.00018,-0.00030,-0.00039,-0.00044,-0.00030,-0.00024,-0.00043,-0.00036,-0.00024,-0.00026,-0.00016,-0.00011,0.00016,0.00036,0.00008,-0.00014,-0.00013,-0.00034,-0.00042
2.52000,1.00000,0.54392,0.35134,0.24730,0.18213,0.13768,0.10588,0.08275,0.06548,0.05245,0.04227,0.03423,0.02776,0.02275,0.01874,0.01568,0.01323,0.01127,0.00951,0.00800,0.00665,0.00535,0.00438,0.00344,0.00251,0.00164,0.00064,0.00004,-0.00059,-0.00090,-0.00107,-0.00096,-0.00055,-0.00027,-0.00028,-0.00038,-0.00048,-0.00041,-0.00059,-0.00074,-0.00134,-0.00234,-0.00340,-0.00443,-0.00539,-0.00622,-0.00685,-0.00736,-0.00781,-0.00800,-0.00818
1.89000,1.00000,0.90724,0.88967,0.88541,0.88409,0.88362,0.88344,0.88335,0.88336,0.88333,0.88333,0.88337,0.88336,0.88337,0.88336,0.88336,0.88341,0.88336,0.88337,0.88335,0.88337,0.88339,0.88338,0.88335,0.88333,0.88335,0.88335,0.88336,0.88339,0.88338,0.88338,0.88337,0.88338,0.88334,0.88334,0.88336,0.88336,0.88337,0.88331,0.88334,0.88337,0.88337,0.88338,0.88339,0.88336,0.88336,0.88334,0.88335,0.88338,0.88339,0.88337
1.26000,1.00000,0.99199,0.99162,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99159,0.99160,0.99160,0.99160,0.99160,0.99160,0.99159,0.99160,0.99159,0.99160,0.99160,0.99160,0.99159,0.99160,0.99159,0.99160,0.99159,0.99159,0.99159,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99160,0.99159
3.16000,1.00000,0.37947,0.16579,0.07925,0.03979,0.02055,0.01091,0.00579,0.00327,0.00165,0.00084,0.00022,-0.00012,-0.00041,-0.00043,-0.00018,0.00020,0.00022,0.00023,0.00028,0.00026,0.00047,0.00049,0.00042,0.00026,0.00029,0.00040,0.00056,0.00050,0.00049,0.00048,0.00024,0.00022,-0.00013,-0.00019,-0.00017,-0.00008,-0.00023,-0.00076,-0.00059,-0.00055,-0.00031,-0.00013,-0.00007,-0.00016,-0.00001,0.00046,0.00050,0.00036,0.00015,0.00023
2.53000,1.00000,0.54076,0.34770,0.24414,0.17941,0.13531,0.10403,0.08075,0.06320,0.04984,0.03931,0.03117,0.02475,0.01981,0.01599,0.01305,0.01084,0.00912,0.00762,0.00621,0.00516,0.00420,0.00337,0.00278,0.00235,0.00217,0.00202,0.00165,0.00146,0.00124,0.00122,0.00115,0.00093,0.00067,0.00042,-0.00001,-0.00060,-0.00119,-0.00176,-0.00214,-0.00223,-0.00227,-0.00212,-0.00175,-0.00146,-0.00112,-0.00084,-0.00068,-0.00080,-0.00071,-0.00065
1.90000,1.00000,0.90492,0.88696,0.88268,0.88144,0.88104,0.88089,0.88086,0.88083,0.88080,0.88077,0.88077,0.88074,0.88077,0.88081,0.88080,0.88082,0.88084,0.88082,0.88079,0.88078,0.88078,0.88077,0.88082,0.88082,0.88080,0.88079,0.88082,0.88084,0.88083,0.88085,0.88084,0.88082,0.88080,0.88080,0.88083,0.88082,0.88083,0.88084,0.88084,0.88084,0.88085,0.88081,0.88080,0.88083,0.88083,0.88080,0.88081,0.88080,0.88079,0.88084
1.27000,1.00000,0.96341,0.93728,0.91298,0.88958,0.86677,0.84440,0.82237,0.80060,0.77902,0.75758,0.73626,0.71506,0.69396,0.67297,0.65202,0.63117,0.61040,0.58968,0.56902,0.54841,0.52784,0.50733,0.48688,0.46650,0.44618,0.42591,0.40568,0.38548,0.36531,0.34518,0.32509,0.30505,0.28501,0.26504,0.24513,0.22536,0.20580,0.18663,0.16815,0.15082,0.13515,0.12163,0.11055,0.10198,0.09568,0.09131,0.08840,0.08656,0.08551,0.08520
3.17000,1.00000,0.37753,0.16377,0.07746,0.03854,0.01996,0.01064,0.00567,0.00298,0.00169,0.00100,0.00040,0.00030,0.00020,0.00034,0.00036,0.00004,-0.00025,-0.00064,-0.00078,-0.00095,-0.00089,-0.00099,-0.00096,-0.00078,-0.00081,-0.00051,-0.00024,-0.00003,0.00005,0.00028,0.00035,0.00015,0.00020,0.00036,0.00042,0.00023,0.00012,0.00012,0.00017,0.00040,0.00089,0.00082,0.00064,0.00053,0.00043,0.00047,0.00038,0.00018,0.00012,0.00020
2.54000,1.00000,0.53477,0.33891,0.23425,0.16913,0.12523,0.09423,0.07148,0.05455,0.04151,0.03170,0.02426,0.01851,0.01435,0.01119,0.00905,0.00737,0.00602,0.00485,0.00391,0.00289,0.00174,0.00056,-0.00027,-0.00099,-0.00153,-0.00170,-0.00191,-0.00203,-0.00197,-0.00190,-0.00192,-0.00200,-0.00235,-0.00243,-0.00264,-0.00305,-0.00309,-0.00333,-0.00348,-0.00355,-0.00378,-0.00379,-0.00396,-0.00433,-0.00479,-0.00511,-0.00518,-0.00536,-0.00551,-0.00555
1.91000,1.00000,0.88958,0.86041,0.84672,0.83696,0.82848,0.82055,0.81297,0.80560,0.79834,0.79127,0.78436,0.77766,0.77109,0.76467,0.75845,0.75254,0.74682,0.74144,0.73636,0.73168,0.72722,0.72310,0.71930,0.71584,0.71276,0.70999,0.70755,0.70545,0.70363,0.70200,0.70057,0.69931,0.69819,0.69715,0.69630,0.69557,0.69489,0.69423,0.69368,0.69315,0.69267,0.69227,0.69189,0.69163,0.69140,0.69118,0.69102,0.69095,0.69088,0.69083
1.28000,1.00000,0.99115,0.99070,0.99068,0.99068,0.99067,0.99068,0.99067,0.99068,0.99068,0.99067,0.99068,0.99068,0.99067,0.99068,0.99067,0.99067,0.99067,0.99068,0.99068,0.99068,0.99068,0.99068,0.99068,0.99068,0.99068,0.99067,0.99067,0.99068,0.99067,0.99067,0.99068,0.99068,0.99068,0.99068,0.99067,0.99067,0.99068,0.99068,0.99068,0.99067,0.99068,0.99068,0.99068,0.99068,0.99067,0.99068,0.99068,0.99068,0.99068,0.99068
3.18000,1.00000,0.37633,0.16252,0.07656,0.03789,0.01915,0.00965,0.00488,0.00242,0.00128,0.00067,0.00043,0.00025,0.00010,-0.00015,-0.00013,-0.00024,-0.00017,-0.00025,-0.00040,-0.00028,-0.00018,-0.00020,-0.00006,-0.00000,-0.00008,-0.00001,-0.00021,-0.00028,-0.00036,-0.00042,-0.00040,-0.00039,-0.00004,0.00021,0.00070,0.00067,0.00043,0.00045,0.00035,0.00015,-0.00006,-0.00046,-0.00048,-0.00042,-0.00036,-0.00010,0.00011,-0.00024,-0.00079,-0.00098
2.55000,1.00000,0.53261,0.33677,0.23237,0.16762,0.12432,0.09392,0.07211,0.05593,0.04397,0.03499,0.02824,0.02292,0.01892,0.01560,0.01270,0.01046,0.00845,0.00668,0.00533,0.00436,0.00365,0.00317,0.00278,0.00217,0.00149,0.00064,-0.00035,-0.00120,-0.00213,-0.00290,-0.00323,-0.00323,-0.00304,-0.00272,-0.00211,-0.00181,-0.00168,-0.00166,-0.00139,-0.00119,-0.00127,-0.00131,-0.00154,-0.00183,-0.00232,-0.00269,-0.00300,-0.00302,-0.00327,-0.00340
1.92000,1.00000,0.89896,0.87909,0.87412,0.87264,0.87211,0.87194,0.87185,0.87179,0.87176,0.87174,0.87175,0.87175,0.87172,0.87170,0.87170,0.87169,0.87168,0.87170,0.87170,0.87168,0.87170,0.87171,0.87172,0.87173,0.87171,0.87175,0.87177,0.87177,0.87179,0.87176,0.87175,0.87175,0.87173,0.87173,0.87176,0.87175,0.87176,0.87176,0.87176,0.87176,0.87175,0.87178,0.87179,0.87178,0.87175,0.87177,0.87176,0.87177,0.87178,0.87176
1.29000,1.00000,0.97934,0.96857,0.95881,0.94943,0.94029,0.93133,0.92252,0.91388,0.90545,0.89726,0.88939,0.88197,0.87501,0.86863,0.86295,0.85812,0.85424,0.85127,0.84909,0.84751,0.84630,0.84535,0.84454,0.84381,0.84311,0.84244,0.84181,0.84118,0.84058,0.84001,0.83949,0.83900,0.83856,0.83816,0.83779,0.83747,0.83718,0.83693,0.83670,0.83651,0.83634,0.83621,0.83609,0.83598,0.83588,0.83580,0.83573,0.83567,0.83564,0.83563
3.19000,1.00000,0.37459,0.16115,0.07597,0.03795,0.01976,0.01052,0.00586,0.00311,0.00188,0.00106,0.00043,0.00002,-0.00029,-0.00032,-0.00017,-0.00008,-0.00001,0.00004,0.00011,0.00035,0.00015,-0.00020,-0.00039,-0.00057,-0.00074,-0.00060,-0.00057,-0.00058,-0.00036,-0.00019,-0.00003,-0.00049,-0.00068,-0.00062,-0.00055,-0.00047,-0.00044,-0.00041,-0.00028,-0.00016,-0.00009,0.00015,0.00034,0.00025,0.00028,0.00036,0.00034,0.00049,0.00042,0.00044
2.56000,1.00000,0.53089,0.33535,0.23176,0.16826,0.12588,0.09598,0.07404,0.05768,0.04520,0.03548,0.02774,0.02140,0.01650,0.01261,0.00928,0.00654,0.00430,0.00270,0.00166,0.00086,0.00044,-0.00014,-0.00069,-0.00099,-0.00135,-0.00168,-0.00177,-0.00172,-0.00156,-0.00130,-0.00105,-0.00062,-0.00040,-0.00014,0.00010,0.00019,0.00032,0.00025,0.00017,0.00011,-0.00024,-0.00061,-0.00086,-0.00105,-0.00103,-0.00085,-0.00041,-0.00028,-0.00032,-0.00032
1.93000,1.00000,0.89621,0.87553,0.87028,0.86865,0.86806,0.86784,0.86779,0.86777,0.86775,0.86773,0.86775,0.86772,0.86772,0.86772,0.86769,0.86768,0.86769,0.86769,0.86770,0.86774,0.86776,0.86779,0.86778,0.86775,0.86777,0.86774,0.86773,0.86772,0.86772,0.86774,0.86774,0.86773,0.86773,0.86774,0.86777,0.86775,0.86772,0.86772,0.86768,0.86769,0.86771,0.86771,0.86771,0.86771,0.86768,0.86771,0.86773,0.86777,0.86778,0.86777
1.30000,1.00000,0.99025,0.98974,0.98971,0.98971,0.98971,0.98971,0.98971,0.98970,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98970,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98970,0.98971,0.98971,0.98971,0.98971,0.98970,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98971,0.98970
3.20000,1.00000,0.37252,0.15935,0.07458,0.03669,0.01871,0.00984,0.00548,0.00355,0.00236,0.00151,0.00102,0.00061,0.00040,0.00020,0.00006,-0.00012,-0.00007,0.00014,0.00021,0.00002,0.00013,0.00025,0.00019,0.00011,0.00013,0.00016,0.00029,0.00022,0.00014,-0.00021,0.00003,-0.00004,0.00006,0.00007,-0.00016,-0.00030,-0.00026,-0.00021,-0.00018,-0.00016,-0.00010,0.00031,0.00072,0.00088,0.00081,0.00054,0.00027,0.00021,-0.00004,0.00010
2.57000,1.00000,0.52444,0.32641,0.22209,0.15842,0.11598,0.08629,0.06497,0.04949,0.03812,0.02980,0.02350,0.01892,0.01532,0.01247,0.01019,0.00834,0.00674,0.00545,0.00424,0.00343,0.00304,0.00268,0.00231,0.00187,0.00117,0.00065,0.00020,0.00004,-0.00027,-0.00041,-0.00055,-0.00061,-0.00070,-0.00073,-0.00058,-0.00061,-0.00069,-0.00072,-0.00096,-0.00125,-0.00162,-0.00188,-0.00186,-0.00201,-0.00201,-0.00201,-0.00198,-0.00182,-0.00165,-0.00162
1.94000,1.00000,0.89272,0.87076,0.86497,0.86308,0.86240,0.86209,0.86196,0.86196,0.86198,0.86202,0.86202,0.86198,0.86192,0.86190,0.86193,0.86193,0.86189,0.86186,0.86189,0.86186,0.86185,0.86191,0.86192,0.86193,0.86194,0.86191,0.86189,0.86194,0.86195,0.86198,0.86199,0.86194,0.86192,0.86195,0.86199,0.86197,0.86196,0.86195,0.86192,0.86189,0.86188,0.86185,0.86187,0.86188,0.86193,0.86196,0.86195,0.86197,0.86197,0.86195
1.31000,1.00000,0.96087,0.93434,0.90992,0.88650,0.86369,0.84136,0.81939,0.79766,0.77617,0.75486,0.73370,0.71265,0.69170,0.67083,0.65004,0.62934,0.60867,0.58802,0.56742,0.54685,0.52631,0.50584,0.48543,0.46512,0.44493,0.42492,0.40515,0.38570,0.36667,0.34822,0.33054,0.31393,0.29882,0.28553,0.27425,0.26514,0.25838,0.25384,0.25112,0.24970,0.24904,0.24880,0.24875,0.24877,0.24879,0.24883,0.24887,0.24890,0.24893,0.24894
3.21000,1.00000,0.37143,0.15837,0.07340,0.03584,0.01826,0.00932,0.00480,0.00258,0.00143,0.00095,0.00066,0.00043,0.00027,0.00008,-0.00001,-0.00003,-0.00012,-0.00015,-0.00011,0.00021,0.00043,0.00038,0.00043,0.00035,0.00035,0.00049,0.00038,0.00035,0.00028,0.00017,0.00036,0.00063,0.00070,0.00058,0.00026,0.00005,-0.00022,-0.00023,-0.00017,-0.00005,-0.00027,-0.00045,-0.00036,-0.00024,-0.00026,-0.00040,-0.00020,-0.00034,-0.00040,-0.00029
2.58000,1.00000,0.52325,0.32531,0.22147,0.15853,0.11662,0.08765,0.06676,0.05163,0.04052,0.03179,0.02504,0.01983,0.01542,0.01211,0.00954,0.00738,0.00558,0.00420,0.00336,0.00266,0.00210,0.00159,0.00111,0.00059,0.00007,-0.00044,-0.00031,-0.00017,-0.00002,-0.00012,-0.00027,-0.00028,-0.00011,0.00004,0.00015,0.00043,0.00074,0.00096,0.00095,0.00099,0.00095,0.00128,0.00149,0.00173,0.00218,0.00278,0.00319,0.00364,0.00376,0.00360
1.95000,1.00000,0.85496,0.80367,0.77236,0.74687,0.72369,0.70162,0.68014,0.65918,0.63864,0.61839,0.59842,0.57874,0.55926,0.54001,0.52096,0.50206,0.48330,0.46468,0.44623,0.42791,0.40971,0.39171,0.37379,0.35599,0.33831,0.32086,0.30355,0.28634,0.26937,0.25263,0.23609,0.21984,0.20387,0.18814,0.17276,0.15774,0.14322,0.12924,0.11596,0.10353,0.09206,0.08172,0.07264,0.06468,0.05792,0.05254,0.04829,0.04535,0.04352,0.04285
1.32000,1.00000,0.96006,0.93329,0.90866,0.88504,0.86205,0.83947,0.81719,0.79519,0.77339,0.75175,0.73025,0.70892,0.68769,0.66658,0.64556,0.62462,0.60377,0.58298,0.56227,0.54157,0.52093,0.50032,0.47976,0.45924,0.43875,0.41831,0.39790,0.37755,0.35723,0.33692,0.31666,0.29642,0.27621,0.25601,0.23585,0.21574,0.19567,0.17570,0.15587,0.13635,0.11736,0.09932,0.08282,0.06840,0.05658,0.04767,0.04151,0.03764,0.03559,0.03495
3.22000,1.00000,0.36916,0.15571,0.07132,0.03434,0.01693,0.00846,0.00436,0.00223,0.00097,0.00043,0.00010,-0.00018,-0.00019,0.00010,0.00025,0.00057,0.00083,0.00093,0.00093,0.00076,0.00073,0.00025,0.00014,-0.00003,-0.00042,-0.00037,-0.00009,-0.00001,0.00019,0.00020,0.00012,0.00006,-0.00030,-0.00031,-0.00022,-0.00010,-0.00009,-0.00021,-0.00020,0.00011,0.00013,-0.00007,0.00001,0.00015,-0.00004,-0.00012,-0.00036,-0.00075,-0.00099,-0.00115
2.59000,1.00000,0.51783,0.31786,0.21331,0.15034,0.10934,0.08135,0.06147,0.04715,0.03636,0.02839,0.02190,0.01681,0.01268,0.00918,0.00657,0.00440,0.00258,0.00107,-0.00001,-0.00077,-0.00139,-0.00193,-0.00203,-0.00212,-0.00196,-0.00181,-0.00182,-0.00184,-0.00175,-0.00147,-0.00127,-0.00109,-0.00091,-0.00071,-0.00062,-0.00032,0.00021,0.00065,0.00132,0.00198,0.00274,0.00339,0.00385,0.00412,0.00445,0.00490,0.00540,0.00608,0.00642,0.00641
1.96000,1.00000,0.88657,0.86273,0.85624,0.85410,0.85326,0.85291,0.85276,0.85271,0.85263,0.85263,0.85264,0.85265,0.85259,0.85259,0.85261,0.85261,0.85264,0.85260,0.85256,0.85257,0.85253,0.85255,0.85259,0.85258,0.85258,0.85254,0.85256,0.85256,0.85255,0.85257,0.85257,0.85256,0.85257,0.85258,0.85257,0.85260,0.85260,0.85263,0.85258,0.85256,0.85256,0.85256,0.85254,0.85258,0.85256,0.85256,0.85256,0.85259,0.85261,0.85257
1.33000,1.00000,0.98866,0.98800,0.98796,0.98796,0.98795,0.98795,0.98795,0.98796,0.98795,0.98796,0.98796,0.98796,0.98796,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98796,0.98796,0.98796,0.98795,0.98795,0.98796,0.98795,0.98796,0.98795,0.98795,0.98796,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98795,0.98796,0.98796,0.98795,0.98795,0.98796,0.98796,0.98795,0.98795
3.23000,1.00000,0.36756,0.15496,0.07104,0.03434,0.01698,0.00864,0.00442,0.00228,0.00109,0.00031,-0.00010,-0.00022,-0.00029,-0.00002,0.00021,0.00008,0.00031,0.00026,0.00035,0.00048,0.00048,0.00020,0.00008,-0.00010,-0.00021,-0.00035,-0.00067,-0.00082,-0.00061,-0.00059,-0.00059,-0.00033,-0.00004,0.00029,0.00039,0.00029,-0.00005,-0.00034,-0.00053,-0.00053,-0.00033,-0.00005,-0.00019,-0.00033,-0.00023,-0.00013,-0.00007,0.00017,0.00033,0.00036
2.60000,1.00000,0.51545,0.31484,0.21056,0.14779,0.10662,0.07854,0.05877,0.04483,0.03458,0.02686,0.02108,0.01661,0.01296,0.00997,0.00761,0.00582,0.00443,0.00352,0.00288,0.00262,0.00273,0.00273,0.00280,0.00254,0.00198,0.00152,0.00107,0.00081,0.00068,0.00043,0.00038,0.00027,0.00012,0.00001,-0.00017,-0.00028,-0.00034,-0.00033,-0.00010,-0.00007,-0.00005,0.00008,-0.00002,-0.00038,-0.00067,-0.00107,-0.00139,-0.00166,-0.00154,-0.00143
1.97000,1.00000,0.88304,0.85781,0.85076,0.84838,0.84743,0.84702,0.84682,0.84673,0.84667,0.84660,0.84665,0.84664,0.84665,0.84661,0.84658,0.84657,0.84658,0.84658,0.84658,0.84662,0.84663,0.84665,0.84663,0.84666,0.84666,0.84667,0.84663,0.84662,0.84657,0.84658,0.84658,0.84656,0.84654,0.84653,0.84653,0.84654,0.84657,0.84654,0.84658,0.84656,0.84657,0.84653,0.84657,0.84657,0.84658,0.84655,0.84655,0.84656,0.84654,0.84650
1.34000,1.00000,0.95862,0.93163,0.90692,0.88318,0.86003,0.83732,0.81492,0.79278,0.77085,0.74909,0.72749,0.70603,0.68470,0.66348,0.64233,0.62125,0.60024,0.57933,0.55848,0.53769,0.51694,0.49623,0.47556,0.45491,0.43431,0.41371,0.39312,0.37258,0.35209,0.33168,0.31143,0.29145,0.27183,0.25276,0.23444,0.21710,0.20102,0.18640,0.17344,0.16233,0.15322,0.14604,0.14056,0.13662,0.13398,0.13238,0.13150,0.13108,0.13092,0.13088
3.24000,1.00000,0.36640,0.15370,0.07019,0.03378,0.01660,0.00843,0.00437,0.00208,0.00086,0.00020,0.00016,0.00022,0.00047,0.00057,0.00034,0.00040,0.00012,-0.00028,-0.00042,-0.00041,-0.00019,-0.00001,0.00014,0.00017,0.00014,0.00025,0.00034,0.00023,0.00032,0.00069,0.00070,0.00048,0.00032,0.00006,0.00002,-0.00008,-0.00021,-0.00016,-0.00001,0.00011,0.00016,0.00039,0.00044,0.00032,0.00031,0.00001,0.00010,0.00028,0.00040,0.00043
2.61000,1.00000,0.51099,0.30901,0.20430,0.14166,0.10072,0.07268,0.05275,0.03874,0.02861,0.02107,0.01543,0.01128,0.00819,0.00577,0.00397,0.00267,0.00194,0.00111,0.00065,0.00054,0.00049,0.00040,0.00018,-0.00019,-0.00046,-0.00076,-0.00113,-0.00135,-0.00128,-0.00082,-0.00030,0.00019,0.00042,0.00037,0.00040,0.00042,0.00040,0.00022,0.00025,0.00039,0.00055,0.00061,0.00083,0.00103,0.00098,0.00087,0.00078,0.00122,0.00179,0.00175
1.98000,1.00000,0.87958,0.85340,0.84608,0.84359,0.84265,0.84227,0.84211,0.84201,0.84196,0.84192,0.84191,0.84193,0.84194,0.84194,0.84193,0.84200,0.84197,0.84196,0.84196,0.84194,0.84191,0.84191,0.84192,0.84189,0.84187,0.84190,0.84191,0.84186,0.84182,0.84189,0.84193,0.84192,0.84193,0.84195,0.84196,0.84194,0.84194,0.84193,0.84192,0.84191,0.84186,0.84187,0.84185,0.84182,0.84185,0.84186,0.84186,0.84191,0.84191,0.84192
