T,E,M,M_abs,Cv,Chim,Chim_abs
1.74000,-18804.7539771844,0.9655718841,0.9655718841,3739.7199467539,806.0906921396,806.0906921396
1.11000,-19896.2683969596,0.9983550895,0.9983550895,422.5786838059,32.7347501575,32.7347501575
3.01000,-8100.5790585389,0.0047595879,0.0254984894,3953.9012703333,33725.8549143184,12878.0381769412
2.38000,-12273.3924368409,0.0647018653,0.1307985836,11795.1301281318,761756.6909082342,218818.1154286377
1.75000,-18765.4487065638,0.9642380809,0.9642380809,3864.8046151570,851.9227311356,851.9227311356
1.12000,-19890.0494930175,0.9981914254,0.9981914254,465.2195282242,36.9954929022,36.9954929022
3.02000,-8061.5132583236,0.0056607321,0.0269257091,4004.6121041476,35830.1131443480,12884.7514113225
2.39000,-12113.4232286988,0.0651035984,0.0812225261,12734.7752629184,222673.9095607316,123986.8713900712
1.76000,-18726.7946873850,0.9629584960,0.9629584960,3895.0103061266,921.0457222113,921.0457222113
1.13000,-19886.1538265973,0.9980910997,0.9980910997,481.5589350946,38.5102682673,38.5102682673
3.03000,-8015.6122282583,0.0046764217,0.0272837948,3758.1369392133,37773.0571222956,13926.9667801229
2.40000,-11975.5423722727,0.0469387224,0.1075584245,11303.8931046509,548040.1430089476,157808.0170112171
1.77000,-18680.3114179211,0.9612821603,0.9612821603,4259.9427390500,989.8533183639,989.8533183639
1.14000,-19882.7365526878,0.9980004744,0.9980004744,497.1729742725,39.9377837124,39.9377837124
3.04000,-7980.0551249350,0.0047043327,0.0290219255,3838.6149645168,41376.2691953430,14397.9332677549
2.41000,-11836.0129306505,0.0708468732,0.0913849729,11287.5844130156,271196.5859072297,132942.0702442132
1.78000,-18636.7114231915,0.9597891536,0.9597891536,4110.3000496053,983.7935041846,983.7935041846
1.15000,-19875.3845335581,0.9978080236,0.9978080236,524.3076539445,42.7867370066,42.7867370066
3.05000,-7946.7187753294,0.0033228347,0.0262833048,3887.3045970318,34710.6986606569,12423.1288234598
2.42000,-11797.5206969734,0.0300774329,0.0790083793,9610.2619367776,373420.5412659709,152855.5811139139
1.79000,-18609.5863065324,0.9588753903,0.9588753903,4188.1095421217,1026.9033438833,1026.9033438833
1.16000,-19870.2958568700,0.9976716060,0.9976716060,572.5865058964,47.2337518144,47.2337518144
3.06000,-7901.0755294486,0.0059292384,0.0291743051,3703.4860288249,40985.2870471710,14319.1364111316
2.43000,-11684.2309276172,0.0569289303,0.0742642197,9632.1444482978,212805.4865638065,119214.0777108243
1.80000,-18552.6827039402,0.9568743307,0.9568743307,4399.7838609197,1104.9372640666,1104.9372640666
1.17000,-19864.3723830080,0.9975164239,0.9975164239,580.1109770302,48.5250082154,48.5250082154
3.07000,-7875.8439675082,0.0020675487,0.0257447384,3766.3539961689,33012.2507348103,11562.1921359494
2.44000,-11576.1001014487,0.0427159686,0.0868700390,10163.3720952633,349599.4457777765,115101.5073126558
1.81000,-18510.9456103529,0.9553373658,0.9553373658,4109.0021583610,1097.5839502657,1097.5839502657
1.18000,-19858.8667002119,0.9973713966,0.9973713966,616.5596246891,52.2910611357,52.2910611357
3.08000,-7828.4666636617,0.0033811112,0.0280350310,3985.0882925096,40001.1001878067,14853.9881411125
2.45000,-11460.2539817885,0.0439285127,0.0737895953,9737.1646529632,241165.7359308754,97688.5868843332
1.82000,-17770.3803436177,0.3868324628,0.3868324628,5026.4719604381,436028.2379556826,436028.2379556826
1.19000,-19298.3864238181,0.6857742574,0.6857742574,865.4812274448,42177.2436304879,42177.2436304879
3.09000,-7801.2717188595,0.0023353430,0.0250194517,3643.7727970195,30902.0014144646,10820.4758895103
2.46000,-11416.3413065660,0.0085529250,0.0746977100,8440.8714344925,319778.5689523024,95933.2292149791
1.83000,-18415.1485246147,0.9519941973,0.9519941973,4756.9621790021,1366.7396523506,1366.7396523506
1.20000,-19291.1913420345,0.4693717298,0.4693717298,944.6550314211,366973.8157851901,366973.8157851901
3.10000,-7751.1265443119,0.0006412304,0.0253534378,3700.7671174899,32739.4830624459,12017.3659268952
2.47000,-11255.0333540264,0.0101835223,0.0723605914,8132.5217824431,318968.6941610880,111181.2019227303
1.84000,-17670.8254775777,0.2382147956,0.2382147956,5533.3759483225,126481.7341183105,126481.7341183105
1.21000,-19286.8076963713,0.3687160504,0.3687160504,889.7669531431,319321.4953806144,319321.4953806144
3.11000,-7707.1835786231,0.0062507240,0.0245037605,3304.0646004770,29592.1024900264,11541.8539843515
2.48000,-11160.6844128978,0.0114673219,0.0493131876,8811.5315748409,144783.2637997358,52029.5942546004
1.85000,-18324.1118078302,0.9488292725,0.9488292725,4933.3020713749,1432.2190797248,1432.2190797248
1.22000,-19269.5586591573,0.1364668836,0.1364668836,954.7805177832,306557.3632085955,306557.3632085955
3.12000,-7685.0477423676,0.0007975054,0.0246157570,3637.3281005406,30924.7463635847,11524.1221248821
2.49000,-11102.9773450912,0.0112657660,0.0758767966,8890.6760870251,369331.0175832826,143211.7093624812
1.86000,-17578.2634668050,0.0491948238,0.0729506352,5055.0823170183,348679.3690079282,192675.9020204646
1.23000,-19824.7549134631,0.9964566624,0.9964566624,785.5053818764,72.1125873851,72.1125873851
3.13000,-7634.6897078291,0.0018345890,0.0239761595,3493.4571969443,28360.9217162116,10102.4390842608
2.50000,-11015.3529975680,0.0163327893,0.0673313480,8578.5358646131,265412.5119385151,94742.4954392330
1.87000,-18214.8721115687,0.9444945321,0.9444945321,5127.0228632866,1625.0341345282,1625.0341345282
1.24000,-19817.2423816310,0.9962634267,0.9962634267,800.4184292472,74.6255835218,74.6255835218
3.14000,-7624.8030266114,0.0009674830,0.0245508862,3704.8337018838,29543.2115452946,10377.2883690548
2.51000,-10913.8514434998,0.0244493866,0.0686195635,8083.9385353852,253536.7280292771,89756.9671770151
1.88000,-18169.4207040957,0.9429141829,0.9429141829,5305.1561001147,1800.8327883054,1800.8327883054
1.25000,-19807.2827086233,0.9959844383,0.9959844383,847.8793640518,79.2343225718,79.2343225718
3.15000,-7579.5084914065,0.0015929664,0.0252921075,3575.0531662341,31755.4972569554,11528.4127623318
2.52000,-10839.0537422373,0.0218578486,0.0528764669,7972.5798693269,181948.8948681193,89958.6088121423
1.89000,-18105.0745799023,0.9398845189,0.9398845189,5717.7438053765,2032.6894114967,2032.6894114967
1.26000,-19799.9206289282,0.9957903487,0.9957903487,883.7443853722,83.3698525079,83.3698525079
3.16000,-7550.0521473939,0.0046627719,0.0234551492,3539.6220086159,27299.0824823643,10577.4817997359
2.53000,-10775.1698325446,0.0133127003,0.0563017299,7804.4254895465,180997.7880372247,62710.9579413962
1.90000,-18058.3185701905,0.9385048819,0.9385048819,5778.5097351695,2048.3310345286,2048.3310345286
1.27000,-19228.1578574666,0.1381046060,0.1381046060,1176.9043052253,67316.0431649875,67316.0431649875
3.17000,-7511.6937258160,0.0021947199,0.0236179162,3381.7029165862,27730.4454432736,10285.9921381998
2.54000,-10656.0870182556,0.0128397767,0.0530012531,7399.6621711941,161144.1039787341,57038.8692464654
1.91000,-17750.8941262008,0.8149063143,0.8149063143,27143.2106369620,1087054.3292987330,1087054.3292987330
1.28000,-19783.0018265343,0.9953273077,0.9953273077,903.7468116730,88.2984398864,88.2984398864
3.18000,-7487.3399021338,0.0016710062,0.0234584156,3236.6122221688,26482.3104609097,9265.1720591041
2.55000,-10612.1970904124,0.0161321019,0.0550834423,7861.7089714398,180568.1698464627,71786.1735356282
1.92000,-17939.1435892451,0.9336629908,0.9336629908,6035.4613581148,2268.3090943766,2268.3090943766
1.29000,-19546.7925465936,0.8800238126,0.8800238126,42116.9979404238,1521639.5382611556,1521639.5382611556
3.19000,-7451.2688690021,0.0030659735,0.0242040339,3213.2003340321,28980.1653269058,10910.1006150262
2.56000,-10578.2632520179,0.0026944659,0.0486420342,8686.3160440771,141392.4418325820,49252.3112351831
1.93000,-17884.2395821789,0.9315064442,0.9315064442,6538.2155195883,2490.7244423124,2490.7244423124
1.30000,-19765.1557766727,0.9948430188,0.9948430188,1000.9735582848,101.1189678541,101.1189678541
3.20000,-7409.3555393933,0.0007843106,0.0231406990,3229.9374672177,25684.9027341462,8970.0025171809
2.57000,-10448.7009832565,0.0095933697,0.0472032793,8021.7628129362,137847.2364391014,54729.8499893519
1.94000,-17814.6391203281,0.9284082402,0.9284082402,6129.2444039023,2647.3825325441,2647.3825325441
1.31000,-19177.1231038416,0.3021107221,0.3021107221,1251.7408417152,153951.9384336082,153951.9384336082
3.21000,-7388.6521119524,0.0044524038,0.0251613045,3180.3016477012,30046.8197587980,10941.9180015243
2.58000,-10423.8732428893,0.0131055025,0.0515439308,7411.0064508375,148961.7048102521,52642.9991618636
1.95000,-17058.3555711259,0.1300583386,0.1300919980,6303.3108349304,417048.9418916214,416599.8914593370
1.32000,-19161.6952276249,0.0964211389,0.0964211389,1289.6220834500,28601.1582323295,28601.1582323295
3.22000,-7344.0613620332,0.0005362953,0.0222285486,3283.8507819929,23588.3730688670,8252.3245586449
2.59000,-10316.9259870161,0.0217422202,0.0442093035,8248.5232562432,98016.0601554656,40806.0842407606
1.96000,-17691.7201144967,0.9233459209,0.9233459209,6475.4834641446,2959.0994193998,2959.0994193998
1.33000,-19733.0144885143,0.9939556411,0.9939556411,1161.0480701413,121.6399307426,121.6399307426
3.23000,-7311.4823436285,0.0009897595,0.0224179050,2947.0276221153,24569.4419780128,9040.5614676206
2.60000,-10268.2073057694,0.0096678483,0.0466187188,7731.0964823915,125697.5998588352,45703.8441558687
1.97000,-17620.3685157891,0.9201021442,0.9201021442,6181.4967209819,2926.2233017287,2926.2233017287
1.34000,-19132.4519141112,0.2001730197,0.2001730197,1463.3165975407,18733.5133074720,18733.5133074720
3.24000,-7287.8675563463,0.0035653462,0.0232671148,3221.0636494276,26097.3947409174,9781.1312909076
2.61000,-10179.1679064150,0.0028766288,0.0460287775,6835.7048257014,131352.0417740672,50494.8247888535
1.98000,-17551.8344778172,0.9175748933,0.9175748933,7509.1671790867,3764.4476391375,3764.4476391375
1.35000,-19708.6597908623,0.9932903211,0.9932903211,1198.0924918001,129.5519538610,129.5519538610
3.25000,-7242.5911370806,0.0004954434,0.0218631801,3191.2030712232,22816.6589021989,8116.5610851447
2.62000,-10113.7260756167,0.0048221421,0.0436771324,6774.4204019716,116740.2804024830,44815.1337729883
1.99000,-17486.4646921015,0.9147581953,0.9147581953,6601.3979371162,3054.3102824433,3054.3102824433
1.36000,-19109.3244337105,0.1814708515,0.1825489116,1473.5904705282,1570038.5146471367,1541182.9857957158
3.26000,-7232.4930243281,0.0004718213,0.0216361079,2933.4164703396,22082.3411331216,7729.6249307789
2.63000,-10020.6270736708,0.0041686903,0.0423679784,6261.6147911033,109780.6892346513,42188.7647711357
2.00000,-17427.2406370889,0.9118670472,0.9118670472,6573.0539086610,3428.3705495372,3428.3705495372
1.37000,-19681.9240020713,0.9925374651,0.9925374651,1310.3741661450,146.9561322327,146.9561322327
3.27000,-7193.2883924420,0.0021509422,0.0231804033,3078.6094088865,25165.1243131632,8874.4653880255
2.64000,-9974.1959196441,0.0006948115,0.0407642670,6651.5697250733,97160.2533893679,34234.3935496255
2.01000,-17349.0135510525,0.9090928680,0.9090928680,7196.7018548635,3881.9356151778,3881.9356151778
1.38000,-19077.5405913635,0.6580401487,0.6580401487,1499.7389177093,111427.9685597543,111427.9685597543
3.28000,-7159.1428341909,0.0008306340,0.0220662296,2961.7270494350,23273.2724009732,8449.2316914745
2.65000,-9934.3821596666,0.0075608475,0.0407254185,6202.1730014717,95216.9160357710,34786.9804308619
2.02000,-17271.2728080172,0.9051743041,0.9051743041,6907.8140556462,3356.3311777640,3356.3311777640
3.29000,-7138.6320837100,0.0038661996,0.0234024660,2952.3134016704,25445.2202252939,9252.8823649655
1.39000,-19063.6987045851,0.4455479962,0.4455479962,1541.5597868338,247432.3494448454,247432.3494448454
2.66000,-9844.2375100583,0.0062174580,0.0396812203,6194.8919427679,96944.4347208286,39202.2369048229
2.03000,-17200.5654723992,0.9012844157,0.9012844157,7013.4465116852,4478.2358127348,4478.2358127348
3.30000,-7101.5951982074,0.0019645991,0.0209165992,2956.7734829021,20769.3135121181,7628.5718845581
1.40000,-19038.5983458711,0.0437532349,0.0570319378,1696.7712848770,189066.5292068821,93473.9319261386
2.67000,-9775.3167085603,0.0008626502,0.0432780834,5999.3683166890,105913.6345459819,35791.9740990824
2.04000,-17108.3043827256,0.8960481429,0.8960481429,6978.3948801432,4810.2154468935,4810.2154468935
3.31000,-7065.7544931493,0.0004588197,0.0224560474,2982.3240850992,24122.1769227744,8893.6708353250
1.41000,-19026.0708481509,0.1961874972,0.1961874972,1760.0866464906,431385.1672478291,431385.1672478291
2.68000,-9706.5360925383,0.0027250889,0.0418808190,6217.8531388042,105406.4068102664,40235.6271810031
2.05000,-17029.5078517454,0.8936080613,0.8936080613,8012.3913400589,5191.3161640632,5191.3161640632
3.32000,-7046.4718402632,0.0025263258,0.0212684009,2827.3826348240,20720.7293159589,7288.1222418200
1.42000,-19610.6022889914,0.9905318795,0.9905318795,1538.8904790088,185.3178401753,185.3178401753
2.69000,-9642.8791338638,0.0153970246,0.0423769729,6053.0299920639,93518.9530069440,35573.2479237574
2.06000,-16923.0634844067,0.8859529926,0.8859529926,9524.3470002770,8469.4808778832,8469.4808778832
3.33000,-7019.3425252359,0.0021486844,0.0212670332,2901.6254297388,20635.0712879380,7191.5320530880
1.43000,-19597.1260357304,0.9901429850,0.9901429850,1566.6234157471,193.1751957723,193.1751957723
2.70000,-9610.2776291728,0.0108920894,0.0485547162,5955.3739957910,131291.7933580789,48368.7245995877
2.07000,-16856.9278659115,0.8845597664,0.8845597664,8993.4130694424,7110.4481728685,7110.4481728685
3.34000,-6989.2077396074,0.0035112442,0.0226171770,3011.4602691806,23689.3039273458,8742.9608818186
1.44000,-19581.5424817314,0.9896988317,0.9896988317,1648.8113769698,202.9222580915,202.9222580915
2.71000,-9547.7709728675,0.0102563270,0.0400215184,5506.4632375750,88101.0177720056,32878.5199058768
2.08000,-16767.3799792742,0.8791573602,0.8791573602,8977.8131751768,7881.9167929128,7881.9167929128
3.35000,-6951.7455960785,0.0003920059,0.0209128992,2701.9684436320,20005.3084374011,6954.6910384672
1.45000,-19562.4552939469,0.9891519466,0.9891519466,1711.6691273543,215.7858333916,215.7858333916
2.72000,-9454.9480467027,0.0010322747,0.0415652863,5758.7128015421,96634.2967767046,33156.0821654596
2.09000,-16695.1705526664,0.8767991414,0.8767991414,9030.2086736810,6653.7899782641,6653.7899782641
3.36000,-6930.9279841453,0.0020347433,0.0213049221,2674.3820330243,21234.7511812943,7849.0510798642
1.46000,-19544.7664546692,0.9886354827,0.9886354827,1767.7915507330,225.9175334381,225.9175334381
2.73000,-9418.1123065055,0.0017325060,0.0388798238,5576.4278522930,86819.2137109873,31557.7073144395
2.10000,-16575.2308040916,0.8679760079,0.8679760079,9115.0787756151,7762.1918285390,7762.1918285390
3.37000,-6899.5106287274,0.0032764314,0.0218624872,2890.5344621872,21299.4103273927,7434.9194254908
2.74000,-9381.8661840033,0.0063336640,0.0378853038,5450.9587148315,82686.8050680564,31767.7924671382
1.47000,-19526.5721905830,0.9880992419,0.9880992419,1707.3247340746,224.6387786200,224.6387786200
2.11000,-16483.6062004543,0.8622440871,0.8622440871,10114.9545972397,11793.6326765760,11793.6326765760
3.38000,-6872.0618202479,0.0000114822,0.0198139046,2775.7484749731,18589.4454319606,6974.3364196767
2.75000,-9321.5067092935,0.0018084331,0.0357533401,5275.8018829488,70231.6975703322,23866.9375956319
1.48000,-19508.3348039775,0.9875981514,0.9875981514,1850.1054608502,243.4762498515,243.4762498515
2.12000,-16374.1353131567,0.8563638574,0.8563638574,9643.2131842169,10202.3357055941,10202.3357055941
3.39000,-6856.3778388692,0.0008730648,0.0198741110,2704.2813893908,18555.3965696821,6926.5456838025
2.76000,-9239.1052256965,0.0050435757,0.0335440339,5024.4644600871,61596.2149598804,21749.6732463852
1.49000,-18876.9711205862,0.0665084888,0.0834752412,2063.0542030850,367412.6302776271,196624.9253320534
2.13000,-16260.6155467530,0.8492792728,0.8492792728,10635.0491664327,11806.6505205253,11806.6505205253
3.40000,-6818.6981592895,0.0026972315,0.0227480335,2647.6408351187,23035.0823298561,8029.2596319536
2.77000,-9191.9900992876,0.0032701903,0.0334334579,5832.7312264515,64301.8399072355,24334.2600043544
1.50000,-18855.6420570890,0.0774366527,0.0774366527,2151.8572246499,43201.4064199495,43201.4064199495
2.14000,-16185.5326869481,0.8436829816,0.8436829816,12892.6536465448,19387.5496595889,19387.5496595889
3.41000,-6795.3387338543,0.0043319857,0.0198719066,2624.9223225771,17116.3324038664,6086.2276760033
2.78000,-9139.5598839505,0.0012760000,0.0358345233,5288.6365709816,72918.9680194594,26786.4181098001
1.51000,-18820.5099416015,0.2386172491,0.2386172491,2201.4505170133,62462.1917391813,62462.1917391813
2.15000,-16050.8564205675,0.8365697241,0.8365697241,12300.5635556754,17599.7382677572,17599.7382677572
3.42000,-6765.8434016896,0.0035713391,0.0198225406,2565.8500124072,17715.0055875921,6598.6707127798
2.79000,-9082.8810927602,0.0046464107,0.0323233049,5052.7176614731,61506.8185586365,24832.7358901764
1.52000,-19429.9330730894,0.9852756242,0.9852756242,2035.9845223664,291.4115659402,291.4115659402
2.16000,-15995.8632807131,0.8371866842,0.8371866842,11573.0727654824,12072.4246278819,12072.4246278819
3.43000,-6733.1628359349,0.0015406698,0.0194172419,2736.3354884371,17393.2784701925,6470.3741312487
2.80000,-9039.8149856486,0.0207241058,0.0360809966,4980.0792842799,54753.2770850256,23597.9285912339
1.53000,-18487.3265566568,0.0261003491,0.0417734157,2292.5184571181,152575.3341881357,83046.5733718295
2.17000,-15848.7844832449,0.8236352129,0.8236352129,12853.0513015743,23399.2279164047,23399.2279164047
3.44000,-6717.0789796158,0.0008553811,0.0201327611,2653.4310859844,18617.5091949300,6855.9860954432
2.81000,-8987.3658567166,0.0026196538,0.0313865146,5116.1871793725,55577.6236045042,20764.4309614527
1.54000,-18749.7370809339,0.1606754558,0.1619131433,2286.7107714061,353074.1518459806,327147.9246613947
2.18000,-15722.0244715057,0.8117918726,0.8117918726,12110.3670282510,20556.2928811604,20556.2928811604
3.45000,-6688.5660653805,0.0004651079,0.0207203486,2629.5809437575,19232.5944814448,6794.4344654981
2.82000,-8943.0621439218,0.0033074888,0.0329646034,5008.2898798780,58876.2768968502,20729.9791231414
1.55000,-19363.7667790822,0.9833394112,0.9833394112,2310.3259880262,344.5230756267,344.5230756267
2.19000,-15583.9088256647,0.8002487625,0.8002487625,12844.3545496722,33433.7941485793,33433.7941485793
3.46000,-6666.0414672903,0.0018564256,0.0206240517,2467.7498209099,19167.9702696541,6974.1785994635
2.83000,-8904.9815956070,0.0070151035,0.0343921161,5421.8336444192,61240.5499533188,21183.8018079736
1.56000,-19341.7866346270,0.9826597115,0.9826597115,2353.8194942845,361.2395833318,361.2395833318
2.20000,-15325.6855155089,0.7649031418,0.7649031418,14905.5953177847,61505.7119882513,61505.7119882513
3.47000,-6635.0755065183,0.0019369143,0.0210668480,2489.6243851139,20068.3629188759,7386.5056020623
2.84000,-8834.8196172353,0.0009036635,0.0303043699,4921.1643159998,51004.7700899921,18697.0860036536
2.21000,-15352.7062497867,0.7896014871,0.7896014871,13886.4887802124,26576.5729499686,26576.5729499686
1.57000,-19318.2803603883,0.9819396321,0.9819396321,2406.4930174538,369.4633803929,369.4633803929
3.48000,-6613.9540229058,0.0001734248,0.0199041632,2553.4865432189,17506.1542911123,6122.6590250625
2.85000,-8807.5780295721,0.0018235352,0.0330402594,4848.2671540236,60083.9204429976,21896.7813671312
2.22000,-15156.9073440757,0.7600071854,0.7600071854,13379.4346698177,37052.5373708423,37052.5373708423
1.58000,-19290.2289888408,0.9810568660,0.9810568660,2487.7784285737,394.4848526882,394.4848526882
3.49000,-6589.2837449357,0.0000972168,0.0199588234,2474.7553535276,18104.0996927702,6690.1977023955
2.86000,-8753.5562771463,0.0071798449,0.0282652411,4732.3990054146,43777.5236222374,17645.5766815720
2.23000,-15042.7065279097,0.7560017241,0.7560017241,16913.6116540519,59010.0097440016,59010.0097440016
1.59000,-19270.2364827163,0.9805337209,0.9805337209,2789.6989801536,436.6241614305,436.6241614305
3.50000,-6562.0501811727,0.0010555293,0.0200062795,2351.2638165446,17637.3947919839,6233.4782990699
2.87000,-8682.6114341163,0.0031400443,0.0264521364,4586.0997249770,39346.2669605049,15309.4849850423
2.24000,-14755.7335959325,0.7157024087,0.7157024087,13943.0430546410,66114.3288754359,66114.3288754359
1.60000,-19236.3918335634,0.9793972661,0.9793972661,2561.2150310772,422.1123140398,422.1123140398
2.88000,-8664.2362457289,0.0011968824,0.0299392596,4740.9732317132,48593.0252815204,17519.1801808832
2.25000,-14668.6506974738,0.7019720702,0.7019720702,15373.8198223173,70010.1804419160,70010.1804419160
1.61000,-19215.2648217637,0.9787827856,0.9787827856,2695.5095163802,447.3896661253,447.3896661253
1.62000,-19186.3922793203,0.9778852068,0.9778852068,2795.7112463968,472.2503700834,472.2503700834
