T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
1.54000,1.00000,0.97135,0.96860,0.96830,0.96827,0.96827,0.96827,0.96827,0.96826,0.96826,0.96826,0.96827,0.96827,0.96826,0.96826,0.96826,0.96826,0.96826,0.96826,0.96826,0.96827,0.96827,0.96827,0.96827,0.96827,0.96826,0.96826,0.96827,0.96827,0.96827,0.96827,0.96826,0.96827,0.96826,0.96827,0.96827,0.96826,0.96826,0.96827,0.96827,0.96827,0.96827,0.96826,0.96826,0.96826,0.96827,0.96827,0.96827,0.96826,0.96827,0.96826,0.96826,0.96827,0.96827,0.96827,0.96827,0.96827,0.96827,0.96827,0.96827,0.96826,0.96826,0.96826,0.96826,0.96827,0.96827,0.96827,0.96827,0.96827,0.96827,0.96826,0.96826,0.96827,0.96827,0.96827,0.96826
1.38000,1.00000,0.98545,0.98449,0.98442,0.98442,0.98441,0.98441,0.98442,0.98441,0.98442,0.98442,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98442,0.98441,0.98441,0.98441,0.98441,0.98441,0.98441,0.98442,0.98441,0.98442,0.98441,0.98441,0.98441,0.98441,0.98442,0.98441,0.98442,0.98441,0.98442,0.98441,0.98441,0.98442,0.98442,0.98441,0.98441,0.98441,0.98442,0.98441,0.98441,0.98441,0.98442,0.98441,0.98441,0.98441,0.98441,0.98442,0.98441,0.98442,0.98441,0.98441,0.98442,0.98441,0.98441,0.98442,0.98441,0.98442,0.98442,0.98441,0.98441,0.98441,0.98441,0.98441,0.98442,0.98441
1.47000,1.00000,0.97830,0.97653,0.97636,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97633,0.97633,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97634,0.97634
1.62000,1.00000,0.93989,0.91712,0.89972,0.88366,0.86814,0.85296,0.83801,0.82325,0.80860,0.79409,0.77971,0.76541,0.75120,0.73707,0.72297,0.70893,0.69496,0.68104,0.66719,0.65336,0.63958,0.62585,0.61214,0.59848,0.58485,0.57124,0.55765,0.54410,0.53056,0.51702,0.50352,0.49002,0.47653,0.46307,0.44964,0.43621,0.42279,0.40942,0.39608,0.38276,0.36944,0.35616,0.34288,0.32965,0.31643,0.30326,0.29013,0.27703,0.26401,0.25110,0.23833,0.22574,0.21339,0.20133,0.18960,0.17828,0.16743,0.15712,0.14738,0.13825,0.12980,0.12217,0.11539,0.10951,0.10455,0.10045,0.09715,0.09455,0.09263,0.09129,0.09042,0.08985,0.08955,0.08936,0.08931
1.55000,1.00000,0.94917,0.92794,0.91070,0.89450,0.87880,0.86341,0.84825,0.83324,0.81835,0.80357,0.78892,0.77438,0.75995,0.74562,0.73140,0.71725,0.70317,0.68919,0.67524,0.66136,0.64750,0.63368,0.61990,0.60618,0.59247,0.57881,0.56523,0.55176,0.53844,0.52527,0.51234,0.49965,0.48727,0.47529,0.46380,0.45291,0.44269,0.43326,0.42471,0.41711,0.41056,0.40503,0.40042,0.39655,0.39332,0.39059,0.38828,0.38631,0.38465,0.38325,0.38213,0.38124,0.38057,0.38009,0.37974,0.37950,0.37935,0.37926,0.37920,0.37916,0.37914,0.37911,0.37912,0.37913,0.37914,0.37916,0.37917,0.37919,0.37921,0.37925,0.37928,0.37931,0.37933,0.37934,0.37936
1.39000,1.00000,0.98472,0.98369,0.98362,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98362,0.98362,0.98361,0.98361,0.98362,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98362,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361,0.98361
1.48000,1.00000,0.97750,0.97562,0.97545,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97544,0.97543,0.97543,0.97543,0.97543,0.97542,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97542,0.97542,0.97542,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543,0.97542,0.97543,0.97543,0.97543,0.97543,0.97543,0.97543
1.63000,1.00000,0.95987,0.95523,0.95459,0.95449,0.95447,0.95446,0.95446,0.95447,0.95447,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95447,0.95447,0.95447,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95447,0.95446,0.95446,0.95446,0.95446,0.95446,0.95445,0.95446,0.95447,0.95447,0.95446,0.95445,0.95446,0.95446,0.95446,0.95446,0.95447,0.95447,0.95446,0.95446,0.95447,0.95447,0.95446,0.95447,0.95447,0.95447,0.95446,0.95446,0.95446,0.95447,0.95446,0.95445,0.95446,0.95446,0.95447,0.95446,0.95446,0.95447,0.95446,0.95447,0.95447,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95446,0.95445
1.56000,1.00000,0.96906,0.96596,0.96558,0.96553,0.96552,0.96552,0.96553,0.96552,0.96553,0.96552,0.96553,0.96553,0.96553,0.96553,0.96552,0.96552,0.96552,0.96552,0.96552,0.96552,0.96552,0.96553,0.96552,0.96552,0.96552,0.96552,0.96553,0.96552,0.96553,0.96553,0.96553,0.96553,0.96553,0.96552,0.96552,0.96552,0.96552,0.96552,0.96553,0.96553,0.96553,0.96553,0.96553,0.96553,0.96553,0.96553,0.96553,0.96552,0.96553,0.96552,0.96553,0.96553,0.96552,0.96552,0.96552,0.96552,0.96553,0.96553,0.96553,0.96553,0.96553,0.96553,0.96552,0.96553,0.96552,0.96552,0.96552,0.96553,0.96553,0.96552,0.96552,0.96552,0.96552,0.96553,0.96553
1.40000,1.00000,0.98393,0.98283,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98273,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274,0.98274
1.49000,1.00000,0.97646,0.97441,0.97420,0.97418,0.97417,0.97418,0.97417,0.97417,0.97417,0.97417,0.97417,0.97418,0.97417,0.97418,0.97418,0.97418,0.97417,0.97418,0.97417,0.97418,0.97417,0.97417,0.97417,0.97417,0.97418,0.97418,0.97417,0.97417,0.97417,0.97417,0.97417,0.97418,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97418,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97416,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417,0.97418,0.97417,0.97417,0.97417,0.97417,0.97417,0.97417
1.64000,1.00000,0.95866,0.95382,0.95314,0.95302,0.95301,0.95301,0.95300,0.95300,0.95301,0.95301,0.95301,0.95301,0.95301,0.95301,0.95301,0.95301,0.95300,0.95300,0.95300,0.95301,0.95300,0.95301,0.95301,0.95300,0.95301,0.95301,0.95300,0.95300,0.95301,0.95300,0.95301,0.95301,0.95301,0.95300,0.95300,0.95300,0.95301,0.95300,0.95300,0.95301,0.95300,0.95300,0.95300,0.95299,0.95300,0.95300,0.95300,0.95301,0.95301,0.95301,0.95300,0.95301,0.95300,0.95301,0.95301,0.95301,0.95301,0.95301,0.95300,0.95300,0.95299,0.95300,0.95300,0.95300,0.95301,0.95300,0.95299,0.95301,0.95300,0.95300,0.95300,0.95300,0.95300,0.95300,0.95300
1.57000,1.00000,0.96791,0.96469,0.96431,0.96426,0.96426,0.96426,0.96425,0.96425,0.96425,0.96426,0.96426,0.96426,0.96426,0.96426,0.96425,0.96426,0.96426,0.96425,0.96425,0.96426,0.96425,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96425,0.96426,0.96426,0.96426,0.96425,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96425,0.96426,0.96426,0.96426,0.96425,0.96425,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96426,0.96425,0.96425
1.41000,1.00000,0.98337,0.98220,0.98211,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98209,0.98210,0.98210,0.98209,0.98210,0.98209,0.98209,0.98210,0.98209,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98209,0.98210,0.98210,0.98209,0.98210,0.98210,0.98209,0.98209,0.98210,0.98210,0.98210,0.98209,0.98210,0.98210,0.98210,0.98210,0.98209,0.98209,0.98209,0.98209,0.98209,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98210,0.98209,0.98209,0.98210,0.98210,0.98210,0.98209,0.98210,0.98209,0.98209,0.98210,0.98210,0.98209,0.98209,0.98209,0.98210,0.98209
1.50000,1.00000,0.95476,0.93449,0.91752,0.90144,0.88584,0.87053,0.85545,0.84055,0.82581,0.81120,0.79672,0.78236,0.76809,0.75391,0.73978,0.72572,0.71171,0.69778,0.68390,0.67007,0.65629,0.64253,0.62882,0.61515,0.60151,0.58789,0.57432,0.56080,0.54733,0.53394,0.52062,0.50742,0.49438,0.48160,0.46917,0.45726,0.44601,0.43558,0.42611,0.41766,0.41027,0.40399,0.39881,0.39475,0.39173,0.38960,0.38820,0.38731,0.38677,0.38646,0.38627,0.38616,0.38610,0.38605,0.38602,0.38598,0.38597,0.38597,0.38597,0.38598,0.38600,0.38601,0.38603,0.38606,0.38609,0.38612,0.38616,0.38620,0.38624,0.38627,0.38629,0.38631,0.38633,0.38634,0.38634
1.65000,1.00000,0.95701,0.95190,0.95117,0.95105,0.95103,0.95103,0.95103,0.95102,0.95103,0.95103,0.95103,0.95103,0.95103,0.95102,0.95102,0.95102,0.95102,0.95101,0.95102,0.95102,0.95103,0.95103,0.95102,0.95102,0.95102,0.95101,0.95102,0.95102,0.95102,0.95102,0.95101,0.95103,0.95102,0.95102,0.95103,0.95102,0.95103,0.95102,0.95102,0.95102,0.95103,0.95103,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95101,0.95102,0.95103,0.95103,0.95102,0.95102,0.95102,0.95103,0.95103,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95102,0.95103,0.95102,0.95102,0.95102,0.95104,0.95103,0.95103,0.95103
1.58000,1.00000,0.94539,0.92358,0.90630,0.89016,0.87455,0.85928,0.84426,0.82946,0.81485,0.80039,0.78605,0.77180,0.75762,0.74354,0.72954,0.71561,0.70173,0.68792,0.67416,0.66047,0.64685,0.63331,0.61987,0.60656,0.59342,0.58055,0.56805,0.55600,0.54454,0.53373,0.52364,0.51432,0.50578,0.49807,0.49123,0.48526,0.48019,0.47595,0.47250,0.46976,0.46766,0.46613,0.46501,0.46420,0.46360,0.46314,0.46272,0.46235,0.46203,0.46174,0.46145,0.46118,0.46093,0.46067,0.46042,0.46014,0.45986,0.45956,0.45929,0.45904,0.45879,0.45858,0.45836,0.45816,0.45796,0.45781,0.45765,0.45753,0.45742,0.45733,0.45725,0.45720,0.45715,0.45712,0.45710
1.42000,1.00000,0.98255,0.98129,0.98119,0.98119,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98119,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118,0.98118
1.51000,1.00000,0.97446,0.97219,0.97196,0.97193,0.97193,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97191,0.97192,0.97192,0.97192,0.97192,0.97192,0.97193,0.97192,0.97193,0.97192,0.97193,0.97193,0.97193,0.97192,0.97193,0.97192,0.97192,0.97192,0.97193,0.97192,0.97193,0.97192,0.97193,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97193,0.97192,0.97192,0.97192,0.97193,0.97193,0.97192,0.97192,0.97192,0.97192,0.97193,0.97193,0.97192,0.97192,0.97193,0.97192,0.97193,0.97192,0.97192,0.97193,0.97192,0.97192,0.97193,0.97192,0.97192,0.97192,0.97192,0.97192,0.97192,0.97193,0.97192,0.97192
1.43000,1.00000,0.96152,0.94231,0.92557,0.90965,0.89418,0.87903,0.86410,0.84938,0.83479,0.82033,0.80596,0.79167,0.77746,0.76333,0.74925,0.73522,0.72124,0.70732,0.69342,0.67956,0.66572,0.65189,0.63808,0.62430,0.61053,0.59679,0.58305,0.56931,0.55557,0.54183,0.52811,0.51439,0.50070,0.48703,0.47337,0.45972,0.44610,0.43251,0.41893,0.40538,0.39183,0.37829,0.36475,0.35122,0.33770,0.32418,0.31071,0.29732,0.28401,0.27081,0.25777,0.24493,0.23236,0.22016,0.20840,0.19720,0.18664,0.17680,0.16775,0.15953,0.15212,0.14553,0.13979,0.13490,0.13088,0.12771,0.12538,0.12376,0.12272,0.12211,0.12176,0.12158,0.12150,0.12147,0.12146
