Tiempo inicial 2014-12-31T19:08:51.522 
L=10 - Mc=50000
2.0958
2.0734
2.1949
1.5963
1.6588
1.6899
1.7733
1.8321
1.7487
1.7183
1.6645
1.6756
1.7633
1.8698
1.8528
1.6981
1.6762
1.6787
1.6795
1.6640
1.6693
1.7920
1.7307
1.7921
1.6618
1.6724
1.6127
1.6557
1.6751
1.6725
1.6344
1.6786
1.6777
1.7830
1.6944
1.7821
1.6274
1.6726
1.7115
1.7306
1.7777
1.9275
1.8275
1.7770
1.6931
1.6579
1.7305
1.8750
1.6582
1.6811
1.6866
1.6398
1.6672
1.8849
1.7593
1.7238
1.7498
1.7913
1.7512
1.7159
1.7386
1.9183
1.8493
1.8134
1.7347
1.7492
1.6119
1.6296
1.6778
1.6862
1.6635
1.6234
1.6233
1.6498
1.6559
1.6632
1.6474
1.6003
1.6382
1.6297
1.6858
1.6809
1.6232
1.6296
1.6325
1.7159
1.6867
1.6657
1.6924
1.6600
1.6797
1.7088
1.6473
1.7868
1.7570
1.9098
1.7676
1.9477
1.6932
1.6142
1.7243
1.7000
1.8113
1.8310
1.7052
1.8618
1.9296
1.9121
1.9080
1.7674
1.6338
1.6807
1.7092
1.8405
1.9413
1.8463
1.9329
1.8694
1.8963
1.7842
1.7020
1.9038
1.6505
1.6962
1.6787
1.7594
1.9036
1.8960
1.9387
1.7191
1.7342
1.8515
1.8012
1.9201
1.8634
1.9477
1.9347
1.9886
1.7784
1.6766
1.7319
1.7858
1.7979
1.8615
1.7200
1.8496
1.8556
1.7369
1.6319
1.7863
1.9359
1.9878
1.9833
1.7621
1.7355
1.9065
1.9951
1.9469
1.8745
1.6781
1.6776
1.6224
1.6457
1.8425
1.6581
1.6421
1.8616
1.7404
1.7149
1.6697
1.6121
1.6676
1.6803
1.7439
1.6428
1.6986
1.7117
1.6491
1.8540
1.7813
1.7996
1.7951
1.8693
1.6715
1.8181
1.8164
1.7628
1.6600
1.6261
1.7496
1.6952
1.6717
1.9563
2.1366
2.1664
1.8341
1.6426
1.7542
1.7071
1.6973
1.7703
1.5584
1.6952
1.7947
1.6414
1.9341
1.9602
1.8935
1.8585
1.7134
1.7682
1.7091
1.6837
1.6705
1.6019
1.5991
1.6892
1.6370
1.5824
1.6818
1.7069
1.5611
1.7056
1.6570
1.5646
1.7249
1.6337
1.6367
1.6475
1.5744
1.7143
1.6418
1.6015
1.7010
1.6459
1.6033
1.7067
1.6547
1.6300
1.6671
1.6465
1.6099
1.6359
1.6663
1.6122
1.6429
1.6807
1.4260
1.2607
1.2168
1.1787
Tiempo final 2014-12-31T19:11:21.953 
