T,E,M,M_abs,Cv,Chim,Chim_abs
2.90000,-101.4724240000,0.0108214800,0.2924266800,49.3039561910,427.1654357605,132.6955780142
2.06000,-185.6995920002,0.8883804800,0.8883804800,85.0743620935,47.3186852070,47.3186852070
1.23000,-214.5727919990,0.9958917200,0.9958917200,9.2876605407,1.4230473658,1.4230473658
2.91000,-102.0619520000,0.0171380000,0.3049806400,53.8200845466,466.0733668589,147.4497251722
2.07000,-183.5948560001,0.1013748000,0.8724098400,97.4045047264,3717.2262083277,90.0664070984
1.24000,-214.7230719989,0.9966379200,0.9966379200,7.0042762790,0.6527903887,0.6527903887
2.92000,-102.7753680000,0.0080310000,0.3020606000,46.8692161359,452.8731556128,140.6262066012
2.08000,-184.9888800002,0.8834253600,0.8834276000,91.0486770268,64.7744832038,64.7554555566
1.25000,-214.7006799990,0.9966187600,0.9966187600,7.0886143025,0.6353280539,0.6353280539
2.93000,-102.4701920000,0.0307607600,0.3025767600,52.1783251383,450.2572411061,141.0201375691
2.09000,-180.7872160001,0.1789601200,0.8459107600,113.1257184900,3414.4702289392,143.9520981554
1.26000,-214.3455439990,0.9956988000,0.9956988000,8.0758022415,0.7216164176,0.7216164176
2.94000,-101.5594240000,0.0052076800,0.2867237600,45.5811935751,407.6943566971,128.1590008549
2.10000,-181.2577360001,0.7570142000,0.8535922800,102.2394385728,877.9607285562,137.2498643941
1.27000,-214.5084159990,0.9960684000,0.9960684000,7.5055722406,0.7265268571,0.7265268571
2.95000,-102.1646960000,0.0004793200,0.2980959600,48.3922012329,434.7096130585,133.4859804460
2.11000,-180.9388800001,0.8627405200,0.8627405200,100.2103727044,73.0308281931,73.0308281931
1.28000,-214.0796639990,0.9949175600,0.9949175600,10.3127672973,0.9991124445,0.9991124445
2.96000,-99.8612080000,0.0480432000,0.2779370400,46.7788277009,378.9755504516,125.7970060673
2.12000,-180.6680480001,0.8649196800,0.8649196800,95.6155891395,62.8290337128,62.8290337128
1.29000,-214.2527439989,0.9953854000,0.9953854000,8.9960319590,0.8721291205,0.8721291205
2.97000,-101.3582240000,0.0362137600,0.2813800800,44.3512362190,385.8407124126,123.6746753503
2.13000,-179.7154960001,0.8572832800,0.8573359200,95.1888420379,86.4544536675,86.0307092794
1.30000,-213.8390559991,0.9942489200,0.9942489200,11.0959439597,1.1344205268,1.1344205268
2.98000,-100.1801200001,0.1161136800,0.2872036800,44.8995816385,353.6526675058,122.0970731352
2.14000,-178.0695520001,0.4001351600,0.8404424400,113.0567129209,2685.9787370592,133.4771076871
1.31000,-214.0081999990,0.9947560000,0.9947560000,9.5676272016,0.9410904828,0.9410904828
2.99000,-97.9900800000,0.0342574400,0.2672660000,45.3133863824,358.5905250986,123.6154663672
2.15000,-175.6957600001,0.4526522400,0.8333133600,107.2099301224,2378.3754680098,101.5517211363
3.00000,-98.6246240000,0.0328747600,0.2824190800,41.6358032066,376.3788365161,114.1128801726
1.32000,-213.8135919991,0.9940292400,0.9940292400,11.1694790667,1.3633364748,1.3633364748
2.16000,-176.1846000001,0.8377264000,0.8377540800,105.6612077357,95.1694238048,94.9547140841
3.01000,-98.5522960000,0.0006110400,0.2914107200,45.9114395127,411.1257496015,129.0000540499
1.33000,-213.8169679991,0.9942451200,0.9942451200,10.6423492255,1.0549033525,1.0549033525
2.17000,-172.4389760001,0.3925291200,0.8091776800,114.2608974584,2443.5845103748,136.2600506402
3.02000,-97.0818400000,0.0066869600,0.2649079200,38.9801068175,337.1423197544,104.9188407983
1.34000,-213.3350479991,0.9927295200,0.9927295200,13.3751030791,1.5443530571,1.5443530571
2.18000,-174.2858880001,0.2040825600,0.8229448000,101.8740636336,3031.0886087295,115.5452484017
3.03000,-97.4000640000,0.0142817200,0.2690214800,43.9094568942,361.2962365469,123.1160742522
1.35000,-213.3455599991,0.9928849600,0.9928849600,12.7357698375,1.3752784748,1.3752784748
2.19000,-170.7969680001,0.0593930800,0.7874856400,128.9117762286,3016.0091344632,200.4561880940
3.04000,-94.7891840000,0.0055361200,0.2357465200,36.7916867879,277.1584795239,94.4421207493
1.36000,-213.3649119992,0.9930071600,0.9930071600,12.1530403665,1.2725071969,1.2725071969
2.20000,-171.7376320000,0.6748358400,0.8045868800,108.6389345050,1020.8347356841,148.3045696847
3.05000,-96.6910560000,0.0083116400,0.2668530000,40.4065085308,342.8182263619,109.5676025928
1.37000,-213.0583999992,0.9921097200,0.9921097200,13.7442536439,1.5075406618,1.5075406618
2.21000,-169.2156080001,0.5702727600,0.7987065200,114.7641614957,1536.2585158424,121.2309851068
3.06000,-96.7424480000,0.0262349200,0.2730211600,43.0420576457,363.8292972956,122.4819679480
1.38000,-212.9321439991,0.9915705200,0.9915705200,14.7897184468,1.8167235961,1.8167235961
2.22000,-167.0573840000,0.7693647600,0.7730274000,132.7179715649,211.1891516634,185.7421821996
3.07000,-93.6664000000,0.0049254400,0.2494796000,35.8018923328,302.6835415006,100.0261771456
1.39000,-212.9345919993,0.9917355200,0.9917355200,13.2602049623,1.4895594292,1.4895594292
2.23000,-164.9524320000,0.5341776400,0.7597331600,140.1696927926,1506.9570660238,198.2183963927
3.08000,-96.4895360000,0.0229998400,0.2734163200,39.4960063364,351.6482888307,110.6499401216
1.40000,-212.8083039992,0.9914601600,0.9914601600,14.1985412589,1.5878337341,1.5878337341
2.24000,-168.5554080001,0.3701860400,0.7978438000,107.3961866086,2339.6324240555,109.6457053598
3.09000,-95.3073440000,0.0325555200,0.2663686400,36.6520069614,329.4603460110,103.2713800142
1.41000,-212.8366879992,0.9914886400,0.9914886400,14.4622350077,1.6411797221,1.6411797221
2.25000,-163.7442080000,0.2971184000,0.7548952000,130.5171015183,2328.4209154705,188.0323849601
3.10000,-93.3962560000,0.0242186800,0.2495504400,38.6971609979,302.9288991579,103.9325196635
1.42000,-212.8061359992,0.9914670000,0.9914670000,13.7349736992,1.5751429591,1.5751429591
2.26000,-162.7724880000,0.1362772000,0.7571224800,118.3326114556,2611.3665838924,157.1056348588
3.11000,-92.8573200000,0.0227004400,0.2428922800,35.5647020219,282.5785557032,94.5356305990
1.43000,-212.0604079995,0.9893358800,0.9893358800,16.3688547203,1.9443506002,1.9443506002
2.27000,-161.5512960000,0.1802426400,0.7426589600,125.2721303917,2465.0626340323,178.4770763475
3.12000,-93.3710560000,0.0200732800,0.2549028000,36.4787719277,302.6944443267,95.7313004873
1.44000,-212.3648239994,0.9902680800,0.9902680800,15.3051811461,1.7416564128,1.7416564128
2.28000,-160.4157200000,0.5284327600,0.7266793200,137.3607403936,1318.5091568349,227.1861205428
3.13000,-93.3202160000,0.0221148000,0.2468179200,36.8304232686,296.1988997472,103.1317391908
1.45000,-211.7804879994,0.9884168000,0.9884168000,18.0401648767,2.3134501224,2.3134501224
2.29000,-162.3629440000,0.7572128000,0.7588284800,115.4861851672,154.9167419904,144.2205080375
3.14000,-94.8577280000,0.0388560000,0.2617956800,35.8793604896,314.9685607130,101.5061743096
1.46000,-212.0592479994,0.9893422800,0.9893422800,15.7033035513,1.9260451643,1.9260451643
2.30000,-161.4573760000,0.3060874800,0.7571081200,111.3454622280,2216.6150095081,131.7317053469
3.15000,-93.4352480000,0.0418942000,0.2640306000,37.3569176305,313.7711238294,98.0345087731
1.47000,-211.8178879994,0.9887239200,0.9887239200,16.3595184404,1.9638993854,1.9638993854
2.31000,-161.2726640000,0.2512888800,0.7458293600,122.8742561665,2311.0015705100,176.3031591404
3.16000,-92.5379040000,0.0470263200,0.2442204800,35.5481112100,276.5853279341,94.8379605963
1.48000,-211.7994319994,0.9886104800,0.9886104800,16.8702979585,2.0680677326,2.0680677326
2.32000,-159.9095440000,0.5694777200,0.7392042800,121.7554298624,1131.4994794091,174.0939018494
3.17000,-91.2756000000,0.0084471600,0.2396176400,34.1474235638,273.4968072171,92.5969369107
1.49000,-211.4498639994,0.9873789200,0.9873789200,19.9072719923,2.8473256961,2.8473256961
2.33000,-156.3294800000,0.1885451600,0.7036836400,130.0026309047,2193.0825074695,220.4585253038
3.18000,-90.6669440000,0.0395157200,0.2275517200,32.3432634899,242.0533027447,84.1341419024
1.50000,-211.2345759995,0.9868976400,0.9868976400,19.5531014405,2.5676330199,2.5676330199
2.34000,-151.1676160000,0.3386765200,0.6531822800,139.3739208259,1613.3641897452,280.2645927076
3.19000,-90.8116400000,0.0106354400,0.2462503200,34.4311263180,284.5598226204,94.8228084631
1.51000,-210.9009119996,0.9860496400,0.9860496400,18.9731212258,2.4316996507,2.4316996507
2.35000,-152.3040639999,0.1295597200,0.6775890800,128.1904690062,2109.2622151196,226.9590649538
3.20000,-90.8812000000,0.0426714000,0.2345981200,34.3145436106,258.5124763186,92.2142590385
1.52000,-210.5530639996,0.9849939200,0.9849939200,21.1028983427,2.8182207547,2.8182207547
2.36000,-157.1313760000,0.0805562000,0.7202306000,129.3804403077,2362.1590315301,191.6386255206
3.21000,-90.0246000000,0.0020022800,0.2330080400,35.6201545843,259.7010432234,90.5772501411
1.53000,-210.3381519996,0.9841381200,0.9841381200,22.3161849419,3.2988441437,3.2988441437
2.37000,-149.3846479999,0.2538097200,0.6426667600,131.6442987990,1736.1066651191,265.2155662062
3.22000,-89.8078560000,0.0100304800,0.2325912000,35.3192061166,248.2858853133,80.5900598834
1.54000,-210.5171119997,0.9848028800,0.9848028800,20.6847104395,2.8562671110,2.8562671110
2.38000,-149.4377360000,0.1903835200,0.6588294400,128.2402124134,1902.0266424879,230.5545991129
3.23000,-90.6298640000,0.0194067600,0.2433178000,32.0470027844,270.5042057777,88.3774891734
1.55000,-210.4176319997,0.9844790000,0.9844790000,21.0640780881,3.0543183917,3.0543183917
2.39000,-148.5020719999,0.1473870400,0.6481511200,122.2680421755,1899.0865792459,232.2374796758
3.24000,-90.3302480000,0.0338659600,0.2476042000,34.3214563585,279.4981776332,93.8162745130
1.56000,-209.9107999997,0.9829731600,0.9829731600,21.1895773620,3.1618840407,3.1618840407
2.40000,-145.2966159999,0.1089485600,0.6246027200,134.2439616226,1833.5740269736,257.4958223685
3.25000,-89.4970000000,0.0178929200,0.2292510800,34.4974192678,249.2144671193,88.4886175961
1.57000,-208.7841759998,0.9796745600,0.9796745600,28.0304548131,4.1597941451,4.1597941451
2.41000,-144.1786799999,0.0984442800,0.6177418000,120.2532204100,1779.9431955809,236.7330080191
3.26000,-90.2280480000,0.0174178400,0.2311043200,31.4750718998,245.0058590480,82.1045536111
1.58000,-208.9645039998,0.9800318800,0.9800318800,27.3735123008,4.4581656722,4.4581656722
2.42000,-145.4032560000,0.0760512000,0.6110312000,144.4669613751,1808.2998172654,289.3934439096
3.27000,-88.5227440000,0.0311170400,0.2220143200,30.6427407650,222.5064324819,74.7324627365
1.59000,-209.1312639997,0.9807837200,0.9807837200,24.2581234279,3.6042023531,3.6042023531
2.43000,-138.1704639999,0.1042625600,0.5616812000,128.1954061915,1522.2443530127,268.6843159115
3.28000,-88.5986000000,0.0072337600,0.2293532800,31.5422410447,240.5095924274,80.2943492474
1.60000,-208.7759039997,0.9795354800,0.9795354800,27.7044582296,4.4070463357,4.4070463357
2.44000,-144.6005200000,0.1265970800,0.6351475600,113.7498064572,1797.6078005543,209.9618894504
3.29000,-88.8582080000,0.0473291200,0.2297905600,32.4203057107,235.5332012156,81.8442776134
1.61000,-208.9683679998,0.9805202400,0.9805202400,23.7678945549,3.4212058525,3.4212058525
2.45000,-138.8428079999,0.1211465600,0.5708557600,118.6095784564,1540.2974130608,270.0941080593
3.30000,-87.8906720000,0.0020507600,0.2162768400,30.3743191372,219.2266229799,77.4949081199
1.62000,-208.2355679998,0.9776752400,0.9776752400,29.0073570284,5.2813597756,5.2813597756
2.46000,-141.7137759999,0.4996745600,0.6118728800,116.3819941555,732.3181645874,225.3516793507
3.31000,-87.2384720000,0.0269920800,0.2230800800,30.6429575417,222.3360979372,74.1906305351
1.63000,-207.5445119999,0.9757912000,0.9757912000,28.8860983534,4.8459656155,4.8459656155
2.47000,-143.3263999999,0.1234378400,0.6196949600,122.7812694916,1721.4482479988,228.3917981795
3.32000,-87.5629840000,0.0286513200,0.2321721200,31.1558042742,238.8081405487,78.9196008874
1.64000,-206.9994559998,0.9736282000,0.9736282000,31.8267458991,5.9836155972,5.9836155972
2.48000,-137.7218080000,0.0367505200,0.5777147600,113.9795085198,1580.2834712882,239.9457970886
3.33000,-86.7992080000,0.0369063200,0.2225234400,30.0300172774,219.2118640961,74.6034409924
1.65000,-207.3163679999,0.9748454400,0.9748454400,30.9903071903,5.6330673004,5.6330673004
2.49000,-134.7245359999,0.3035485200,0.5350441200,115.2961906396,1054.7709590583,275.1303712983
3.34000,-86.9389600000,0.0053155600,0.2153650800,28.1814409025,209.2640910834,70.4800716064
1.66000,-207.2182319999,0.9744288000,0.9744288000,33.1597179638,6.8012248359,6.8012248359
2.50000,-135.2183519999,0.0343283600,0.5482018800,125.3895939854,1463.8254835978,266.4380238575
3.35000,-86.7588400000,0.0127592000,0.2248489600,29.1522211511,225.8713301949,75.4407104085
1.67000,-206.3275279999,0.9713678000,0.9713678000,33.3908126615,6.4329839312,6.4329839312
2.51000,-132.4994479999,0.0201525600,0.5283614400,109.8952651057,1355.2896028894,244.6932459003
3.36000,-84.9230960000,0.0261313200,0.2085670000,26.6634316352,194.6261610566,67.1935789016
1.68000,-206.1282240000,0.9710253200,0.9710253200,33.9841293270,6.8640566183,6.8640566183
2.52000,-137.6728400000,0.0532352400,0.5752153200,117.6335963608,1559.2171826263,257.4764144330
3.37000,-85.9143440000,0.0055127200,0.2185026400,29.9460387133,211.5594976800,69.9778549346
1.69000,-205.5489440001,0.9690579600,0.9690579600,35.5812319171,7.1153736948,7.1153736948
3.38000,-85.0928720000,0.0093474000,0.2048343600,28.6063904281,186.9169695657,63.0419957495
2.53000,-131.6830319999,0.0515728000,0.5123092000,106.1611378536,1290.1823363636,263.3010608509
1.70000,-205.7688240000,0.9701184400,0.9701184400,33.5295549037,6.5686515624,6.5686515624
3.39000,-86.4377680000,0.0299711200,0.2295931200,28.7328463198,230.3738972444,77.5280780193
2.54000,-130.0646400000,0.1625212000,0.5121992000,105.9590522762,1163.5650344504,234.6875540132
1.71000,-205.6731360000,0.9696378400,0.9696378400,33.5132642311,6.4776797287,6.4776797287
2.55000,-125.8576799999,0.0257662400,0.4630572000,91.8523424850,1081.8146450047,243.5476985419
3.40000,-84.8817200000,0.0105808400,0.2014341200,28.1690970464,182.6711818378,63.6601508817
1.72000,-205.3222720000,0.9688872000,0.9688872000,33.1664943108,6.1824376133,6.1824376133
3.41000,-85.2068000000,0.0319708400,0.2202698000,28.9527019697,214.5745049549,75.2881407856
2.56000,-128.4269840000,0.1612044400,0.4896837200,91.8189826444,1069.8960676723,234.7270279958
1.73000,-204.5958560001,0.9649132000,0.9649132000,40.1163913327,12.9376627727,12.9376627727
2.57000,-121.6421600000,0.0536658400,0.4167489600,90.0274860370,904.2515798332,239.6614114357
3.42000,-84.4881680000,0.0218688400,0.2121289200,28.1776023406,203.2250042018,73.0483008759
1.74000,-204.1178880000,0.9647643200,0.9647643200,37.7135124929,8.3726278693,8.3726278693
2.58000,-125.3587839999,0.0033471200,0.4710788800,95.2912796751,1088.9323906500,228.8389489073
3.43000,-84.2143360000,0.0255093200,0.1988453200,25.8100142025,174.1291667437,60.7509280294
1.75000,-204.2997520001,0.9654608400,0.9654608400,35.7983414639,7.4445304067,7.4445304067
2.59000,-126.3790240000,0.0651465200,0.4798784400,99.4668089021,1113.3320545627,240.5936448771
3.44000,-83.1636080000,0.0102248000,0.1983532000,26.2591347042,177.4585600725,63.3904047958
1.76000,-203.8287360001,0.9637546800,0.9637546800,38.1053036639,8.1011225714,8.1011225714
2.60000,-123.2374000000,0.0777308000,0.4493128000,96.8235611279,1001.6162505049,248.3858082928
3.45000,-84.2844000000,0.0285297600,0.2098041600,26.3155535942,193.2524382443,68.0239212946
1.77000,-203.1930640001,0.9611583200,0.9611583200,43.1247796819,10.4129937263,10.4129937263
2.61000,-122.9449119999,0.0010937200,0.4385694000,93.3112698448,978.4618351587,241.5196037685
3.46000,-82.0311600000,0.0099187600,0.1971528400,24.4801327365,170.6609705204,58.6064603466
1.78000,-203.1634720002,0.9608756400,0.9608756400,40.8991784048,10.0446137605,10.0446137605
2.62000,-123.9883600000,0.0172748000,0.4572575200,92.1596772484,1044.6398491789,247.7466397077
3.47000,-82.5513760000,0.0133308000,0.2006216800,26.3337857236,179.2416419923,63.7622522016
1.79000,-201.3783280001,0.9525363600,0.9525363600,50.4075016099,17.3636495674,17.3636495674
2.63000,-122.2760320000,0.0919321200,0.4453570000,89.9475913102,966.6419517575,244.6216370761
3.48000,-83.3751680000,0.0008329200,0.1988232400,26.3818669067,175.2715857593,61.6796690686
1.80000,-202.5881440002,0.9595109200,0.9595109200,39.6446440042,9.0927110900,9.0927110900
2.64000,-117.2136720000,0.0520737600,0.3915161600,76.8323588533,780.6637406041,210.3106077989
3.49000,-83.2326240000,0.0243326400,0.2083670400,25.1660749985,184.7983800303,62.0913714658
1.81000,-201.3067040001,0.9541909200,0.9541909200,44.9220318771,12.5651767102,12.5651767102
2.65000,-118.0309360000,0.0771113600,0.4048366400,83.1467680959,814.8189394676,218.7942479757
3.50000,-82.8017360000,0.0070446800,0.2120988400,25.4060019102,192.8397088104,64.4503076302
1.82000,-202.4561360001,0.9596804000,0.9596804000,40.0055270902,8.7330826917,8.7330826917
2.66000,-120.1373199999,0.0812744000,0.4268892800,86.7443664444,879.4023996417,219.1432669970
1.83000,-199.7124480002,0.9477954000,0.9477954000,56.8748047988,16.0488947269,16.0488947269
2.67000,-118.1115680000,0.0811023600,0.4192558000,87.5463110131,856.6856869005,222.9859377020
